N	2gram	Bakhtin_sl_2	Formalny
1	и в	39	24
2	в его	7	23
3	прежде всего	8	22
4	и не	22	20
5	так и	15	18
6	не может	20	16
7	точки зрения	8	16
8	в этом	16	15
9	в нем	19	14
10	может быть	37	14
11	на почве	4	13
12	с точки	3	13
13	таким образом	8	13
14	истории литературы	3	12
15	и т	35	12
16	именно как	2	12
17	в своем	6	11
18	не менее	4	11
19	как и	6	11
20	в их	2	11
21	вовсе не	10	10
22	и их	5	10
23	то же	4	10
24	в ней	3	10
25	а не	14	10
26	и его	33	10
27	и потому	7	9
28	в процессе	13	9
29	все это	16	9
30	в то	4	9
31	идеологического творчества	3	9
32	же время	4	8
33	именно в	2	8
34	в свою	3	8
35	то что	2	8
36	как в	13	8
37	т д	2	8
38	лишь в	3	8
39	и на	4	8
40	не в	9	8
41	и с	9	8
42	должна быть	3	7
43	и от	3	7
44	до конца	17	7
45	не только	24	7
46	с ее	2	7
47	жизни и	6	7
48	но и	21	7
49	и все	5	6
50	идеологического мира	3	6
51	и здесь	2	6
52	в том	5	6
53	в идеологическом	2	6
54	более или	2	6
55	свою очередь	2	6
56	до сих	2	6
57	в пределах	13	6
58	она не	6	6
59	еще не	7	6
60	как бы	7	6
61	сих пор	2	6
62	или менее	2	6
63	входит в	4	6
64	а в	4	6
65	отношения к	4	6
66	все эти	6	6
67	как это	3	6
68	хотя бы	3	5
69	должен быть	2	5
70	по себе	5	5
71	при этом	7	5
72	со всею	3	5
73	и др	4	5
74	во всех	12	5
75	как мы	7	5
76	с другой	5	5
77	одним словом	2	5
78	но в	6	5
79	мы увидим	2	4
80	с его	7	4
81	независимо от	2	4
82	никогда не	7	4
83	стороны и	3	4
84	с другими	4	4
85	и к	6	4
86	для этого	4	4
87	одной стороны	5	4
88	конечно не	5	4
89	всяком случае	2	4
90	оно не	8	4
91	отношению к	4	4
92	быть и	3	4
93	по отношению	4	4
94	т п	33	4
95	в связи	2	4
96	что в	3	4
97	с одной	5	4
98	только и	2	4
99	во всяком	3	4
100	в истории	11	4
101	как о	2	4
102	но не	6	3
103	в отношении	4	3
104	всех этих	4	3
105	в идеологической	2	3
106	связи с	3	3
107	борьба с	4	3
108	материала и	3	3
109	в них	6	3
110	что он	2	3
111	с помощью	4	3
112	изображения и	2	3
113	его как	2	3
114	для него	7	3
115	это и	2	3
116	и как	3	3
117	но это	3	3
118	зависимости от	4	3
119	и непосредственно	2	3
120	громадное значение	2	3
121	в большинстве	6	3
122	со всеми	2	3
123	дело идет	2	3
124	он не	2	3
125	в основном	4	3
126	один из	5	3
127	все же	6	3
128	отношение к	4	3
129	значение в	2	3
130	отличается от	2	3
131	на фоне	4	3
132	влияние на	2	3
133	в особенности	3	3
134	особенно в	2	3
135	не было	2	3
136	и других	4	3
137	мы не	2	3
138	и наконец	5	3
139	и даже	7	3
140	его в	4	3
141	наконец в	4	3
142	материала в	2	3
143	более того	2	3
144	в основе	4	3
145	они не	2	3
146	в себе	2	3
147	как к	3	3
148	здесь не	4	3
149	так сказать	6	3
150	в области	2	3
151	а лишь	2	2
152	сама по	3	2
153	и более	2	2
154	в нашем	2	2
155	в зависимости	4	2
156	его и	2	2
157	жизни в	2	2
158	единство и	3	2
159	в германии	2	2
160	а вовсе	2	2
161	глубоко и	3	2
162	это не	5	2
163	и особенно	2	2
164	с этим	2	2
165	в одном	2	2
166	и стилей	2	2
167	эпохи и	2	2
168	и форм	2	2
169	здесь в	3	2
170	но эта	2	2
171	ни в	4	2
172	уже не	5	2
173	мы видели	2	2
174	но все	5	2
175	в противовес	2	2
176	в различных	2	2
177	одна из	4	2
178	от действительности	2	2
179	материалом и	2	2
180	и чисто	2	2
181	из важнейших	2	2
182	только в	5	2
183	идеологического становления	4	2
184	роман и	2	2
185	нем и	2	2
186	в новое	4	2
187	к ней	2	2
188	в него	7	2
189	за пределы	2	2
190	точка зрения	2	2
191	не с	3	2
192	что и	3	2
193	на него	2	2
194	вместе с	2	2
195	всем этим	2	2
196	в чужом	4	2
197	может и	2	2
198	не приходится	3	2
199	менее всего	2	2
200	его не	4	2
201	в результате	2	2
202	между тем	3	2
203	даже и	4	2
204	или на	2	2
205	к новому	3	2
206	на его	2	2
207	отношении к	4	2
208	во всем	4	2
209	большинстве случаев	5	2
210	с ним	7	2
211	как с	2	2
212	оно было	2	2
