N	2gram	Bakhtin_Fr_3	Myshleni
1	точки зрения	2	26
2	таким образом	10	26
3	в том	8	24
4	и в	40	23
5	том что	4	21
6	в целом	2	20
7	того чтобы	4	17
8	то что	5	17
9	в этом	15	17
10	не только	13	16
11	говорит он	2	15
12	для того	3	15
13	что в	12	14
14	может быть	9	14
15	но и	11	14
16	как и	11	14
17	в его	13	14
18	с помощью	2	13
19	не может	3	12
20	как бы	3	11
21	сказать что	3	11
22	с другой	2	10
23	прежде всего	16	10
24	и не	13	9
25	между тем	3	9
26	и с	8	9
27	вместе с	3	9
28	и на	8	8
29	в основе	5	8
30	то же	7	8
31	в этой	3	7
32	в самом	6	7
33	по отношению	3	7
34	в то	6	7
35	так как	4	7
36	что он	2	7
37	отношению к	2	7
38	мы не	2	7
39	и ее	2	7
40	в другом	3	7
41	все это	4	6
42	именно в	2	6
43	лишь в	2	6
44	потому что	2	6
45	с этим	2	6
46	о том	4	6
47	в сущности	9	6
48	по сравнению	2	6
49	связь между	3	6
50	и его	17	6
51	тем что	3	6
52	в себе	3	6
53	только в	3	6
54	можно сказать	2	5
55	и как	3	5
56	для этого	3	5
57	что для	2	5
58	в своих	5	5
59	и все	9	5
60	если бы	3	5
61	но в	8	5
62	сравнению с	2	5
63	он не	9	5
64	слова и	2	5
65	так и	3	5
66	как мы	10	5
67	связан с	3	5
68	из этого	2	5
69	но не	2	4
70	при этом	3	4
71	в котором	2	4
72	в свете	3	4
73	все эти	8	4
74	этом отношении	2	4
75	их в	3	4
76	с его	3	4
77	в одном	7	4
78	к этому	6	4
79	и к	3	4
80	было бы	4	4
81	в своей	6	4
82	сих пор	4	4
83	как в	3	4
84	во всей	3	4
85	как раз	5	4
86	хотя бы	2	4
87	мы видим	5	4
88	ни в	4	4
89	этого слова	2	4
90	до сих	4	4
91	только для	3	3
92	уже в	2	3
93	в своем	7	3
94	и от	3	3
95	из этих	2	3
96	одного из	2	3
97	смысле слова	4	3
98	и если	2	3
99	и следовательно	3	3
100	в их	4	3
101	который в	2	3
102	и других	6	3
103	мы находим	3	3
104	вовсе не	12	3
105	во всем	3	3
106	как он	2	3
107	об этом	3	3
108	во всех	6	3
109	как известно	2	3
110	все же	2	3
111	самом деле	3	3
112	а не	5	3
113	ко всем	3	3
114	можно было	3	3
115	он в	2	3
116	связи с	6	3
117	и это	2	3
118	в которой	2	3
119	в области	4	3
120	связана с	2	2
121	в частности	3	2
122	всей системы	3	2
123	в нашем	4	2
124	в конце	3	2
125	представление о	2	2
126	но все	3	2
127	на этом	2	2
128	же время	6	2
129	для него	5	2
130	о чем	2	2
131	речи так	2	2
132	один из	4	2
133	и мысли	3	2
134	мы видели	3	2
135	не к	2	2
136	жизни и	4	2
137	и до	8	2
138	данном случае	2	2
139	значительной степени	2	2
140	той же	8	2
141	начиная с	3	2
142	и вот	2	2
143	и той	2	2
144	и наконец	3	2
145	и даже	4	2
146	а в	3	2
147	одно из	3	2
148	нуждается в	3	2
149	целом в	2	2
150	в этих	6	2
151	всех этих	3	2
152	на их	2	2
153	в них	9	2
154	поэтому в	2	2
155	в состоянии	2	2
156	в ее	3	2
157	из всех	4	2
158	в значительной	3	2
159	чем он	2	2
160	со всеми	5	2
161	в один	2	2
162	том же	2	2
163	и понимания	2	2
164	и потому	4	2
165	даже в	4	2
166	в течение	2	2
167	в ту	7	2
168	одной и	2	2
169	между ними	3	2
170	со всем	2	2
171	в данном	4	2
172	из важнейших	2	2
173	дело в	2	2
174	из этой	2	2
175	там где	3	2
176	одном из	2	2
