N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	56
2	то есть	19	24
3	в его	9	18
4	все эти	2	15
5	в этом	17	14
6	в том	18	13
7	так и	9	13
8	и его	5	12
9	в то	3	12
10	как бы	4	11
11	и т.п	8	11
12	то же	4	11
13	же время	4	10
14	еще не	7	10
15	и до	2	10
16	только в	4	9
17	но и	23	9
18	и не	20	9
19	том что	14	8
20	в сущности	3	8
21	не только	32	8
22	и др	2	8
23	в нем	4	8
24	и даже	3	8
25	и с	4	8
26	в частности	14	7
27	у него	4	7
28	как мы	3	7
29	и на	3	7
30	прежде всего	4	6
31	в ее	3	6
32	в этой	5	6
33	языка и	2	6
34	в той	6	6
35	точки зрения	10	6
36	связи с	4	6
37	и все	2	6
38	но в	6	6
39	но не	5	5
40	с его	6	5
41	никогда не	3	5
42	в пределах	2	5
43	с ее	3	5
44	как и	7	5
45	одним из	2	5
46	он не	3	5
47	один из	3	5
48	своего рода	12	5
49	что в	3	5
50	не было	2	5
51	роль в	2	5
52	в результате	2	5
53	они не	2	5
54	в области	2	5
55	времени и	7	4
56	что это	3	4
57	и ее	2	4
58	в себе	8	4
59	в качестве	21	4
60	например в	2	4
61	наконец в	2	4
62	в ней	3	4
63	и потому	2	4
64	даже в	2	4
65	с одной	7	4
66	при этом	9	4
67	в основе	5	4
68	о том	6	4
69	в эпизоде	3	4
70	по своей	3	4
71	в особенности	4	4
72	одна из	3	4
73	том числе	6	3
74	перед нами	4	3
75	в своем	2	3
76	в литературе	2	3
77	может быть	25	3
78	не мог	4	3
79	одной из	4	3
80	а также	7	3
81	то что	11	3
82	время в	2	3
83	в форме	5	3
84	не на	2	3
85	в связи	2	3
86	уже не	5	3
87	времени в	2	3
88	не в	14	3
89	сказать что	4	3
90	между тем	3	3
91	и т.д	7	3
92	к которому	2	3
93	третьей и	2	3
94	в известном	2	2
95	с другой	8	2
96	это не	2	2
97	уже в	3	2
98	не как	2	2
99	что он	6	2
100	можно сказать	5	2
101	точек зрения	2	2
102	ни было	3	2
103	ни в	3	2
104	говорит о	2	2
105	и как	5	2
106	числе и	4	2
107	для него	2	2
108	одной стороны	7	2
109	было бы	4	2
110	картина мира	5	2
111	из них	3	2
112	картины мира	5	2
113	несмотря на	2	2
114	а в	11	2
115	хотя и	3	2
116	в церкви	4	2
117	между ними	2	2
118	все те	4	2
119	что на	2	2
120	точка зрения	6	2
121	его жизни	2	2
122	все же	7	2
123	в мире	9	2
124	когда он	3	2
125	его как	2	2
126	самом деле	2	2
127	данном случае	4	2
128	или менее	2	2
129	смерти и	2	2
130	другой стороны	4	2
131	во всей	2	2
132	так же	2	2
133	как раз	2	2
134	не может	10	2
135	как к	2	2
136	то ни	3	2
137	нового времени	2	2
138	в значительной	2	2
139	а не	12	2
140	из которых	4	2
141	к нему	5	2
142	и для	2	2
143	с точки	2	2
144	его в	2	2
145	бы то	3	2
146	от всех	2	2
147	в данном	5	2
148	чтобы стать	2	2
149	той или	4	2
150	что они	3	2
151	далеко не	5	2
152	зрения на	2	2
153	мира и	2	2
154	более или	2	2
