N	2gram	Vygotskiy__7	Psycholo
1	то что	24	32
2	и в	26	31
3	в том	18	30
4	что в	12	23
5	может быть	7	22
6	таким образом	23	20
7	так как	14	18
8	не может	11	17
9	как и	15	16
10	том что	17	16
11	и не	18	16
12	точки зрения	28	15
13	только в	8	14
14	а не	6	13
15	не только	24	13
16	что и	3	13
17	так же	14	12
18	если мы	5	12
19	мы не	7	12
20	в этом	29	12
21	в самом	9	11
22	могут быть	2	11
23	не в	4	11
24	в области	4	11
25	на то	4	10
26	в сущности	9	10
27	того что	14	10
28	потому что	16	10
29	по себе	3	9
30	ни в	2	9
31	как в	4	9
32	самом деле	6	9
33	никогда не	4	8
34	вместе с	12	8
35	все это	3	8
36	показать что	4	8
37	и что	6	8
38	во всяком	2	8
39	что мы	9	8
40	что он	8	7
41	есть в	3	7
42	на основании	2	7
43	и его	12	7
44	заключается в	6	7
45	того чтобы	19	7
46	сказать что	8	7
47	о том	4	7
48	что это	6	6
49	вовсе не	2	6
50	очевидно что	3	6
51	одной стороны	5	6
52	до конца	5	6
53	было бы	6	6
54	если бы	5	6
55	из этих	3	6
56	целый ряд	4	6
57	а в	2	6
58	что она	8	6
59	для того	18	6
60	в психологии	2	6
61	в его	4	6
62	и есть	2	5
63	тогда когда	5	5
64	этой точки	4	5
65	не является	3	5
66	в ее	6	5
67	показывает что	2	5
68	все же	6	5
69	так что	4	5
70	мы видим	3	5
71	с одной	5	5
72	то время	2	5
73	для нас	2	5
74	она не	5	5
75	говорит что	2	5
76	несмотря на	2	5
77	совершенно не	2	5
78	в какой	6	5
79	как бы	6	5
80	в целом	5	5
81	в процессе	5	5
82	оказывается что	2	5
83	и для	5	5
84	то же	8	5
85	с другой	4	5
86	время как	2	5
87	это есть	4	5
88	в то	3	5
89	к тому	7	4
90	в которой	11	4
91	в котором	4	4
92	в виду	5	4
93	прежде всего	7	4
94	тому что	9	4
95	столь же	2	4
96	одной и	2	4
97	в себе	9	4
98	отличие от	2	4
99	же как	8	4
100	в последнее	2	4
101	со всеми	2	4
102	у нас	2	4
103	и о	3	4
104	никак не	5	4
105	один из	2	4
106	в этих	2	4
107	к этому	2	4
108	в своих	2	4
109	совпадает с	3	4
110	с этой	5	4
111	мы можем	3	4
112	этого слова	3	4
113	как это	5	4
114	уже в	2	3
115	не могут	4	3
116	как на	6	3
117	нашего исследования	5	3
118	с тем	5	3
119	только не	11	3
120	состоит в	3	3
121	конечном счете	2	3
122	его и	2	3
123	как совершенно	3	3
124	точку зрения	2	3
125	что у	4	3
126	точно так	2	3
127	сущности говоря	2	3
128	что все	2	3
129	представление о	7	3
130	представить себе	3	3
131	вопрос о	6	3
132	в собственном	3	3
133	стороны и	4	3
134	и другой	3	3
135	и к	7	3
136	что на	2	3
137	мы знаем	2	3
138	это и	4	3
139	но это	3	3
140	в силу	5	3
141	но не	3	3
142	все что	6	3
143	не можем	4	3
144	до сих	3	3
145	же точно	3	3
146	для объяснения	2	3
147	из которых	2	3
148	в этой	3	3
149	в слове	11	3
150	он не	3	3
151	в конечном	2	3
152	но мы	3	3
153	сих пор	3	3
154	не есть	4	3
155	в своей	3	3
156	каждой из	3	3
157	и той	2	3
158	собственном смысле	3	3
159	так и	3	3
160	что при	2	3
161	только на	3	3
162	в отличие	2	3
163	мышления и	9	3
164	что оно	4	3
165	и других	2	3
166	но только	3	3
167	должны быть	4	3
168	тем же	5	3
169	какой мере	2	3
170	и по	3	3
171	той же	8	3
172	почти всегда	2	3
173	исследования и	3	3
174	в которых	2	3
175	случае в	3	3
176	в одной	3	3
177	и только	4	3
178	с этим	2	3
179	нуждается в	3	3
180	слова в	5	3
181	во всем	3	3
182	в конце	4	3
183	что эти	3	3
184	что эта	6	3
185	мысли в	9	3
186	что по	2	3
187	на деле	2	3
188	но в	4	3
189	ее от	2	3
190	в основе	3	2
191	в известном	2	2
192	не менее	4	2
193	развития языка	2	2
194	на вопрос	5	2
195	такой же	3	2
196	этих двух	2	2
197	казалось бы	2	2
198	в одинаковой	3	2
199	она должна	2	2
200	направлений в	2	2
201	можно ли	2	2
202	по этому	4	2
203	и состоит	3	2
204	не означает	3	2
205	имеет в	3	2
206	и во	4	2
207	и от	4	2
208	и другого	2	2
209	что внутренняя	5	2
210	в такой	4	2
211	с ним	3	2
212	в центр	2	2
213	и здесь	2	2
214	и вместе	2	2
215	есть не	3	2
216	смысле этого	3	2
217	остановиться на	2	2
218	оно есть	5	2
219	том и	3	2
220	она в	2	2
221	тем не	3	2
222	из всех	5	2
223	и потому	3	2
224	только о	2	2
225	себя и	2	2
226	представляет собой	19	2
227	что они	10	2
228	в качестве	5	2
229	это мы	2	2
230	что с	5	2
231	случае не	2	2
232	для уяснения	2	2
233	о чем	4	2
234	это отношение	2	2
235	и их	5	2
236	имеет место	4	2
237	новая психология	3	2
238	том же	2	2
239	и следовательно	5	2
240	последнее время	3	2
241	даже в	2	2
242	речь и	5	2
243	наконец в	2	2
244	гораздо более	4	2
245	и тем	6	2
246	в нем	2	2
247	мы видели	3	2
248	как говорит	5	2
249	отношение к	2	2
250	хотел сказать	3	2
251	но и	11	2
252	в мышлении	2	2
253	что же	2	2
254	мысли и	11	2
255	приводит к	4	2
256	как мы	14	2
257	только что	5	2
258	отличается от	3	2
259	как раз	3	2
260	то и	4	2
261	новой психологии	5	2
262	этому поводу	3	2
263	этом отношении	3	2
264	же самое	5	2
265	на самом	3	2
266	идет о	2	2
267	иначе как	6	2
268	тем самым	8	2
269	психологической природы	5	2
270	к нему	3	2
271	есть только	2	2
272	с точки	21	2
273	что для	2	2
274	и самым	2	2
275	что то	2	2
276	тенденция к	2	2
277	в чем	3	2
278	ничего не	2	2
279	нас в	2	2
280	как к	3	2
281	и с	5	2
282	одно из	5	2
283	понятий и	2	2
284	в сознании	6	2
285	и то	7	2
286	бы в	5	2
287	ту же	2	2
288	психологии в	3	2
289	если же	2	2
290	его в	2	2
291	благодаря тому	2	2
292	из этого	2	2
293	к этой	2	2
294	поэзии и	2	2
295	как она	5	2
