N	2gram	Potebnia_M_3	Psycholo
1	в том	32	37
2	и в	30	32
3	и что	10	22
4	том что	18	21
5	то что	18	21
6	таким образом	14	21
7	в искусстве	3	21
8	потому что	46	21
9	то есть	34	21
10	что в	17	20
11	так же	3	18
12	может быть	28	18
13	что и	13	17
14	не может	6	17
15	точки зрения	2	17
16	что она	3	16
17	самом деле	2	16
18	того чтобы	3	14
19	что он	6	13
20	при этом	3	13
21	то же	23	13
22	для того	4	13
23	в этом	10	13
24	по себе	16	12
25	в самом	8	12
26	не только	21	12
27	с и	3	12
28	так как	13	12
29	на то	2	11
30	с тем	7	11
31	было бы	9	11
32	как и	10	10
33	и т	5	10
34	но и	19	10
35	и не	15	10
36	искусства и	3	9
37	что все	3	9
38	что при	3	9
39	как в	10	9
40	тем что	7	9
41	что это	4	8
42	не менее	5	8
43	не в	15	8
44	с таким	2	8
45	т п	2	8
46	той же	2	8
47	того что	18	8
48	на деле	5	8
49	к тому	7	7
50	и как	5	7
51	а не	15	7
52	и его	4	7
53	что для	4	7
54	сказать что	5	7
55	только в	21	7
56	что они	2	7
57	в этой	2	6
58	и мы	2	6
59	он не	4	6
60	как бы	3	6
61	художественное произведение	6	6
62	целый ряд	2	6
63	те же	6	6
64	о том	2	6
65	если бы	12	6
66	художественного произведения	5	5
67	на все	2	5
68	художественном произведении	3	5
69	вслед за	3	5
70	он говорит	2	5
71	в ней	8	5
72	далеко не	4	5
73	до сих	3	5
74	сих пор	3	5
75	все это	4	5
76	этом отношении	2	5
77	только на	3	5
78	и даже	2	5
79	есть только	5	5
80	как на	5	5
81	и на	3	5
82	в то	10	5
83	сам по	5	4
84	столь же	4	4
85	от того	8	4
86	с этой	2	4
87	есть не	7	4
88	тем не	3	4
89	в чем	3	4
90	в действительности	5	4
91	несмотря на	2	4
92	и той	2	4
93	никак не	3	4
94	произведения искусства	2	4
95	и по	4	4
96	и тем	5	4
97	в нем	9	4
98	все же	2	4
99	из них	6	4
100	жизни и	2	4
101	и до	2	4
102	образом и	3	4
103	но только	2	4
104	а в	12	4
105	и все	3	4
106	одной и	4	4
107	к одному	5	4
108	мы видим	2	4
109	не имеет	6	4
110	в языке	7	4
111	тому что	3	4
112	и с	2	4
113	могут быть	3	4
114	с этим	6	4
115	в целом	3	4
116	и это	4	4
117	в произведении	3	4
118	в сознании	15	4
119	того как	4	4
120	между тем	9	4
121	по своему	2	3
122	не могут	5	3
123	или что	3	3
124	на нас	2	3
125	с другой	7	3
126	не как	2	3
127	точно так	12	3
128	представить себе	3	3
129	показывает что	2	3
130	указывает на	6	3
131	а только	3	3
132	поэтического произведения	2	3
133	об этом	2	3
134	так что	7	3
135	что именно	4	3
136	но как	2	3
137	в свою	3	3
138	художника и	2	3
139	что с	2	3
140	только как	5	3
141	например в	6	3
142	в своей	2	3
143	на это	4	3
144	относится к	4	3
145	один из	4	3
146	то это	6	3
147	так и	11	3
148	не к	4	3
149	том чтобы	2	3
150	в их	2	3
151	что же	2	3
152	образом в	3	3
153	что не	8	3
154	отказаться от	2	3
155	тому как	5	3
156	то время	4	3
157	в смысле	4	3
158	в нас	2	3
159	само по	3	3
160	в каком	5	3
161	в которых	2	3
162	и то	8	3
163	мы должны	4	3
164	отношении к	2	3
165	думать что	5	3
166	или же	4	3
167	та же	2	3
168	тогда когда	9	3
169	мы не	9	3
170	это было	3	3
171	мы можем	3	3
172	не существует	3	2
173	слова в	7	2
174	место в	3	2
175	зависит от	6	2
176	же что	6	2
177	в сознание	7	2
178	с в	2	2
179	чувства и	3	2
180	в них	5	2
181	все что	4	2
182	в какой	2	2
183	смотрит на	2	2
184	и от	4	2
185	с другими	5	2
186	в одном	2	2
187	в каждом	3	2
188	это в	2	2
189	была бы	4	2
190	искусства а	2	2
191	ни в	2	2
192	тем и	3	2
193	такое же	3	2
194	же время	5	2
195	а к	3	2
196	и при	4	2
197	тем более	4	2
198	свою очередь	3	2
199	еще не	5	2
200	но не	7	2
201	очевидно что	5	2
202	сознании и	2	2
203	но что	2	2
204	она не	2	2
205	и тот	2	2
206	возможны только	2	2
207	вовсе не	7	2
208	на его	2	2
209	душевной жизни	6	2
210	к нему	3	2
211	том же	2	2
212	только потому	3	2
213	и следовательно	3	2
214	в его	4	2
215	из себя	2	2
216	в ее	2	2
217	его с	2	2
218	оно не	4	2
219	том как	3	2
220	имеет значение	6	2
221	его жизни	2	2
222	отношение к	2	2
223	для нас	20	2
224	вместе с	12	2
225	на него	3	2
226	заключает в	5	2
227	есть нечто	4	2
228	и без	7	2
229	так в	2	2
230	бы не	4	2
231	другой стороны	4	2
232	т д	3	2
233	а с	2	2
234	не было	4	2
235	что оно	11	2
236	и наоборот	4	2
237	а потому	6	2
238	из того	2	2
239	к своему	2	2
240	форма в	4	2
241	то или	2	2
242	в других	2	2
243	в поэтическом	2	2
244	в таком	3	2
245	и содержание	2	2
246	входящих в	2	2
247	это можно	3	2
248	с но	3	2
249	но это	6	2
250	их в	2	2
251	подобно тому	2	2
252	в себе	16	2
253	ему только	2	2
254	и вообще	3	2
255	явлений и	2	2
256	в свое	2	2
257	ответ на	3	2
258	там где	3	2
259	когда мы	2	2
260	заметить что	3	2
261	в которой	3	2
262	же с	6	2
263	которая не	2	2
264	что по	2	2
