N	2gram	Vygotskiy__3	FransuaR
1	и в	38	49
2	то есть	15	32
3	в его	5	18
4	не только	12	17
5	и его	6	17
6	и на	6	17
7	и не	10	15
8	в этом	13	15
9	в них	3	13
10	только в	4	13
11	но и	5	13
12	как и	8	11
13	как бы	14	11
14	вовсе не	8	10
15	в этой	13	10
16	все это	3	9
17	для него	2	9
18	в нем	4	9
19	в сущности	10	8
20	все же	8	7
21	один из	6	7
22	не может	7	7
23	таким образом	12	7
24	то же	10	7
25	все эти	4	7
26	о мире	2	7
27	как мы	7	7
28	то что	35	6
29	в истории	2	6
30	здесь в	2	6
31	мы уже	7	6
32	во всех	4	6
33	сказать что	4	6
34	но он	2	6
35	точки зрения	16	6
36	в то	3	6
37	так как	6	6
38	никогда не	4	5
39	в своем	5	5
40	из этих	3	5
41	при этом	4	5
42	тот же	3	5
43	может быть	19	5
44	уже говорили	3	5
45	в своей	5	5
46	с точки	9	5
47	в эту	2	5
48	и более	2	4
49	она была	4	4
50	с другой	7	4
51	и во	2	4
52	и к	3	4
53	в себе	4	4
54	том что	14	4
55	одна из	4	4
56	и о	3	4
57	в своих	4	4
58	благодаря этому	2	4
59	в этих	2	4
60	сих пор	5	4
61	до сих	6	4
62	отношения к	2	4
63	а в	7	4
64	как на	3	4
65	тем что	3	4
66	там где	6	4
67	с ним	2	4
68	но в	3	4
69	место в	3	3
70	но они	2	3
71	всех этих	2	3
72	с одной	6	3
73	в течение	4	3
74	в одном	8	3
75	что он	11	3
76	же в	2	3
77	в ее	7	3
78	в том	25	3
79	одной стороны	5	3
80	было бы	12	3
81	из них	6	3
82	несмотря на	5	3
83	в самом	25	3
84	раз в	4	3
85	с ее	2	3
86	мы видели	6	3
87	ни в	3	3
88	другой стороны	5	3
89	и все	10	3
90	и вот	2	3
91	их в	2	3
92	далеко не	3	3
93	о том	6	3
94	и это	8	3
95	в плане	3	3
96	в виду	4	3
97	это был	2	2
98	одного из	2	2
99	автора и	2	2
100	что в	20	2
101	в качестве	2	2
102	думать что	2	2
103	та же	3	2
104	о человеке	2	2
105	на то	16	2
106	в тех	4	2
107	и эти	2	2
108	он был	3	2
109	в самой	4	2
110	по существу	2	2
111	но это	3	2
112	эти два	3	2
113	что они	4	2
114	есть в	2	2
115	он видит	2	2
116	только то	2	2
117	так например	2	2
118	ничего не	2	2
119	до конца	2	2
120	и другие	2	2
121	со всеми	2	2
122	совершенно не	5	2
123	ссылается на	3	2
124	у него	4	2
125	в ней	15	2
126	к ней	2	2
127	по преимуществу	2	2
128	вместе с	5	2
129	ее в	4	2
130	целый ряд	2	2
131	должен был	2	2
132	смысл и	4	2
133	того как	3	2
134	на самом	2	2
135	того чтобы	9	2
136	и даже	4	2
137	так же	2	2
138	здесь с	2	2
139	и значение	3	2
140	во всяком	2	2
141	что только	2	2
142	и следовательно	2	2
143	как к	2	2
144	в другом	5	2
145	в конце	2	2
146	здесь не	3	2
147	к первой	2	2
148	из своей	2	2
149	всяком случае	2	2
150	мы можем	7	2
