N	2gram	Losev_Vlad_2	Istorich
1	и в	30	24
2	что он	13	21
3	не только	12	21
4	может быть	7	14
5	не может	9	14
6	в этих	4	13
7	что в	12	13
8	как в	3	12
9	в этом	20	12
10	но и	8	11
11	это не	2	10
12	у него	19	10
13	том что	12	10
14	а в	11	10
15	и что	5	10
16	не в	9	9
17	все же	9	9
18	о том	4	9
19	потому что	9	9
20	что и	3	8
21	все это	5	8
22	то же	4	8
23	а не	7	8
24	так как	5	8
25	в том	18	7
26	мы видели	2	7
27	во всех	3	7
28	то что	20	7
29	вместе с	8	7
30	к нему	2	7
31	таким образом	3	7
32	всех этих	3	6
33	с этой	4	6
34	об этом	6	6
35	для нас	7	6
36	как и	5	6
37	так же	4	6
38	но не	3	6
39	в нем	4	6
40	а именно	6	6
41	он не	4	6
42	и все	7	6
43	того что	5	6
44	только в	6	6
45	как он	2	6
46	что это	4	6
47	не менее	7	5
48	то это	4	5
49	отношение к	4	5
50	так и	5	5
51	здесь мы	3	5
52	в чем	2	5
53	с ним	5	5
54	ничего не	2	5
55	но в	8	5
56	никогда не	7	4
57	вовсе не	4	4
58	тем не	6	4
59	по существу	3	4
60	но все	2	4
61	при этом	5	4
62	есть и	2	4
63	после того	2	4
64	мы уже	2	4
65	как бы	5	4
66	ли он	2	4
67	в их	2	4
68	если не	2	4
69	и не	18	4
70	ее на	2	4
71	не имеет	2	4
72	мы не	2	4
73	точки зрения	7	4
74	в данном	3	4
75	мы должны	4	4
76	на первый	2	4
77	уже в	3	3
78	после смерти	4	3
79	с его	4	3
80	не столько	3	3
81	в них	3	3
82	тогда когда	2	3
83	на то	2	3
84	так что	5	3
85	в дальнейшем	5	3
86	кроме того	9	3
87	него и	2	3
88	кажется что	2	3
89	и если	4	3
90	между прочим	7	3
91	том чтобы	2	3
92	не вполне	2	3
93	себе и	2	3
94	его в	4	3
95	с ней	2	3
96	данном случае	2	3
97	как мы	11	3
98	и она	2	3
99	возможно что	2	3
100	и наконец	4	3
101	не говорится	2	3
102	и даже	10	3
103	и он	4	3
104	и по	2	3
105	и его	6	3
106	приходит к	2	3
107	но это	4	3
108	хотя и	6	3
109	он дает	2	3
110	из этих	3	3
111	связи с	8	3
112	которой он	2	3
113	в конце	13	3
114	того как	2	3
115	ему все	2	2
116	на земле	2	2
117	что вы	2	2
118	здесь можно	2	2
119	но по	2	2
120	того же	5	2
121	и от	2	2
122	этого не	2	2
123	только после	2	2
124	к этому	6	2
125	прежде всего	6	2
126	в то	9	2
127	мы знаем	4	2
128	ни в	7	2
129	без всякого	2	2
130	что его	4	2
131	это значит	2	2
132	но тем	2	2
133	то время	6	2
134	она не	2	2
135	тот же	5	2
136	было бы	9	2
137	в каких	2	2
138	со своей	2	2
139	на его	4	2
140	в самом	2	2
141	и о	4	2
142	ни с	2	2
143	к ней	3	2
144	в основном	5	2
145	в котором	5	2
146	тем более	3	2
147	еще один	2	2
148	был в	2	2
149	другими словами	5	2
150	во сне	2	2
151	со стороны	4	2
152	вплоть до	3	2
153	им в	3	2
154	здесь не	4	2
155	точно так	3	2
156	в связи	8	2
157	уже не	3	2
158	три года	2	2
159	во многих	2	2
160	там же	12	2
161	он на	2	2
162	что не	2	2
163	на этот	4	2
164	в которой	4	2
165	друг друга	2	2
166	как это	7	2
167	его не	2	2
168	время как	2	2
169	прочим и	2	2
170	мы пока	2	2
171	очень много	2	2
172	сказать что	11	2
173	с этим	5	2
174	но он	3	2
175	и на	4	2
176	его на	3	2
177	но вот	3	2
178	что эти	2	2
179	все эти	5	2
180	и это	3	2
181	конечно не	4	2
182	должен был	3	2
