N	2gram	Potebnia_M_4	Hudozhes
1	том что	12	16
2	и в	23	14
3	так и	6	13
4	а не	12	12
5	в том	23	12
6	не только	10	12
7	при этом	15	12
8	о том	8	12
9	и т	7	11
10	в этом	23	11
11	в себе	14	11
12	для него	5	10
13	что он	4	9
14	как и	14	9
15	то же	14	9
16	как в	7	8
17	то что	29	8
18	же время	3	8
19	отношению к	8	8
20	по отношению	10	8
21	т п	4	8
22	между тем	9	8
23	в то	4	8
24	в его	5	8
25	быть может	4	7
26	это не	7	7
27	к тому	3	7
28	уже не	3	7
29	не в	11	7
30	еще не	3	7
31	как бы	5	7
32	не может	11	7
33	именно в	3	7
34	а в	5	7
35	тогда как	4	7
36	никогда не	3	6
37	что в	17	6
38	было бы	8	6
39	человека в	2	6
40	в глазах	2	6
41	не менее	5	5
42	в этих	3	5
43	об этом	2	5
44	может быть	26	5
45	только в	15	5
46	но и	11	5
47	самом деле	3	5
48	друг друга	2	5
49	и его	2	5
50	можно было	2	5
51	потому что	33	5
52	точки зрения	4	5
53	но в	8	5
54	связи с	3	4
55	тому что	2	4
56	в своем	8	4
57	и быть	2	4
58	столь же	2	4
59	и все	4	4
60	на то	7	4
61	можно сказать	4	4
62	и к	6	4
63	т с	6	4
64	тем не	4	4
65	то в	3	4
66	она не	2	4
67	в действительности	3	4
68	мы уже	3	4
69	в самом	3	4
70	и о	4	4
71	в ней	2	4
72	один из	2	4
73	что она	2	4
74	не было	12	4
75	того что	14	4
76	только что	3	4
77	он не	2	4
78	и это	2	4
79	с ним	5	4
80	и с	4	4
81	если бы	13	3
82	что у	3	3
83	превращается в	2	3
84	с этим	7	3
85	в мире	2	3
86	как мы	2	3
87	в ее	2	3
88	говорить о	5	3
89	от него	2	3
90	по своему	2	3
91	и когда	2	3
92	даже в	2	3
93	в нем	7	3
94	со стороны	3	3
95	то и	4	3
96	т д	3	3
97	и для	2	3
98	все эти	3	3
99	лишь в	3	3
100	того чтобы	4	3
101	и даже	2	3
102	с точки	3	3
103	и по	3	3
104	в таком	4	3
105	в своих	2	3
106	тем что	10	3
107	и на	3	3
108	его в	4	3
109	ни к	2	2
110	глядя на	2	2
111	и другое	2	2
112	так или	2	2
113	так в	3	2
114	мысли о	2	2
115	на вопрос	4	2
116	и так	3	2
117	о человеке	3	2
118	и потому	10	2
119	вопрос о	2	2
120	по себе	11	2
121	что на	2	2
122	не нужно	2	2
123	состоит в	2	2
124	да и	4	2
125	так что	5	2
126	и что	7	2
127	со своим	4	2
128	на себе	3	2
129	например в	3	2
130	на его	3	2
131	только на	4	2
132	значительной степени	2	2
133	хотя и	5	2
134	только для	2	2
135	не знаем	2	2
136	на том	2	2
137	сих пор	4	2
138	что же	5	2
139	все это	5	2
140	заключает в	8	2
141	внимание на	5	2
142	влияние на	2	2
143	все равно	3	2
144	с и	2	2
145	и не	18	2
146	на самом	3	2
147	там же	3	2
148	только потому	4	2
149	по-видимому не	2	2
150	что не	6	2
151	в речи	3	2
152	не имеет	5	2
153	должно быть	5	2
154	в это	2	2
155	той же	3	2
156	или иначе	2	2
157	с ними	3	2
158	в первый	2	2
159	что я	11	2
160	за ним	2	2
161	видно что	4	2
162	слова в	3	2
163	не следует	2	2
164	нет ничего	3	2
165	так сказать	5	2
166	говорится о	2	2
167	заметить что	6	2
168	как она	2	2
169	мы не	8	2
170	до сих	4	2
