N	2gram	Vygotskiy__1	FransuaR
1	и в	31	40
2	то есть	26	18
3	и его	7	17
4	прежде всего	4	16
5	в этом	12	15
6	не только	13	13
7	и не	16	13
8	в его	6	13
9	что в	23	12
10	вовсе не	6	12
11	как и	16	11
12	но и	2	11
13	таким образом	20	10
14	как мы	2	10
15	в них	2	9
16	и все	5	9
17	в сущности	10	9
18	может быть	22	9
19	он не	3	9
20	отношение к	2	8
21	в том	30	8
22	у него	4	8
23	и с	2	8
24	той же	3	8
25	но в	3	8
26	в своем	3	7
27	в одном	2	7
28	то же	5	7
29	в виду	4	7
30	в этих	4	6
31	к этому	4	6
32	в самом	11	6
33	в своей	3	6
34	и других	3	6
35	в то	5	6
36	до конца	6	6
37	мы видим	5	5
38	со всеми	4	5
39	как раз	2	5
40	в нем	2	5
41	то что	32	5
42	в связи	2	5
43	не было	3	5
44	те же	4	5
45	а не	13	5
46	и для	5	5
47	в основе	2	5
48	в своих	4	5
49	и во	2	4
50	у нас	4	4
51	том что	16	4
52	смысле слова	3	4
53	до сих	3	4
54	было бы	6	4
55	из них	2	4
56	и потому	2	4
57	даже в	2	4
58	ни в	9	4
59	один из	4	4
60	жизни и	3	4
61	сих пор	3	4
62	все это	8	4
63	роль в	3	4
64	только на	3	4
65	о том	7	4
66	и о	4	4
67	того чтобы	7	4
68	и даже	6	4
69	из всех	2	4
70	и здесь	2	4
71	так как	18	4
72	в области	11	4
73	если бы	6	3
74	в частности	3	3
75	и от	2	3
76	и к	3	3
77	в ее	5	3
78	мы видели	2	3
79	но это	3	3
80	в этой	3	3
81	одна из	4	3
82	и есть	5	3
83	никак не	4	3
84	и следовательно	2	3
85	как бы	5	3
86	что и	13	3
87	вместе с	8	3
88	так и	3	3
89	как в	9	3
90	не может	17	3
91	а в	6	3
92	на самом	2	3
93	там где	4	3
94	научного изучения	2	3
95	самом деле	9	3
96	для того	6	3
97	к этой	2	3
98	и как	2	3
99	сказать что	7	3
100	между тем	4	3
101	при этом	19	3
102	одно из	2	3
103	нуждается в	3	3
104	в отличие	3	3
105	в себе	4	3
106	во всем	3	3
107	только в	14	3
108	в конце	3	3
109	их в	2	3
110	отличие от	4	3
111	слова в	3	2
112	не менее	2	2
113	уже в	3	2
114	представление о	3	2
115	в книге	2	2
116	о чем	2	2
117	с в	3	2
118	в состоянии	3	2
119	с другой	5	2
120	и так	4	2
121	из этих	6	2
122	это в	2	2
123	быть в	2	2
124	что он	7	2
125	и вот	3	2
126	мы знаем	3	2
127	все же	5	2
128	это и	3	2
129	это есть	5	2
130	но не	3	2
131	все что	3	2
132	очень часто	4	2
133	мы увидим	4	2
134	и другие	4	2
135	и если	4	2
136	например в	3	2
137	к нему	2	2
138	и той	3	2
139	из этого	2	2
140	том же	2	2
141	и очень	2	2
142	в котором	4	2
143	к жизни	2	2
144	в целом	5	2
145	который в	3	2
146	этом отношении	2	2
147	одной и	4	2
148	должны быть	3	2
149	и у	4	2
150	тем же	3	2
151	форму и	2	2
152	что для	2	2
153	на основе	2	2
154	нас в	2	2
155	образ и	2	2
156	потому что	10	2
157	с этим	3	2
158	точки зрения	15	2
159	но как	2	2
160	все то	3	2
161	далеко не	2	2
162	этого слова	4	2
163	как он	2	2
164	и это	3	2
165	одном из	2	2
166	в которой	4	2
167	того же	2	2
168	мы не	12	2
169	имеет в	2	2
