N	2gram	Vygotskiy__4	Problemy
1	и в	33	34
2	и не	13	29
3	как бы	25	27
4	что он	20	23
5	в его	10	22
6	может быть	22	19
7	в нем	7	19
8	не может	10	19
9	и все	12	19
10	как и	5	18
11	но в	2	16
12	все это	13	16
13	и его	5	16
14	в этом	28	16
15	и с	2	15
16	прежде всего	2	15
17	он не	11	15
18	то же	9	14
19	самом деле	12	13
20	но и	3	12
21	же время	2	12
22	и к	2	12
23	потому что	24	12
24	в то	3	12
25	вовсе не	5	11
26	в сущности	6	11
27	то что	44	11
28	на самом	6	11
29	не только	7	10
30	слова и	4	10
31	не в	2	9
32	а не	6	9
33	героя и	2	9
34	самого начала	5	8
35	никогда не	5	8
36	с самого	5	8
37	в самом	12	8
38	и т	6	8
39	так же	13	8
40	точки зрения	6	8
41	с ним	5	8
42	рассказа в	3	8
43	и для	3	8
44	я не	4	7
45	что в	21	7
46	этого слова	3	7
47	все же	5	7
48	на него	4	7
49	как мы	4	7
50	что не	4	7
51	как будто	8	7
52	что они	6	6
53	в пределах	3	6
54	что у	4	6
55	и на	5	6
56	с его	2	6
57	мы уже	5	6
58	так и	3	6
59	т п	3	6
60	в себе	6	6
61	только в	4	6
62	все время	24	5
63	что это	13	5
64	это не	6	5
65	и от	2	5
66	в конце	8	5
67	к тому	12	5
68	так что	7	5
69	но все	2	5
70	и что	25	5
71	того что	4	5
72	всяком случае	3	5
73	себе и	2	5
74	в целом	5	5
75	из них	4	5
76	таким образом	13	5
77	и вот	6	5
78	а в	4	5
79	и так	4	5
80	и наконец	2	5
81	мы должны	6	5
82	с тем	4	5
83	в одном	3	5
84	даже в	2	5
85	что и	3	5
86	ни одного	2	5
87	хотя бы	2	5
88	во всяком	3	5
89	и вдруг	3	4
90	с другой	2	4
91	что все	11	4
92	ни в	3	4
93	да и	3	4
94	из его	2	4
95	на этом	3	4
96	у него	6	4
97	при этом	2	4
98	и кажется	2	4
99	бы то	2	4
100	все эти	6	4
101	его в	3	4
102	так как	12	4
103	если бы	10	4
104	как раз	9	4
105	бы его	3	4
106	но не	3	4
107	с таким	2	4
108	бы и	2	4
109	как в	3	4
110	в мире	3	4
111	с точки	4	4
112	тем что	3	4
113	в виде	3	4
114	и это	5	4
115	ничего не	2	4
116	вместе с	8	4
117	уже в	2	3
118	для этого	8	3
119	он все	3	3
120	в такой	2	3
121	в том	21	3
122	что его	3	3
123	такой же	2	3
124	знает что	2	3
125	до конца	7	3
126	в виду	2	3
127	в котором	2	3
128	есть только	2	3
129	с ее	3	3
130	жизни и	4	3
131	другой стороны	2	3
132	вот как	3	3
133	его и	2	3
134	в одной	2	3
135	признания и	2	3
136	должно быть	3	3
137	их в	3	3
138	в ней	6	3
139	но он	6	3
140	говорить о	3	3
141	во всем	2	3
142	как он	5	3
143	конце концов	3	3
144	по себе	9	3
145	в ее	2	3
146	том что	22	3
147	так чтобы	2	3
148	в своей	4	3
149	к самому	2	3
150	только что	15	3
151	а с	2	3
152	как я	3	3
153	так вот	2	3
154	сводится к	2	3
155	и как	5	3
156	слов в	2	3
157	и то	2	3
158	эти слова	3	3
159	далеко не	3	3
160	только с	2	3
161	это было	4	3
162	он знает	2	2
163	не было	3	2
164	сама по	3	2
165	в сторону	3	2
166	понятно что	3	2
167	тому что	6	2
168	о них	2	2
169	столь же	2	2
170	с этой	4	2
171	та же	3	2
172	это в	4	2
173	и говорит	3	2
174	вопрос о	2	2
175	уже с	2	2
176	мы знаем	2	2
177	это кажется	2	2
178	всю жизнь	2	2
179	мне не	2	2
180	и если	9	2
181	кажется что	2	2
182	друг с	4	2
183	например в	3	2
184	все те	2	2
185	был бы	3	2
186	не является	2	2
187	один из	2	2
188	он может	2	2
189	тому чтобы	3	2
190	в своем	7	2
191	и только	7	2
192	т д	2	2
193	что оно	3	2
194	не для	3	2
195	те же	2	2
196	к убийству	2	2
197	как на	6	2
198	увидим что	3	2
199	эпизод с	3	2
200	в которых	3	2
201	с этим	5	2
202	о том	20	2
203	почти все	2	2
204	на нее	2	2
205	сказать что	13	2
206	слово в	2	2
207	как она	10	2
208	нет ни	3	2
209	во время	6	2
210	а как	2	2
211	и этот	3	2
212	нисколько не	5	2
213	всех этих	3	2
214	смысле этого	3	2
215	мысли о	2	2
216	в них	2	2
217	лежит в	2	2
218	в жизни	4	2
219	на тему	2	2
220	надо было	2	2
221	говорит о	4	2
222	это и	5	2
223	с другом	4	2
224	ли это	3	2
225	тот же	3	2
226	было бы	12	2
227	мы увидим	2	2
228	раз в	7	2
229	конечно не	3	2
230	во всех	2	2
231	и потому	2	2
232	о нем	4	2
233	всего романа	2	2
234	когда он	7	2
235	тему о	2	2
236	слова как	3	2
237	бы не	2	2
238	тому же	3	2
239	жизнь и	4	2
240	в той	3	2
241	и он	3	2
242	в которой	4	2
243	той же	4	2
244	тому как	2	2
245	они действительно	2	2
246	между двумя	2	2
247	не то	4	2
248	и ее	2	2
249	показать что	7	2
250	много раз	2	2
