N	2gram	Voloshinov_1	slovoVRo
1	и в	13	39
2	может быть	8	37
3	и его	12	33
4	не только	6	24
5	и не	8	22
6	но и	3	21
7	не может	8	20
8	в нем	2	19
9	все это	4	16
10	в этом	2	16
11	так и	3	15
12	а не	2	14
13	как в	2	13
14	в пределах	3	13
15	в процессе	5	13
16	литературного языка	2	12
17	слово в	3	11
18	вовсе не	2	10
19	не в	3	9
20	языка и	5	9
21	прежде всего	9	8
22	слова и	2	8
23	таким образом	6	8
24	точки зрения	7	8
25	языка как	3	7
26	при этом	2	7
27	для него	2	7
28	в его	7	7
29	как бы	6	7
30	никогда не	3	7
31	могут быть	2	7
32	в них	2	6
33	и к	2	6
34	все же	5	6
35	как и	3	6
36	там где	2	6
37	все эти	2	6
38	но в	4	6
39	с другой	2	5
40	и для	3	5
41	и все	3	5
42	том что	2	5
43	одной стороны	2	5
44	только в	6	5
45	в том	2	5
46	и их	7	5
47	с одной	2	5
48	и наконец	5	5
49	с ними	2	5
50	героя и	2	5
51	не менее	2	4
52	и др	2	4
53	на фоне	4	4
54	отношению к	3	4
55	зависимости от	2	4
56	связанные с	2	4
57	наконец в	2	4
58	в зависимости	2	4
59	в отношении	2	4
60	по отношению	3	4
61	входит в	2	4
62	то же	4	4
63	с помощью	2	4
64	а в	2	4
65	языка но	2	4
66	во всем	2	4
67	так как	3	4
68	истории литературы	2	3
69	что в	3	3
70	материала и	3	3
71	точку зрения	3	3
72	материал в	2	3
73	хотя бы	5	3
74	не столько	3	3
75	слов и	4	3
76	в ней	2	3
77	разрыв между	2	3
78	лишь в	4	3
79	а также	2	3
80	с точки	5	3
81	между тем	2	3
82	может иметь	2	3
83	говорить о	3	3
84	в чем	2	3
85	в данном	2	2
86	уже в	2	2
87	речи не	2	2
88	конечно в	2	2
89	человеческой речи	2	2
90	в себе	3	2
91	более того	2	2
92	материала в	4	2
93	только и	4	2
94	мы уже	2	2
95	в поэзии	5	2
96	за пределы	3	2
97	но мы	4	2
98	то что	6	2
99	те же	2	2
100	в их	3	2
101	в языке	2	2
102	в связи	2	2
103	с этим	3	2
104	мы не	4	2
105	и т.п	7	2
106	роль в	2	2
107	и при	2	2
108	нуждается в	2	2
109	в другом	2	2
110	в языковом	2	2
111	может стать	2	2
112	в области	2	2
113	в одном	3	2
