N	2gram	Ircho_Kome_2	StatiiOP
1	и в	26	44
2	в том	11	36
3	и т	2	30
4	что в	9	30
5	том что	9	29
6	в этом	10	21
7	вовсе не	2	19
8	то что	6	18
9	не только	7	18
10	было бы	8	17
11	а в	3	17
12	о том	6	17
13	и не	14	16
14	может быть	11	15
15	как в	3	13
16	можно было	4	13
17	не в	2	12
18	в этой	3	11
19	того чтобы	6	11
20	точки зрения	4	11
21	ясно что	8	10
22	для того	5	10
23	что он	5	10
24	но и	10	10
25	но в	3	10
26	только в	4	10
27	с другой	2	9
28	если бы	9	9
29	в то	6	9
30	как и	4	9
31	т п	2	9
32	так и	12	9
33	в его	4	9
34	например в	3	8
35	во всех	3	8
36	все же	4	8
37	из них	7	8
38	не может	3	8
39	и его	12	8
40	это не	2	8
41	прежде всего	4	7
42	по поводу	3	7
43	в самом	4	7
44	для нас	3	7
45	сих пор	2	7
46	до сих	2	7
47	таким образом	6	7
48	потому что	6	6
49	из этих	4	6
50	так что	5	6
51	что и	7	6
52	в своей	3	6
53	со стороны	2	6
54	в той	2	6
55	во всяком	2	6
56	хотя бы	2	6
57	всяком случае	2	6
58	того времени	3	5
59	не менее	4	5
60	в котором	3	5
61	в нем	6	5
62	в целом	4	5
63	жизни и	3	5
64	все это	3	5
65	той же	3	5
66	то же	3	5
67	в обеих	3	5
68	тем что	3	5
69	уже о	2	5
70	так как	4	5
71	речь идет	3	4
72	что это	4	4
73	в частности	4	4
74	это слово	4	4
75	столь же	9	4
76	что она	2	4
77	представление о	2	4
78	вопрос о	3	4
79	мы находим	2	4
80	бы и	2	4
81	в ее	2	4
82	же время	3	4
83	но все	3	4
84	должна была	2	4
85	является не	2	4
86	и что	2	4
87	в качестве	5	4
88	никто не	3	4
89	и почему	2	4
90	но если	3	4
91	как бы	2	4
92	даже не	3	4
93	не было	3	4
94	еще более	2	4
95	что у	4	4
96	не имеет	3	4
97	как будто	4	4
98	как это	4	4
99	в которой	5	4
100	во время	6	3
101	тому что	4	3
102	в какой	2	3
103	и я	2	3
104	и с	5	3
105	с этой	3	3
106	не является	2	3
107	в конце	2	3
108	в каждом	3	3
109	в тех	3	3
110	ни в	5	3
111	он был	2	3
112	в г	17	3
113	да и	3	3
114	об этом	2	3
115	в начале	4	3
116	чем в	2	3
117	но не	3	3
118	а на	2	3
119	того же	3	3
120	еще не	6	3
121	и для	4	3
122	не по	4	3
123	в ней	3	3
124	даже в	2	3
125	то это	2	3
126	отношению к	3	3
127	и за	2	3
128	в истории	5	3
129	по отношению	3	3
130	в уста	2	3
131	что для	4	3
132	с одной	2	3
133	в двух	6	3
134	возможно что	3	3
135	на этот	4	3
136	за то	4	3
137	что касается	3	3
138	ответ на	3	3
139	между тем	4	3
140	с этим	5	3
141	том числе	3	2
142	уже в	4	2
143	что ни	2	2
144	г и	5	2
145	в этих	4	2
146	в своем	6	2
147	с которыми	2	2
148	и во	2	2
149	больше чем	5	2
150	не всегда	2	2
151	что на	3	2
152	современного читателя	2	2
153	ли не	7	2
154	идет о	2	2
155	чуть ли	2	2
156	если не	2	2
157	к концу	3	2
158	молодой человек	9	2
159	то время	3	2
160	одной стороны	2	2
161	и сам	3	2
162	если в	2	2
163	так называемой	3	2
164	в первом	2	2
165	отношение к	2	2
166	которые в	2	2
167	в первую	3	2
168	судя по	4	2
169	также в	2	2
170	и их	3	2
171	первую очередь	3	2
172	целый ряд	2	2
173	не для	2	2
174	в пользу	2	2
175	так или	3	2
176	более чем	4	2
177	и у	2	2
178	в других	2	2
179	мы не	2	2
180	или иначе	3	2
181	дело с	3	2
182	от этого	2	2
183	у него	4	2
184	одно из	2	2
185	он не	2	2
186	говорить о	2	2
187	как правило	3	2
188	и все	2	2
189	его в	4	2
190	и это	2	2
191	к нему	3	2
192	мы имеем	2	2
193	время как	2	2
194	этот раз	4	2
