N	2gram	Potebnia_M_2	Marksizm
1	может быть	23	28
2	и в	24	19
3	как бы	9	19
4	и не	19	19
5	не может	12	18
6	то же	12	16
7	и его	2	16
8	языка и	3	15
9	в этом	8	15
10	таким образом	11	14
11	так сказать	4	14
12	не только	15	13
13	связи с	6	13
14	в нем	9	11
15	если бы	11	11
16	вовсе не	9	11
17	не в	13	10
18	но и	9	10
19	том что	8	10
20	так и	5	10
21	для него	10	9
22	при этом	13	9
23	как и	7	9
24	самом деле	2	9
25	а не	18	9
26	слова в	5	8
27	же время	2	8
28	по отношению	2	8
29	в то	6	8
30	с его	2	8
31	только в	11	8
32	никогда не	4	7
33	в связи	2	7
34	в том	18	7
35	его в	3	7
36	но в	4	7
37	прежде всего	7	7
38	одна из	4	7
39	в языке	3	7
40	на самом	2	7
41	и для	3	7
42	в таком	4	7
43	и как	6	6
44	в свою	6	6
45	того чтобы	2	6
46	в самом	4	6
47	и следовательно	2	6
48	ни было	3	6
49	и все	3	6
50	между тем	6	6
51	во всех	7	6
52	слова и	3	6
53	если мы	3	6
54	для того	5	6
55	хотя бы	2	6
56	мы можем	12	6
57	свою очередь	6	5
58	самого начала	2	5
59	так же	2	5
60	и на	8	5
61	и здесь	2	5
62	к другому	4	5
63	к этому	2	5
64	и того	6	5
65	того же	14	5
66	в его	2	5
67	этого слова	6	5
68	все же	5	5
69	с самого	2	5
70	отношении к	2	5
71	в душе	23	4
72	тому что	2	4
73	это не	3	4
74	одного и	6	4
75	на то	5	4
76	в формах	2	4
77	по мере	5	4
78	то что	20	4
79	и тем	3	4
80	и их	5	4
81	влияние на	4	4
82	того что	7	4
83	с ними	3	4
84	сказать что	2	4
85	бы в	2	4
86	смысле этого	3	4
87	что он	4	4
88	было бы	13	4
89	тем же	3	4
90	в слове	13	4
91	в себе	10	4
92	в этих	3	3
93	в какой	2	3
94	столь же	5	3
95	с другой	6	3
96	и от	3	3
97	одной стороны	3	3
98	не имеют	2	3
99	в ней	3	3
100	за пределы	2	3
101	если б	5	3
102	в котором	4	3
103	в каком	3	3
104	а в	8	3
105	с этим	7	3
106	с одной	4	3
107	что оно	4	3
108	все эти	2	3
109	в другом	2	3
110	не имеет	6	3
111	должно быть	2	3
112	от одного	3	3
113	не было	6	3
114	о том	5	3
115	так как	10	3
116	оно может	2	3
117	таком случае	2	3
118	слова для	2	3
119	не как	3	3
120	по себе	15	3
121	у нас	2	3
122	одно и	2	3
123	связано с	2	3
124	до сих	4	3
125	еще не	4	3
126	относится к	3	3
127	что и	11	3
128	не есть	6	3
129	только что	3	3
130	той же	3	3
131	с другими	5	3
132	и то	3	3
133	во всяком	7	3
134	могут быть	8	3
135	и это	2	3
136	сих пор	4	3
137	место в	4	2
138	уже в	5	2
139	независимо от	9	2
140	что в	16	2
141	что это	3	2
142	в нашем	2	2
143	то к	2	2
144	эти последние	2	2
145	на все	3	2
146	вопрос о	2	2
147	в собственном	2	2
148	мы знаем	2	2
149	которой мы	2	2
150	это восприятие	2	2
151	что они	5	2
152	более или	8	2
153	но что	2	2
154	не так	3	2
155	и у	3	2
156	всяком случае	7	2
157	слово как	2	2
158	восприятия и	2	2
159	отношения к	2	2
160	они не	4	2
161	друг друга	2	2
162	как на	3	2
163	рядом с	3	2
164	по крайней	5	2
165	даже и	2	2
166	допустим что	2	2
167	сравнительно с	4	2
168	это будет	3	2
169	то есть	30	2
170	у него	2	2
171	в жизни	2	2
172	значение и	2	2
173	не с	3	2
174	но не	12	2
175	и потому	2	2
176	крайней мере	5	2
177	или менее	8	2
178	и тогда	3	2
179	не на	2	2
180	бы не	5	2
181	или же	7	2
182	а с	2	2
183	что не	5	2
184	должны быть	4	2
185	ко всем	2	2
186	между ними	2	2
187	мы не	11	2
188	или в	2	2
189	об одном	3	2
190	то мы	2	2
191	тем что	7	2
192	может стать	2	2
193	далеко не	3	2
194	там где	4	2
195	от него	4	2
196	это было	2	2
197	вместе с	11	2
