N	2gram	Vygotskiy__3	Marksizm
1	может быть	13	28
2	и в	25	19
3	как бы	10	19
4	и не	10	19
5	не может	6	18
6	в процессе	27	18
7	точки зрения	6	17
8	то же	2	16
9	и его	2	16
10	как мы	8	15
11	в этом	14	15
12	таким образом	17	14
13	не только	6	13
14	речи и	8	13
15	связи с	9	13
16	речевого общения	4	12
17	в нем	2	11
18	если бы	5	11
19	не в	6	10
20	но и	4	10
21	том что	20	10
22	так и	5	10
23	речи в	4	10
24	для него	5	9
25	при этом	5	9
26	в основе	16	9
27	как и	15	9
28	слова в	2	8
29	отнюдь не	4	8
30	не является	8	8
31	по отношению	3	8
32	в то	4	8
33	с его	2	8
34	отношению к	2	8
35	только в	10	8
36	никогда не	4	7
37	в связи	6	7
38	в том	23	7
39	его в	3	7
40	прежде всего	4	7
41	одна из	2	7
42	внутренней речи	19	7
43	и для	2	7
44	в таком	2	7
45	в смысле	4	6
46	к тому	4	6
47	ни в	9	6
48	и как	5	6
49	в свою	3	6
50	того чтобы	8	6
51	в самом	3	6
52	речевое общение	3	6
53	с помощью	42	6
54	ни было	2	6
55	и все	4	6
56	между тем	3	6
57	мы уже	5	6
58	слова и	6	6
59	если мы	3	6
60	для того	7	6
61	мы можем	7	6
62	свою очередь	2	5
63	самого начала	6	5
64	или иной	3	5
65	является не	2	5
66	смысле слова	2	5
67	на этой	5	5
68	так же	17	5
69	и на	6	5
70	и здесь	2	5
71	лишь на	2	5
72	к другому	2	5
73	к этому	3	5
74	и того	4	5
75	того же	6	5
76	в его	15	5
77	этого слова	4	5
78	все же	6	5
79	значения слова	2	5
80	с самого	6	5
81	тому что	2	4
82	в отношении	6	4
83	одного и	4	4
84	на то	4	4
85	той или	2	4
86	то что	15	4
87	мы видели	6	4
88	и их	3	4
89	значение в	3	4
90	того что	10	4
91	речь и	4	4
92	с ними	3	4
93	сказать что	4	4
94	бы в	2	4
95	а как	2	4
96	смысле этого	4	4
97	что он	6	4
98	было бы	10	4
99	в основном	6	4
100	связь с	3	4
101	тем же	4	4
102	речь в	2	4
103	в себе	2	4
104	и т.д	5	4
105	перед нами	10	3
106	в этих	2	3
107	в какой	4	3
108	столь же	7	3
109	с другой	6	3
110	и от	2	3
111	здесь мы	2	3
112	же слова	2	3
113	высшей степени	6	3
114	в этой	5	3
115	одной стороны	5	3
116	в котором	3	3
117	значения и	5	3
118	в каком	2	3
119	а в	4	3
120	с этим	4	3
121	с одной	5	3
122	что оно	4	3
123	все эти	7	3
124	должно быть	2	3
125	от одного	2	3
126	в живом	3	3
127	о том	5	3
128	в высшей	6	3
129	так как	12	3
130	к которым	4	3
131	не как	3	3
132	по себе	7	3
133	конечно в	2	3
134	для всего	2	3
135	в качестве	12	3
136	слов и	5	3
137	еще не	4	3
138	в корне	2	3
139	он не	4	3
140	что и	10	3
141	не есть	3	3
142	не будет	2	3
143	в своей	2	3
144	только что	2	3
145	в отличие	6	3
146	нами в	2	3
147	на основе	22	3
148	той же	4	3
149	с другими	2	3
150	и то	2	3
151	во всяком	4	3
152	могут быть	5	3
153	они являются	2	3
154	и это	4	3
155	отличие от	6	3
156	место в	2	2
157	уже в	7	2
158	все время	2	2
159	независимо от	4	2
160	что в	17	2
161	что это	5	2
162	все более	2	2
163	эти последние	2	2
164	и речь	4	2
165	в собственном	6	2
166	его к	3	2
167	в тех	2	2
168	является для	2	2
169	оно является	3	2
170	распадается на	3	2
171	мы знаем	4	2
172	что они	10	2
173	и мышление	2	2
174	между говорящими	2	2
175	и у	6	2
176	одним из	5	2
177	всяком случае	4	2
178	одним и	2	2
179	в зависимости	5	2
180	в своем	4	2
181	имеет дело	2	2
182	именно в	5	2
183	друг друга	4	2
184	как на	2	2
185	но как	3	2
186	в начале	2	2
187	того или	2	2
188	но они	2	2
189	от этого	6	2
190	но по	2	2
191	поэтому в	2	2
192	в жизни	3	2
193	или иного	2	2
194	зависимости от	6	2
195	но не	6	2
196	мы увидим	4	2
197	этот тип	3	2
198	и потому	2	2
199	и особенно	2	2
200	мы никогда	2	2
201	собственном смысле	6	2
202	оно становится	2	2
203	или менее	3	2
204	и речи	20	2
205	приводит к	4	2
206	а с	3	2
207	к проблеме	2	2
208	и эта	2	2
209	в речи	2	2
210	между ними	3	2
211	мы не	9	2
212	или в	2	2
213	тем что	8	2
214	является в	3	2
215	вступает в	2	2
216	в виде	3	2
217	там где	4	2
218	вместе с	14	2
