N	2gram	Tiupa_Lite_2	Tvorches
1	и в	19	21
2	как бы	2	17
3	в то	9	15
4	в его	4	13
5	то же	12	13
6	что в	4	12
7	как и	10	12
8	же время	9	12
9	то есть	5	12
10	том что	7	11
11	он не	5	8
12	то что	7	8
13	у него	2	7
14	в том	10	7
15	тем самым	3	7
16	при этом	6	7
17	не только	8	7
18	и не	11	7
19	в году	5	7
20	и на	6	7
21	но в	2	7
22	что он	3	6
23	жизни в	4	6
24	не менее	6	6
25	для него	4	6
26	человека в	4	6
27	а в	3	6
28	и его	3	6
29	в этом	9	6
30	о том	2	6
31	отнюдь не	4	5
32	вовсе не	2	5
33	а не	20	5
34	но это	3	5
35	может быть	17	5
36	в этой	3	5
37	все же	2	5
38	хотя бы	2	5
39	в своих	2	5
40	потому что	2	5
41	в русской	4	5
42	прежде всего	4	4
43	в мире	9	4
44	и как	3	4
45	в целом	2	4
46	конечном счете	5	4
47	одной из	2	4
48	одним из	3	4
49	в конечном	5	4
50	один из	4	4
51	своего рода	13	4
52	русской литературе	2	4
53	мысли и	2	4
54	не может	9	4
55	не случайно	4	4
56	уже в	2	3
57	никогда не	3	3
58	с другой	8	3
59	в каждом	2	3
60	я не	5	3
61	с ним	2	3
62	с ее	2	3
63	соответствии с	2	3
64	что я	2	3
65	но не	5	3
66	той же	2	3
67	даже в	4	3
68	в нем	3	3
69	и т	2	3
70	жизни и	4	3
71	не по	2	3
72	но и	10	3
73	в их	3	3
74	уже не	2	3
75	и других	4	3
76	это как	2	3
77	того что	5	3
78	и даже	8	3
79	не так	2	3
80	и с	3	3
81	в россии	2	3
82	ту же	2	3
83	представляет собой	2	3
84	так как	3	3
85	я и	4	3
86	в основе	2	2
87	такой же	3	2
88	в принципе	5	2
89	в частности	4	2
90	однако в	6	2
91	в стихах	8	2
92	в качестве	5	2
93	не столько	3	2
94	по крайней	2	2
95	в жизни	2	2
96	личности в	3	2
97	что и	2	2
98	крайней мере	2	2
99	а затем	2	2
100	так что	4	2
101	не в	4	2
102	то в	2	2
103	быть может	3	2
104	одна из	5	2
105	того же	4	2
106	до конца	2	2
107	тот же	2	2
108	из них	2	2
109	не могу	2	2
110	по преимуществу	2	2
111	себя как	2	2
112	в ней	4	2
113	в него	2	2
114	если в	2	2
115	себе не	2	2
116	был бы	2	2
117	тем не	2	2
118	еще в	4	2
119	в образах	2	2
120	вместе с	5	2
121	к жизни	2	2
122	данном случае	3	2
123	так и	7	2
124	как к	3	2
125	в себя	3	2
126	но только	2	2
127	на первом	2	2
128	что не	2	2
129	и наконец	2	2
130	за то	2	2
131	и он	3	2
132	на свете	2	2
133	свидетельствует о	2	2
134	могут быть	2	2
135	во имя	2	2
136	в данном	3	2
137	в себе	6	2
138	т п	2	2
139	не знает	2	2
140	что ты	2	2
141	в виду	2	2
142	мира в	2	2
