N	2gram	Ircho_Kome_3	StatiiOP
1	в и	2	130
2	и в	22	44
3	в том	12	36
4	и т	4	30
5	что в	5	30
6	том что	13	29
7	в этом	8	21
8	вовсе не	4	19
9	то что	4	18
10	не только	5	18
11	было бы	3	17
12	а в	7	17
13	о том	8	17
14	и не	21	16
15	а не	4	16
16	т е	16	15
17	может быть	6	15
18	в области	2	14
19	как в	2	13
20	можно было	2	13
21	не в	4	12
22	в этой	3	11
23	самом деле	6	11
24	того чтобы	6	11
25	точки зрения	4	11
26	ясно что	6	10
27	для того	6	10
28	что он	8	10
29	но и	4	10
30	но в	5	10
31	в отношении	4	9
32	с другой	4	9
33	если бы	8	9
34	в то	6	9
35	как и	3	9
36	т п	4	9
37	так и	4	9
38	в его	8	9
39	во всех	2	8
40	все же	4	8
41	из них	5	8
42	не может	3	8
43	и его	6	8
44	это не	2	8
45	с точки	3	8
46	прежде всего	5	7
47	в самом	9	7
48	сих пор	9	7
49	до сих	9	7
50	другой стороны	2	7
51	таким образом	12	7
52	этом отношении	2	7
53	что они	2	7
54	потому что	10	6
55	так что	6	6
56	что и	8	6
57	в своей	5	6
58	со стороны	11	6
59	во всяком	3	6
60	хотя бы	4	6
61	всяком случае	3	6
62	не менее	5	5
63	никогда не	3	5
64	так же	4	5
65	вплоть до	2	5
66	что мы	2	5
67	совершенно не	2	5
68	в котором	2	5
69	в нем	3	5
70	в целом	3	5
71	все это	5	5
72	то же	7	5
73	и даже	3	5
74	в которых	5	5
75	тем что	5	5
76	г в	2	5
77	так как	11	5
78	на вопрос	2	4
79	речь идет	5	4
80	в частности	3	4
81	столь же	3	4
82	что она	4	4
83	представление о	2	4
84	это в	2	4
85	в ее	3	4
86	же время	5	4
87	но все	4	4
88	тем более	4	4
89	и что	6	4
90	в качестве	2	4
91	как раз	6	4
92	но если	3	4
93	как бы	3	4
94	на то	3	4
95	дело не	2	4
96	даже не	3	4
97	не было	2	4
98	в рукописи	2	4
99	не имеет	3	4
100	как это	5	4
101	в которой	3	4
102	том как	3	4
103	в основе	2	3
104	во время	6	3
105	тому что	2	3
106	в какой	3	3
107	и я	2	3
108	и с	4	3
109	с этой	3	3
110	не является	4	3
111	в конце	7	3
112	сто лет	3	3
113	ни в	10	3
114	он был	4	3
115	в г	2	3
116	об этом	7	3
117	в начале	3	3
118	чем в	3	3
119	а на	2	3
120	того же	6	3
121	и без	2	3
122	еще не	6	3
123	что не	3	3
124	и для	4	3
125	не по	7	3
126	в ней	4	3
127	должен быть	2	3
128	то это	5	3
129	отношению к	3	3
130	по отношению	5	3
131	по мнению	2	3
132	что для	2	3
133	с одной	3	3
134	в двух	3	3
135	о которой	2	3
136	возможно что	3	3
137	на этот	3	3
138	за то	2	3
139	тем же	3	3
140	в таком	2	3
141	в результате	2	3
142	что касается	2	3
143	обстоятельство что	2	3
144	в другом	2	3
145	видно что	2	3
146	между тем	2	3
147	с этим	3	3
148	уже в	2	2
149	что ни	3	2
150	бы не	2	2
151	а как	2	2
152	нисколько не	3	2
153	г и	2	2
154	в своем	8	2
155	и во	2	2
156	больше чем	2	2
157	нет никаких	2	2
158	этом случае	2	2
159	раз в	2	2
160	ли не	2	2
161	по существу	2	2
162	идет о	3	2
163	если не	3	2
164	к концу	2	2
165	при этом	7	2
166	молодой человек	8	2
167	то время	2	2
168	что с	2	2
169	она не	2	2
170	одной стороны	3	2
171	и сам	5	2
172	несмотря на	4	2
173	не хочет	5	2
174	в сущности	2	2
175	за пределы	2	2
176	должно было	3	2
177	а также	2	2
178	ни одной	2	2
179	тем не	3	2
180	отношение к	5	2
181	судя по	3	2
182	конечно не	3	2
183	отношения к	2	2
184	на него	4	2
185	без всякого	2	2
186	и речи	4	2
187	целый ряд	2	2
188	лет назад	2	2
189	в свое	2	2
190	то обстоятельство	2	2
191	из того	3	2
192	в эпоху	2	2
193	не виноват	2	2
194	так или	2	2
195	более чем	5	2
196	в других	3	2
197	мы не	2	2
198	или иначе	2	2
199	ничего не	3	2
200	не знает	3	2
201	в своих	2	2
202	дело с	3	2
203	их в	3	2
204	у него	4	2
205	он не	5	2
206	что эта	2	2
207	в себе	4	2
208	нет ни	2	2
209	говорить о	3	2
210	не могла	3	2
211	и все	2	2
212	его в	8	2
213	и это	2	2
214	ли в	2	2
215	к нему	5	2
216	должен был	4	2
217	время как	2	2
218	е в	2	2
219	этот раз	2	2
