N	2gram	Voloshinov_2	Vladivir
1	и в	19	40
2	то что	4	28
3	и не	19	25
4	не только	13	25
5	учение о	3	24
6	то есть	2	24
7	у него	2	24
8	но и	10	18
9	в том	7	18
10	том что	10	18
11	что в	2	17
12	в этом	15	16
13	в его	5	14
14	не может	18	14
15	точки зрения	17	13
16	вовсе не	11	13
17	в виде	2	13
18	только в	8	13
19	сказать что	4	12
20	даже и	2	12
21	никогда не	7	11
22	таким образом	14	11
23	о том	3	11
24	прежде всего	7	10
25	ни в	6	10
26	и потому	2	10
27	не есть	3	10
28	как раз	4	10
29	и его	16	10
30	что это	2	9
31	и с	2	9
32	и то	3	9
33	в своей	3	9
34	в себе	4	9
35	в своем	2	8
36	в этой	3	8
37	для него	9	8
38	может быть	28	8
39	так же	5	8
40	он не	3	8
41	как мы	15	8
42	а не	9	8
43	к тому	6	7
44	и как	6	7
45	а в	3	7
46	так как	3	7
47	того что	4	7
48	в то	8	7
49	что и	3	7
50	вместе с	2	7
51	как и	9	7
52	и здесь	5	6
53	да и	3	6
54	смысле слова	5	6
55	и даже	2	6
56	и на	5	6
57	и от	3	6
58	по себе	3	6
59	xix века	2	6
60	в смысле	6	6
61	не будет	3	6
62	так и	10	6
63	хотя бы	6	6
64	с точки	13	6
65	и это	3	6
66	с другой	3	5
67	тому же	2	5
68	должно быть	3	5
69	отношения к	2	5
70	в отношении	4	5
71	не было	3	5
72	все эти	3	5
73	в ней	3	5
74	в истории	3	5
75	отнюдь не	8	5
76	что он	4	5
77	у нас	3	5
78	мы уже	6	5
79	для себя	4	5
80	или менее	2	5
81	только на	4	5
82	в данном	5	5
83	тем что	2	5
84	более или	2	5
85	ничего не	4	5
86	тому что	4	4
87	вопрос о	2	4
88	на то	4	4
89	до конца	2	4
90	в самом	6	4
91	ведь если	4	4
92	в котором	3	4
93	не имеет	3	4
94	однако и	2	4
95	и все	6	4
96	не с	2	4
97	но не	2	4
98	здесь в	2	4
99	еще не	3	4
100	было бы	4	4
101	и о	2	4
102	в основном	4	4
103	то же	16	4
104	а с	2	4
105	если мы	6	4
106	в каком	3	4
107	все же	5	4
108	но в	7	4
109	или как	2	4
110	перед нами	3	3
111	уже в	2	3
112	независимо от	2	3
113	в качестве	3	3
114	то ни	5	3
115	это не	4	3
116	мы знаем	2	3
117	является не	5	3
118	одной стороны	3	3
119	при этом	9	3
120	но для	2	3
121	как бы	19	3
122	всяком случае	2	3
123	и тем	4	3
124	в нем	11	3
125	к нему	5	3
126	мы видели	4	3
127	бы то	4	3
128	в связи	7	3
129	с одной	3	3
130	именно в	2	3
131	не так	2	3
132	как на	2	3
133	же самое	6	3
134	сводится к	2	3
135	все то	2	3
136	если бы	11	3
137	за пределы	3	3
138	вполне понятно	4	3
139	в отличие	3	3
140	на самом	7	3
141	того чтобы	6	3
142	и у	2	3
143	и эта	2	3
144	не в	10	3
145	и для	7	3
146	в таком	7	3
147	во всяком	3	3
148	далеко не	2	3
149	отличие от	3	3
150	это было	2	3
151	должна быть	4	2
152	в нашем	2	2
153	в этих	3	2
154	в какой	3	2
155	для понимания	3	2
156	является для	2	2
157	он был	2	2
158	же время	8	2
159	но что	2	2
160	это вполне	3	2
161	не имеют	3	2
162	той или	4	2
163	не является	8	2
164	является как	2	2
165	в их	5	2
166	друг друга	2	2
167	же деле	3	2
168	к его	2	2
169	но как	2	2
170	в начале	2	2
171	его в	7	2
172	бы в	4	2
173	только с	2	2
174	таком случае	3	2
175	не существует	3	2
176	с его	8	2
177	бы это	2	2
178	и более	7	2
179	это же	2	2
180	не как	3	2
181	с этим	3	2
182	в жизни	2	2
183	к этому	5	2
184	стороны и	2	2
185	самом же	3	2
186	того же	5	2
187	не к	3	2
188	одно и	3	2
189	одной из	3	2
190	совершенно не	5	2
191	в сущности	14	2
192	на почве	9	2
193	быть и	6	2
194	и речи	2	2
195	только что	3	2
196	не на	2	2
197	для того	6	2
198	свидетельствует о	2	2
199	мы не	2	2
200	от этого	2	2
201	является в	2	2
202	в другом	3	2
203	связи с	13	2
