N	2gram	Vinokur_Ku_3	Psycholo
1	то что	4	44
2	и в	23	33
3	в этом	16	28
4	как бы	5	25
5	и что	7	25
6	потому что	12	24
7	для того	12	23
8	может быть	14	22
9	том что	11	22
10	того чтобы	11	22
11	что в	13	21
12	в том	22	21
13	о том	6	20
14	что он	6	20
15	только что	2	15
16	как это	7	14
17	что это	3	13
18	таким образом	9	13
19	и не	10	13
20	так же	2	13
21	сказать что	7	13
22	все это	2	13
23	к тому	3	12
24	в самом	13	12
25	так как	9	12
26	было бы	16	12
27	если мы	7	12
28	самом деле	14	12
29	что все	2	11
30	он не	3	11
31	что она	5	10
32	не может	6	10
33	в его	11	10
34	если бы	8	10
35	и если	2	9
36	по себе	6	9
37	как раз	4	9
38	то же	6	9
39	для этого	6	8
40	совершенно ясно	2	8
41	в каком	3	8
42	вместе с	2	8
43	в своем	4	7
44	для нас	4	7
45	и только	3	7
46	не только	17	7
47	когда он	2	7
48	тому что	4	6
49	это не	3	6
50	что они	2	6
51	в ней	3	6
52	и т	54	6
53	все эти	7	6
54	и вот	3	6
55	точки зрения	23	6
56	что мы	2	6
57	когда мы	3	6
58	как на	8	6
59	мы должны	3	6
60	в сущности	4	6
61	никак не	2	6
62	на самом	3	6
63	а не	11	6
64	в какой	3	5
65	и как	2	5
66	в целом	4	5
67	целый ряд	4	5
68	мы не	3	5
69	вовсе не	5	5
70	как он	2	5
71	только после	3	5
72	ясно что	4	5
73	это и	3	5
74	как и	5	5
75	все же	5	5
76	заключается в	4	5
77	я не	5	4
78	и есть	5	4
79	в частности	2	4
80	это в	2	4
81	том чтобы	4	4
82	совершенно не	5	4
83	смысл и	2	4
84	а в	5	4
85	не просто	2	4
86	того что	11	4
87	с этой	3	4
88	с тем	6	4
89	у нас	10	4
90	и о	4	4
91	в своей	4	4
92	на него	3	4
93	в двух	2	4
94	как мы	5	4
95	что не	4	4
96	с точки	16	4
97	той же	3	4
98	в таком	4	4
99	можно было	11	4
100	по поводу	3	4
101	этот вопрос	3	4
102	только в	6	4
103	слова и	7	4
104	не то	2	4
105	сама по	2	3
106	что если	2	3
107	с одной	4	3
108	нам о	2	3
109	что именно	3	3
110	ни в	3	3
111	тому же	3	3
112	тот же	6	3
113	должно быть	7	3
114	на этом	2	3
115	в пределах	2	3
116	одной стороны	4	3
117	но если	3	3
118	был бы	3	3
119	то это	3	3
120	но и	3	3
121	конечно не	2	3
122	не было	4	3
123	увидим что	2	3
124	в которых	3	3
125	и здесь	2	3
126	в то	3	3
127	его в	2	3
128	могло бы	3	3
129	смысле этого	2	3
130	в одном	2	3
131	говорить о	6	3
132	но не	3	3
133	до сих	8	3
134	она не	3	3
135	речь идет	3	3
136	что и	6	3
137	сих пор	8	3
138	так и	6	3
139	как в	4	3
140	слова как	2	3
141	этой фразы	2	3
142	как я	2	3
143	тем самым	4	3
144	во всяком	2	3
145	тем что	5	3
146	эти слова	2	3
147	еще раз	2	3
148	т п	41	3
149	далеко не	5	3
150	этого слова	4	3
151	в той	4	3
152	на этот	2	3
153	уже в	3	2
154	бы и	3	2
155	бы сказать	3	2
156	столь же	4	2
157	с другой	7	2
158	из этих	5	2
159	прежде всего	9	2
160	вопрос о	11	2
161	в тех	2	2
162	самое это	2	2
163	но все	2	2
164	такой же	2	2
165	есть конечно	2	2
166	просто и	2	2
167	в нашей	4	2
168	при этом	6	2
169	в виду	8	2
170	все те	2	2
171	в котором	2	2
172	точка зрения	4	2
173	один из	4	2
174	но мы	2	2
175	о них	4	2
176	все они	2	2
177	она есть	2	2
178	в их	6	2
179	другой стороны	3	2
180	быть не	2	2
181	т д	8	2
182	именно в	3	2
183	те же	7	2
184	к другой	2	2
185	не имеет	3	2
186	в результате	3	2
187	и с	3	2
188	также и	5	2
189	не в	5	2
190	не понимает	3	2
191	бы не	3	2
192	мы имеем	2	2
193	слово в	3	2
194	но в	2	2
195	сам по	3	2
196	же мы	4	2
197	и чтобы	2	2
198	до тех	4	2
199	и к	3	2
200	в ее	4	2
201	для нашей	4	2
202	по существу	3	2
203	тех пор	4	2
204	можно сказать	2	2
205	иначе говоря	2	2
206	не по	3	2
207	самое важное	2	2
208	пор пока	4	2
209	не все	2	2
210	что эти	2	2
211	и именно	3	2
212	внимание на	2	2
213	а с	3	2
214	перейти к	2	2
215	какой мере	2	2
216	ни одного	2	2
217	хотя бы	9	2
218	тому как	2	2
219	как нельзя	2	2
220	ни на	2	2
221	связи с	6	2
222	не потому	3	2
223	ничего не	6	2
