N	2gram	Berdyaev_M_2	Hudozhes
1	том что	4	16
2	и в	46	14
3	так и	4	13
4	а не	13	12
5	в том	3	12
6	не только	18	12
7	о том	3	12
8	прежде всего	12	11
9	в этом	20	11
10	в себе	10	11
11	для него	18	10
12	в своей	5	10
13	у него	22	9
14	что он	7	9
15	как и	13	9
16	то же	5	9
17	как в	7	8
18	то что	5	8
19	отношению к	2	8
20	по отношению	2	8
21	между тем	2	8
22	в этой	7	8
23	в его	5	8
24	ничего не	2	8
25	быть может	2	7
26	это не	5	7
27	личности в	2	7
28	к тому	5	7
29	уже не	4	7
30	не в	9	7
31	как бы	8	7
32	не может	15	7
33	а в	2	7
34	не случайно	2	7
35	никогда не	18	6
36	что в	4	6
37	жизни в	3	6
38	человека в	14	6
39	с его	4	5
40	в этих	2	5
41	к себе	2	5
42	интерес к	2	5
43	может быть	21	5
44	только в	3	5
45	и он	11	5
46	но и	15	5
47	жизни и	6	5
48	друг друга	12	5
49	и его	5	5
50	можно было	2	5
51	потому что	12	5
52	ни в	3	5
53	точки зрения	2	5
54	но в	10	5
55	связи с	2	4
56	тому что	4	4
57	в своем	8	4
58	т е	4	4
59	к другому	3	4
60	та же	10	4
61	и от	3	4
62	и все	5	4
63	в духе	5	4
64	и к	7	4
65	то в	2	4
66	она не	8	4
67	в действительности	2	4
68	в самом	5	4
69	он уже	2	4
70	в ней	11	4
71	один из	5	4
72	что она	5	4
73	себя в	4	4
74	в центре	2	4
75	не было	11	4
76	человеческой жизни	2	4
77	того что	6	4
78	он не	10	4
79	по своей	3	4
80	как будто	2	4
81	в русской	6	4
82	в конце	5	4
83	и это	5	4
84	с ним	3	4
85	и с	3	4
86	если бы	3	3
87	что у	4	3
88	превращается в	2	3
89	но он	11	3
90	в мире	7	3
91	на этом	2	3
92	такого рода	2	3
93	не имеют	2	3
94	по преимуществу	5	3
95	еще в	2	3
96	в нем	22	3
97	и для	7	3
98	лишь в	2	3
99	того чтобы	4	3
100	друг для	2	3
101	в своих	3	3
102	для друга	2	3
103	тем что	3	3
104	и на	3	3
105	как к	2	3
106	его в	3	3
107	в творчестве	3	3
108	в человеке	2	2
109	человек в	3	2
110	себя и	3	2
111	не означает	2	2
112	и потому	7	2
113	вопрос о	6	2
114	в такой	3	2
115	по себе	2	2
116	к своему	2	2
117	да и	2	2
118	человека его	2	2
119	так что	2	2
120	же как	3	2
121	и что	2	2
122	до конца	4	2
123	со своим	2	2
124	себе и	2	2
125	не бывает	3	2
126	на его	2	2
127	хотя и	2	2
128	как он	3	2
129	каждого человека	3	2
130	человека не	4	2
131	сих пор	3	2
132	что же	2	2
133	личности к	2	2
134	не знает	9	2
135	все равно	3	2
136	и не	18	2
137	но с	2	2
138	они не	4	2
139	что не	2	2
140	не имеет	4	2
141	должно быть	2	2
142	той же	3	2
143	личности и	2	2
144	не о	2	2
145	с другим	3	2
146	нет ничего	3	2
147	я и	2	2
148	и поэтому	2	2
149	до сих	3	2
