N	2gram	Losev_Dial_2	Problemy
1	и не	30	31
2	и в	19	29
3	может быть	20	24
4	а не	16	22
5	в этом	8	22
6	т е	30	21
7	как бы	14	19
8	в нем	10	19
9	точки зрения	12	19
10	не только	19	15
11	то что	14	15
12	не как	2	14
13	но и	12	14
14	и его	5	14
15	то же	12	14
16	уже не	3	13
17	с точки	8	13
18	как и	10	12
19	не может	9	12
20	таким образом	4	12
21	в одном	4	10
22	в самом	5	10
23	в то	6	10
24	только в	5	10
25	это не	10	9
26	все же	4	9
27	но не	6	9
28	же время	5	9
29	все эти	2	9
30	в каждом	2	8
31	в своем	4	8
32	по себе	18	8
33	что он	6	8
34	что в	7	8
35	как не	2	8
36	в своей	8	8
37	потому что	14	8
38	в том	14	8
39	прежде всего	8	7
40	вовсе не	13	7
41	том что	10	7
42	не в	8	7
43	она не	8	7
44	за пределы	4	7
45	так и	10	7
46	и как	10	7
47	а в	4	7
48	в себе	15	7
49	но в	2	7
50	все это	4	6
51	в одной	4	6
52	в конце	2	6
53	не могут	4	6
54	несмотря на	2	6
55	к нему	4	6
56	что она	14	6
57	как в	2	6
58	как раз	5	6
59	самом деле	4	6
60	в мире	2	6
61	так же	2	6
62	на мир	2	6
63	могут быть	4	6
64	его в	3	6
65	и потому	5	6
66	так как	14	6
67	перед нами	2	5
68	сознания и	5	5
69	должна быть	5	5
70	именно в	2	5
71	было бы	3	5
72	но все	2	5
73	зависимости от	2	5
74	еще не	4	5
75	это и	3	5
76	в сущности	2	5
77	он не	4	5
78	в зависимости	2	5
79	на самом	2	5
80	во всяком	2	5
81	между тем	2	5
82	и это	5	5
83	с ним	4	5
84	ничего не	3	5
85	или как	3	5
86	в результате	2	4
87	личности в	8	4
88	бы и	2	4
89	что и	5	4
90	так чтобы	2	4
91	но это	7	4
92	и с	5	4
93	и следовательно	5	4
94	не значит	3	4
95	даже в	3	4
96	он есть	3	4
97	от того	4	4
98	не на	2	4
99	и т	17	4
100	не было	3	4
101	тем что	2	4
102	как же	3	4
103	как мы	3	4
104	они не	3	4
105	должно быть	7	4
106	их в	2	4
107	в этой	3	4
108	что же	2	4
109	уже в	4	3
110	я не	6	3
111	была бы	3	3
112	никогда не	9	3
113	сами по	3	3
114	с другой	5	3
115	все в	2	3
116	ни в	10	3
117	кроме того	3	3
118	и пр	5	3
119	всяком случае	2	3
120	себе и	3	3
121	он может	2	3
122	только то	4	3
123	на него	2	3
124	в их	2	3
125	во времени	4	3
126	другой стороны	4	3
127	тому что	2	3
128	не во	2	3
129	т п	2	3
130	например в	2	3
131	в своих	2	3
132	сказать что	10	3
133	само по	2	3
134	время не	3	3
135	но как	5	3
136	как будто	7	3
137	мы должны	2	3
138	все его	3	3
139	в противоположность	2	2
140	и уже	3	2
141	самого начала	2	2
142	все время	3	2
143	всех этих	3	2
144	воля к	2	2
145	связи с	4	2
146	уже и	2	2
147	тем или	2	2
148	хотя бы	4	2
149	и от	3	2
150	в жизни	2	2
151	вопрос о	3	2
152	и нет	2	2
153	и к	7	2
154	не есть	47	2
155	жизни и	6	2
156	же в	2	2
157	так что	7	2
158	мы видим	2	2
159	не потому	6	2
160	при этом	4	2
161	есть и	6	2
162	ведь это	3	2
163	и идеи	2	2
164	и человек	2	2
165	только как	3	2
166	конечно не	6	2
167	которые были	2	2
168	как таковой	4	2
169	до сих	2	2
170	в один	3	2
171	на его	2	2
172	нисколько не	4	2
173	сих пор	2	2
174	данном случае	2	2
175	мы уже	8	2
176	и показать	2	2
177	в изображении	2	2
178	и даже	14	2
179	что оно	4	2
180	то оно	3	2
181	а потому	2	2
182	в той	3	2
183	в смысле	5	2
184	и что	5	2
185	в данном	3	2
186	в ней	2	2
187	одно из	4	2
188	но он	4	2
189	и есть	4	2
190	в истории	2	2
191	во все	2	2
192	но потому	3	2
193	в которой	2	2
194	же не	3	2
195	же и	9	2
196	нет ни	3	2
197	е в	3	2
198	с этим	3	2
199	человека но	2	2
