N	2gram	Potebnia_M_2	StatiiOP
1	и в	24	29
2	том что	8	27
3	в том	18	27
4	в этом	8	21
5	но и	9	19
6	что в	16	19
7	не только	15	19
8	о том	5	17
9	что он	4	13
10	в его	2	13
11	между прочим	4	12
12	то что	20	11
13	все это	2	11
14	в которой	5	11
15	таким образом	11	10
16	и т	6	9
17	так и	5	9
18	и не	19	9
19	как на	3	9
20	потому что	49	9
21	по поводу	6	8
22	но в	4	8
23	но все	2	7
24	с тем	4	7
25	так например	3	7
26	в самом	4	7
27	в ней	3	7
28	в котором	4	7
29	вместе с	11	7
30	тому что	2	7
31	того как	7	7
32	для того	5	7
33	не столько	2	7
34	в одном	6	6
35	вовсе не	9	6
36	вопрос о	2	6
37	до сих	4	6
38	все же	5	6
39	т д	3	6
40	и что	4	6
41	факт что	2	6
42	того чтобы	2	6
43	и его	2	6
44	и на	8	6
45	прежде всего	7	5
46	было бы	13	5
47	не знали	2	5
48	как бы	9	5
49	сих пор	4	5
50	в языке	3	5
51	а не	18	5
52	того что	7	5
53	между тем	6	5
54	что у	2	4
55	с другой	6	4
56	к этому	2	4
57	не в	13	4
58	после того	2	4
59	для него	10	4
60	если б	5	4
61	хотя и	3	4
62	в нем	9	4
63	внимание на	2	4
64	в другом	2	4
65	связи с	6	4
66	на память	2	4
67	в общем	2	3
68	не менее	5	3
69	на вопрос	3	3
70	самого начала	2	3
71	что это	3	3
72	в этих	3	3
73	но он	2	3
74	оно не	3	3
75	с этим	7	3
76	с нею	2	3
77	по себе	15	3
78	одном из	4	3
79	что на	3	3
80	у нас	2	3
81	так что	10	3
82	но это	3	3
83	но не	12	3
84	что ему	2	3
85	кажется что	3	3
86	например в	3	3
87	никогда не	4	3
88	всяком случае	7	3
89	оба эти	2	3
90	из них	5	3
91	другой стороны	2	3
92	самом деле	2	3
93	как в	10	3
94	отношений между	3	3
95	вряд ли	3	3
96	т п	3	3
97	а с	2	3
98	не было	6	3
99	тем что	7	3
100	с самого	2	3
101	на самом	2	3
102	и по	2	3
103	хотя бы	2	3
104	так же	2	3
105	его не	3	3
106	появления в	2	3
107	во всяком	7	3
108	и здесь	2	3
109	отношении к	2	3
110	которые не	3	3
111	не то	2	3
112	в эту	3	3
113	во время	4	2
114	с его	2	2
115	ни было	3	2
116	если бы	11	2
117	в них	5	2
118	что с	2	2
119	в какой	2	2
120	если не	4	2
121	как например	3	2
122	только по	3	2
123	бы ни	5	2
124	что и	11	2
125	о которых	3	2
126	тем не	6	2
127	только потому	2	2
128	как и	7	2
129	такое же	2	2
130	и как	6	2
131	что они	5	2
132	в то	6	2
133	очевидно что	3	2
134	не дает	2	2
135	может быть	23	2
136	тем же	3	2
137	и потому	2	2
138	на то	5	2
139	сами по	7	2
140	только в	11	2
141	в некоторых	4	2
142	ни с	2	2
143	со стороны	3	2
144	или менее	8	2
145	только что	3	2
146	воспоминания о	2	2
147	не на	2	2
148	не может	12	2
149	тогда как	10	2
150	например что	2	2
151	что за	2	2
152	то же	12	2
153	все эти	2	2
154	при этом	13	2
155	там где	4	2
156	они не	4	2
157	более или	8	2
158	что такое	2	2
159	не имеет	6	2
160	а к	2	2
161	сказать что	2	2
162	в каком	3	2
163	в себе	10	2
164	и вообще	3	2
165	было для	2	2
166	сравнении с	2	2
167	его в	3	2
168	как он	4	2
169	и это	2	2
170	том смысле	4	2
171	так как	10	2
172	само собою	2	2
173	как это	2	2
174	того же	14	2
175	это было	2	2
