N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	41
2	то есть	5	24
3	таким образом	10	17
4	в нем	3	16
5	и с	8	16
6	и его	9	13
7	но и	8	13
8	в этом	8	12
9	все это	6	11
10	все эти	4	11
11	прежде всего	8	10
12	в самом	3	10
13	не только	13	10
14	и др	3	10
15	так как	3	10
16	то что	3	10
17	и на	5	9
18	о том	5	9
19	никогда не	11	8
20	в этой	5	8
21	но в	4	8
22	у него	6	7
23	вовсе не	2	7
24	том что	4	7
25	как бы	11	7
26	как и	6	7
27	что в	7	7
28	в его	10	7
29	в образе	3	6
30	что он	6	6
31	в году	16	6
32	мы видим	4	6
33	например в	5	6
34	один из	3	6
35	вместе с	3	6
36	в то	10	6
37	то же	7	5
38	в одном	2	5
39	в литературе	2	5
40	в ее	2	5
41	так же	5	5
42	же время	7	5
43	и он	2	5
44	из них	2	5
45	так и	6	5
46	рядом с	2	5
47	и что	2	5
48	тем что	3	5
49	в себе	3	5
50	уже в	2	4
51	все время	2	4
52	с другой	2	4
53	и от	4	4
54	роль в	2	4
55	а затем	3	4
56	именно в	6	4
57	у нас	2	4
58	не в	4	4
59	и вообще	2	4
60	в котором	3	4
61	все же	5	4
62	не может	7	4
63	как в	4	4
64	самом деле	2	4
65	и наконец	2	4
66	и даже	5	4
67	одним из	3	4
68	а в	4	4
69	более того	2	4
70	в основе	2	4
71	с ним	3	4
72	из этого	2	4
73	он сам	3	3
74	с этой	3	3
75	в одной	3	3
76	в духе	4	3
77	одной из	3	3
78	но это	5	3
79	как у	3	3
80	до сих	3	3
81	и сам	5	3
82	в начале	3	3
83	в искусстве	2	3
84	в первой	2	3
85	сих пор	3	3
86	при этом	8	3
87	и не	9	3
88	что не	3	3
89	характер в	2	3
90	с другими	2	3
91	в плане	3	3
92	только в	2	3
93	только с	2	3
94	в чем	4	3
95	потому что	7	3
96	но уже	3	2
97	это уже	2	2
98	в частности	2	2
99	превращается в	3	2
100	в конце	6	2
101	человека и	3	2
102	представление о	7	2
103	в том	8	2
104	так что	2	2
105	в дальнейшем	4	2
106	в античной	3	2
107	что они	4	2
108	но не	5	2
109	как известно	2	2
110	мы узнаем	2	2
111	может быть	8	2
112	в своей	6	2
113	хотя и	4	2
114	он не	3	2
115	но если	2	2
116	и потому	4	2
117	и отчасти	3	2
118	себя в	2	2
119	другой стороны	2	2
120	это все	2	2
121	но эта	2	2
122	в истории	2	2
123	а не	6	2
124	и у	2	2
125	мы не	4	2
126	их в	2	2
127	между тем	3	2
128	на его	4	2
129	говорить о	2	2
130	начиная с	2	2
131	так сказать	2	2
132	сильнее и	2	2
133	это прежде	2	2
134	в романе	15	2
135	как о	2	2
