N	2gram	Vinokur_St_2	Psycholo
1	в том	27	37
2	и в	29	32
3	и что	6	22
4	том что	27	21
5	то что	11	21
6	таким образом	10	21
7	потому что	9	21
8	что в	19	20
9	так же	3	18
10	может быть	2	18
11	что и	2	17
12	не может	2	17
13	точки зрения	5	17
14	самом деле	3	16
15	того чтобы	6	14
16	что он	13	13
17	при этом	2	13
18	то же	2	13
19	для того	7	13
20	в этом	21	13
21	по себе	3	12
22	в самом	7	12
23	не только	19	12
24	с и	2	12
25	так как	2	12
26	на то	2	11
27	с тем	7	11
28	было бы	5	11
29	при помощи	4	10
30	как и	2	10
31	и т	9	10
32	но и	19	10
33	и не	9	10
34	с точки	2	10
35	искусства и	2	9
36	никогда не	3	9
37	как в	3	9
38	тем что	3	9
39	что это	3	8
40	не менее	3	8
41	не в	4	8
42	т п	3	8
43	того что	5	8
44	к тому	10	7
45	и как	2	7
46	а не	5	7
47	поэзии и	2	7
48	все эти	2	7
49	и его	6	7
50	сказать что	2	7
51	только в	2	7
52	что они	2	7
53	в этой	2	6
54	он не	9	6
55	как бы	5	6
56	о том	17	6
57	если бы	2	6
58	что у	4	5
59	в ней	7	5
60	до сих	6	5
61	сих пор	5	5
62	все это	11	5
63	как раз	8	5
64	этом отношении	9	5
65	на самом	3	5
66	и даже	3	5
67	как на	9	5
68	и на	6	5
69	в то	2	5
70	и более	2	4
71	же как	3	4
72	с этой	2	4
73	утверждать что	2	4
74	что на	3	4
75	тем не	2	4
76	как это	2	4
77	и сам	2	4
78	несмотря на	2	4
79	материал для	3	4
80	никак не	2	4
81	совершенно не	2	4
82	и по	3	4
83	в нем	4	4
84	все же	6	4
85	с той	2	4
86	из них	3	4
87	не имеет	2	4
88	и те	2	4
89	в данном	2	4
90	в языке	5	4
91	тому что	7	4
92	и с	4	4
93	с этим	3	4
94	и это	2	4
95	ничего не	4	4
96	того как	7	4
97	между тем	5	4
98	в общем	3	3
99	по своему	2	3
100	в частности	4	3
101	но он	3	3
102	хотя бы	3	3
103	с другой	4	3
104	в конце	2	3
105	которые не	3	3
106	и к	4	3
107	по существу	2	3
108	об этом	6	3
109	так что	3	3
110	что именно	2	3
111	как говорит	2	3
112	до конца	3	3
113	что с	2	3
114	например в	3	3
115	в своей	7	3
116	на это	2	3
117	сами по	2	3
118	не могли	2	3
119	так и	9	3
120	не к	2	3
121	в их	3	3
122	в отношении	2	3
123	столько же	3	3
124	еще более	4	3
125	этот вопрос	2	3
126	и сейчас	3	3
127	и он	3	3
128	действующих лиц	4	3
129	в каком	2	3
130	отношении к	3	3
131	но в	8	3
132	в виду	7	3
133	это было	2	3
134	не до	2	2
135	на вопрос	3	2
136	место из	2	2
137	с его	2	2
138	оба эти	3	2
139	в них	2	2
140	то ни	2	2
141	в какой	2	2
142	в одном	6	2
143	была бы	5	2
144	в полном	3	2
145	во всяком	3	2
146	и здесь	3	2
147	ни в	3	2
148	говорит о	2	2
149	в романе	4	2
150	меньше всего	3	2
151	такое же	2	2
152	а к	2	2
153	даны в	2	2
154	но не	3	2
155	очевидно что	2	2
156	того же	2	2
157	вовсе не	6	2
158	на его	2	2
159	должен был	4	2
160	во внимание	2	2
161	том же	2	2
162	только потому	2	2
163	в его	13	2
164	всяком случае	3	2
165	в ее	2	2
166	оно не	3	2
167	как он	2	2
168	бы то	2	2
169	в этих	3	2
170	в процессе	2	2
171	вместе с	7	2
172	не на	2	2
173	ни у	3	2
174	другой стороны	3	2
175	в особенности	2	2
176	т д	6	2
177	а с	3	2
178	не было	3	2
179	у всех	2	2
180	после того	4	2
181	к своему	2	2
182	на этот	2	2
183	и всегда	2	2
184	отличие от	2	2
185	это очень	2	2
186	что этот	2	2
187	но это	3	2
188	также и	2	2
189	в себе	2	2
190	и вообще	2	2
191	там где	2	2
192	не потому	2	2
193	в которой	11	2
