N	2gram	Vinokur_St_3	Psycholo
1	в том	20	37
2	и в	25	32
3	и что	3	22
4	том что	15	21
5	то что	12	21
6	таким образом	10	21
7	потому что	5	21
8	то есть	2	21
9	что в	19	20
10	может быть	19	18
11	не может	7	17
12	точки зрения	7	17
13	самом деле	2	16
14	что он	19	13
15	то же	5	13
16	для того	2	13
17	в этом	24	13
18	в самом	2	12
19	не только	12	12
20	заключается в	2	12
21	так как	3	12
22	на то	5	11
23	с тем	4	11
24	было бы	7	11
25	при помощи	2	10
26	как и	4	10
27	и т	8	10
28	но и	9	10
29	и не	10	10
30	с точки	4	10
31	никогда не	2	9
32	что все	3	9
33	как в	6	9
34	в своих	8	9
35	тем что	19	9
36	что это	16	8
37	не менее	2	8
38	не в	6	8
39	т п	6	8
40	той же	2	8
41	того что	5	8
42	к тому	2	7
43	такой же	2	7
44	а не	5	7
45	говорит что	5	7
46	в сущности	2	7
47	все эти	3	7
48	и его	3	7
49	что для	3	7
50	сказать что	4	7
51	только в	6	7
52	что они	2	7
53	все время	2	6
54	в этой	14	6
55	он не	5	6
56	как бы	6	6
57	что если	2	6
58	о том	8	6
59	если бы	4	6
60	что у	2	5
61	что его	2	5
62	он говорит	4	5
63	в ней	4	5
64	до сих	2	5
65	сих пор	2	5
66	все это	8	5
67	как раз	3	5
68	этом отношении	4	5
69	как на	6	5
70	и на	6	5
71	в то	7	5
72	и более	3	4
73	от того	2	4
74	с этой	3	4
75	в жизни	4	4
76	утверждать что	2	4
77	тем не	2	4
78	в чем	4	4
79	несмотря на	3	4
80	из этого	4	4
81	и по	2	4
82	и тем	4	4
83	все же	4	4
84	а в	6	4
85	мы имеем	5	4
86	мы видим	4	4
87	не имеет	2	4
88	и для	4	4
89	в языке	8	4
90	тому что	3	4
91	и с	4	4
92	могут быть	2	4
93	с этим	7	4
94	в целом	4	4
95	и это	5	4
96	которые в	2	4
97	в творчестве	3	4
98	ничего не	4	4
99	между тем	6	4
100	в общем	4	3
101	состоит в	4	3
102	для этого	2	3
103	но он	3	3
104	с другой	5	3
105	не как	2	3
106	формы в	2	3
107	в конце	6	3
108	показывает что	3	3
109	и к	4	3
110	любопытно что	2	3
111	об этом	5	3
112	так что	11	3
113	что именно	2	3
114	но как	2	3
115	до конца	3	3
116	в свою	2	3
117	например в	4	3
118	в своей	4	3
119	на это	2	3
120	конце концов	3	3
121	относится к	4	3
122	которое он	2	3
123	один из	2	3
124	с ее	2	3
125	так и	5	3
126	во всех	2	3
127	том чтобы	2	3
128	и ее	2	3
129	в их	3	3
130	в отношении	2	3
131	на этом	3	3
132	и других	2	3
133	время как	4	3
134	что не	2	3
135	то время	4	3
136	в смысле	4	3
137	действующих лиц	4	3
138	в каком	4	3
139	в которых	2	3
140	ни на	2	3
141	в поэзии	2	3
142	тогда когда	2	3
143	но в	5	3
144	мы не	2	3
145	в виду	2	3
146	это было	8	3
147	место в	6	2
148	на вопрос	3	2
149	этих двух	2	2
150	с его	3	2
151	выходит из	2	2
152	все более	2	2
153	в них	5	2
154	в какой	3	2
155	это не	7	2
156	точка зрения	4	2
157	более и	2	2
158	в каждом	4	2
159	это в	4	2
160	была бы	4	2
161	в сборнике	2	2
162	во всяком	4	2
163	и здесь	3	2
164	ни в	5	2
165	такое же	2	2
166	же время	3	2
167	тем более	3	2
168	еще не	2	2
169	но не	2	2
170	того же	2	2
171	и тот	2	2
172	из которых	4	2
173	вовсе не	2	2
174	на его	4	2
175	должен был	2	2
176	к нему	4	2
177	в его	12	2
178	всяком случае	4	2
179	если в	2	2
180	не так	3	2
181	как можно	2	2
182	в этих	11	2
183	отношение к	4	2
184	вместе с	2	2
185	отличается от	4	2
186	не на	2	2
187	другой стороны	5	2
188	в особенности	4	2
189	т д	2	2
190	а с	2	2
191	не было	4	2
192	а потому	2	2
193	мы находим	2	2
194	этой области	2	2
195	в драме	2	2
196	и у	2	2
197	считает что	2	2
198	и всегда	2	2
199	что этот	3	2
200	но это	4	2
201	и далее	3	2
202	имеем в	2	2
203	и только	2	2
204	в русском	2	2
205	ответ на	5	2
206	заметить что	2	2
207	не потому	2	2
208	в которой	4	2
209	что по	3	2
210	к которому	3	2
211	и которые	2	2
212	произведения как	2	2
