N	2gram	Vygotskiy__6	Literetu
1	не только	16	24
2	при этом	3	19
3	в качестве	4	17
4	но и	10	17
5	а не	3	16
6	в том	28	16
7	в частности	4	15
8	том что	19	14
9	может быть	13	13
10	и не	11	12
11	в этом	27	12
12	состоит в	2	11
13	прежде всего	2	11
14	в своем	7	11
15	то что	28	10
16	не в	4	8
17	в целом	3	8
18	и в	28	8
19	только в	18	8
20	как это	3	8
21	не менее	2	7
22	я не	4	7
23	в его	3	7
24	как бы	11	7
25	в себе	4	7
26	как и	6	6
27	связи с	3	6
28	того что	24	6
29	точки зрения	13	6
30	с его	3	5
31	казалось бы	2	5
32	с этой	2	5
33	что он	18	5
34	как в	3	5
35	не может	19	5
36	то же	7	5
37	тем самым	8	5
38	одним из	2	5
39	в данном	2	5
40	в то	6	5
41	для этого	2	4
42	это не	5	4
43	в конце	2	4
44	в случае	3	4
45	в силу	17	4
46	представляет собой	3	4
47	но не	10	4
48	еще не	8	4
49	еще в	2	4
50	и тем	5	4
51	все же	2	4
52	из них	2	4
53	в своей	2	4
54	так и	6	4
55	никогда не	8	4
56	в связи	2	4
57	друг друга	4	4
58	и его	3	4
59	как раз	6	4
60	в своих	3	4
61	в этой	5	4
62	в уме	2	4
63	в основе	3	3
64	что в	17	3
65	с другой	2	3
66	в пределах	5	3
67	например в	4	3
68	в самом	8	3
69	несмотря на	2	3
70	у него	2	3
71	том же	5	3
72	в сфере	12	3
73	один из	3	3
74	и др	2	3
75	исходит из	2	3
76	в их	3	3
77	приводит к	6	3
78	по отношению	10	3
79	а в	2	3
80	таким образом	18	3
81	той же	4	3
82	потому что	22	3
83	нуждается в	3	3
84	но в	5	3
85	по своей	3	3
86	его в	6	3
87	в области	6	3
88	на этом	4	2
89	все более	2	2
90	для всей	3	2
91	из этих	3	2
92	раз и	2	2
93	в любом	2	2
94	в себя	3	2
95	различие между	2	2
96	новых и	2	2
97	к тому	10	2
98	а только	2	2
99	и того	4	2
100	в другом	2	2
101	в нашей	3	2
102	что я	2	2
103	того же	7	2
104	отношения между	4	2
105	для него	6	2
106	было бы	9	2
107	относится к	4	2
108	и является	2	2
109	не могло	2	2
110	в нем	7	2
111	отношению к	10	2
112	только то	3	2
113	на том	2	2
114	в сущности	7	2
115	только на	2	2
116	не на	2	2
117	и только	3	2
118	мышления и	7	2
119	этом отношении	3	2
120	все эти	2	2
121	из того	5	2
122	самом деле	2	2
123	во втором	3	2
124	что такое	3	2
125	с точки	10	2
126	можно было	7	2
127	в сферу	3	2
128	и то	4	2
129	оказывается не	2	2
130	тем что	8	2
131	могут быть	5	2
132	ту же	3	2
133	к общему	2	2
134	в сознании	4	2
