N	2gram	Bakhtin_Fr_2	Tvorches
1	и в	49	21
2	как бы	11	17
3	в то	6	15
4	в его	18	13
5	то же	7	13
6	что в	2	12
7	как и	11	12
8	же время	6	12
9	то есть	32	12
10	с его	5	11
11	том что	4	11
12	в романе	9	10
13	все это	9	10
14	то что	6	8
15	у него	2	7
16	в том	3	7
17	при этом	5	7
18	не только	17	7
19	и не	15	7
20	в году	13	7
21	и на	17	7
22	но в	4	7
23	что он	3	6
24	жизни в	3	6
25	и все	3	6
26	для него	9	6
27	а в	4	6
28	и его	17	6
29	в этом	15	6
30	xix века	2	6
31	о том	3	6
32	в творчестве	6	6
33	вовсе не	10	5
34	но это	2	5
35	может быть	5	5
36	в этой	10	5
37	все же	7	5
38	таким образом	7	5
39	в своих	4	5
40	только в	13	5
41	в своем	5	4
42	та же	2	4
43	человека и	3	4
44	прежде всего	19	4
45	в мире	2	4
46	времени и	6	4
47	одной из	2	4
48	одним из	2	4
49	один из	7	4
50	в своей	5	4
51	не может	7	4
52	в основном	5	4
53	на эту	2	4
54	место в	3	3
55	уже в	5	3
56	он видит	2	3
57	в книге	3	3
58	и другие	2	3
59	никогда не	5	3
60	с другой	4	3
61	это в	2	3
62	с ним	4	3
63	не был	3	3
64	с ее	3	3
65	это и	2	3
66	в дальнейшем	2	3
67	но не	5	3
68	со всеми	2	3
69	на его	2	3
70	в самом	3	3
71	даже в	3	3
72	в нем	9	3
73	жизни и	7	3
74	но и	13	3
75	ее в	2	3
76	в ту	2	3
77	в их	2	3
78	на земле	3	3
79	и других	3	3
80	на самом	2	3
81	там же	2	3
82	и даже	2	3
83	так же	2	3
84	связан с	3	3
85	и с	6	3
86	хотя и	2	3
87	на протяжении	7	3
88	далеко не	3	3
89	так как	6	3
90	отчасти и	2	2
91	в этих	4	2
92	в качестве	2	2
93	в жизни	4	2
94	одного из	2	2
95	века с	2	2
96	в литературе	6	2
97	вот в	2	2
98	можно сказать	2	2
99	а затем	3	2
100	одна из	4	2
101	лицо его	2	2
102	году в	4	2
103	до конца	2	2
104	на площади	2	2
105	тот же	5	2
106	из них	3	2
107	по преимуществу	2	2
108	в ней	2	2
109	к ней	2	2
110	в него	2	2
111	в духе	4	2
112	еще в	2	2
113	протяжении всего	5	2
114	вместе с	2	2
115	так и	6	2
116	ту эпоху	2	2
117	вряд ли	2	2
118	не во	2	2
119	как к	2	2
120	что для	3	2
121	именно в	6	2
122	в себя	6	2
123	мы находим	4	2
124	на первом	3	2
125	вокруг себя	2	2
126	же с	2	2
127	традиции в	2	2
128	сказать что	6	2
129	могут быть	2	2
130	но он	6	2
131	в себе	4	2
132	страх перед	2	2
133	первом плане	3	2
134	в виду	3	2
