N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	49
2	для нас	3	31
3	то есть	2	30
4	и в	23	24
5	может быть	16	23
6	в сознании	6	23
7	то что	18	20
8	и не	8	19
9	в том	30	18
10	что в	8	16
11	не только	7	15
12	того же	9	14
13	при этом	9	13
14	было бы	3	13
15	не в	8	13
16	но не	2	12
17	не может	17	12
18	то же	4	12
19	мы можем	6	12
20	если бы	8	11
21	что мы	4	11
22	что и	7	11
23	вместе с	6	11
24	только в	6	11
25	таким образом	31	11
26	для него	2	10
27	и проч	4	10
28	в себе	5	10
29	так что	5	10
30	тогда как	6	10
31	так как	7	10
32	тогда когда	3	10
33	независимо от	2	9
34	вовсе не	2	9
35	в нем	3	9
36	как бы	10	9
37	но и	9	9
38	то и	2	9
39	а в	3	8
40	том что	19	8
41	более или	7	8
42	или менее	7	8
43	в одно	2	8
44	и на	6	8
45	в этом	12	8
46	не могут	4	7
47	прежде всего	3	7
48	во всяком	2	7
49	всяком случае	2	7
50	во всех	10	7
51	как и	9	7
52	того что	6	7
53	между собою	5	7
54	с этим	11	7
55	в состоянии	4	6
56	что если	3	6
57	связи с	4	6
58	с другой	6	6
59	не есть	2	6
60	и того	3	6
61	свою очередь	2	6
62	в свою	2	6
63	тем не	4	6
64	не было	2	6
65	между тем	12	6
66	между двумя	5	6
67	одного и	3	6
68	в то	6	6
69	этого слова	2	6
70	и только	2	6
71	и уже	2	5
72	не менее	7	5
73	столь же	5	5
74	с ним	6	5
75	что они	2	5
76	тот же	3	5
77	на то	9	5
78	о том	7	5
79	и их	5	5
80	так и	10	5
81	в них	2	5
82	а и	8	5
83	от того	3	5
84	а потому	5	5
85	для того	8	5
86	из них	5	5
87	все же	13	5
88	в которой	5	5
89	никогда не	4	4
90	из этих	8	4
91	образом в	3	4
92	а между	8	4
93	что он	7	4
94	такой же	2	4
95	одна из	2	4
96	до сих	8	4
97	еще не	5	4
98	и если	6	4
99	должны быть	3	4
100	в самом	8	4
101	между прочим	2	4
102	в котором	2	4
103	только один	2	4
104	сих пор	8	4
105	заключает в	2	4
106	с одной	3	4
107	что оно	3	4
108	и что	8	4
109	тем самым	3	4
110	для самого	2	4
111	которые могут	2	4
112	в таком	4	4
113	они не	2	4
114	от него	3	4
115	то время	2	4
116	с тем	2	4
117	но в	4	4
118	для меня	4	4
119	на вопрос	4	3
120	что это	5	3
121	но даже	3	3
122	на нас	3	3
123	это не	3	3
124	и от	5	3
125	и все	7	3
126	на все	5	3
127	хотя и	4	3
128	этого последнего	2	3
129	о которой	2	3
130	о которых	6	3
131	ни было	2	3
132	и при	6	3
133	очевидно что	3	3
134	все что	9	3
135	как при	2	3
136	одной стороны	2	3
137	и может	3	3
138	в самой	2	3
139	в ней	3	3
140	же что	2	3
141	его в	5	3
142	при виде	2	3
143	в целом	5	3
144	как не	2	3
145	на него	2	3
146	только тогда	2	3
147	только что	3	3
148	что его	4	3
149	которых мы	3	3
150	те же	2	3
151	если мы	4	3
152	и у	4	3
153	тем же	2	3
154	не так	4	3
155	и для	6	3
156	как на	4	3
157	что для	4	3
158	с ними	2	3
159	и то	4	3
160	одно из	3	3
161	и вообще	3	3
162	далеко не	5	3
163	в этих	3	3
164	которые не	3	3
165	в эту	2	3
166	всех этих	4	2
167	но на	2	2
168	с в	3	2
169	из себя	10	2
170	в нашем	3	2
171	что у	2	2
172	хотя бы	4	2
173	что многие	2	2
174	и это	3	2
175	а к	2	2
176	одной и	2	2
177	в жизни	3	2
178	что все	5	2
179	между ними	2	2
180	к этому	5	2
181	вопрос о	3	2
182	указывают на	3	2
183	мы знаем	10	2
184	бы в	3	2
185	у нас	3	2
186	которой мы	2	2
187	но все	5	2
188	невозможно но	2	2
189	все эти	19	2
190	с общим	2	2
191	есть в	2	2
192	так же	8	2
193	у него	5	2
194	же время	2	2
195	что с	5	2
196	в общем	6	2
197	общего с	2	2
198	имеет место	2	2
199	к таким	2	2
200	но если	2	2
201	в его	5	2
202	как для	3	2
203	и потому	3	2
204	себя и	2	2
205	если это	2	2
206	можно назвать	3	2
207	все это	11	2
208	другой стороны	5	2
209	в связи	3	2
210	что за	2	2
211	а с	4	2
212	эти последние	2	2
213	и других	2	2
214	на самом	7	2
215	в себя	2	2
216	от себя	2	2
217	самом деле	12	2
218	того чтобы	8	2
219	ко всем	3	2
220	и по	3	2
221	должно быть	4	2
222	друг друга	2	2
223	по отношению	9	2
224	их в	2	2
225	тому что	2	2
226	ничем не	4	2
227	что только	2	2
228	невозможно и	2	2
229	не то	3	2
230	на более	2	2
231	в другом	2	2
232	во всем	3	2
233	о котором	7	2
234	мы должны	4	2
235	на этом	2	2
236	факт что	4	2
237	с которыми	2	2
238	а это	2	2
239	касается до	8	2
240	и поэтому	2	2
