N	2gram	Propp_Isto_1	Problema
1	и в	28	44
2	вовсе не	2	37
3	и не	9	35
4	не есть	2	35
5	может быть	25	28
6	потому что	4	25
7	по себе	3	25
8	не просто	3	23
9	то что	9	23
10	в том	9	21
11	только в	11	19
12	а не	15	18
13	в этом	8	17
14	для нас	13	16
15	также и	3	16
16	сказать что	5	16
17	если мы	3	16
18	когда мы	2	15
19	и даже	4	14
20	не только	12	14
21	не в	9	13
22	и т	25	13
23	т д	22	13
24	то же	12	13
25	так что	4	12
26	но в	8	12
27	том что	7	12
28	не менее	6	10
29	то это	3	10
30	но и	10	10
31	как и	4	10
32	тем не	6	10
33	так и	9	10
34	это не	7	9
35	и от	2	9
36	и тем	2	9
37	в нем	2	9
38	и с	4	9
39	же самое	3	9
40	как бы	2	9
41	так как	6	9
42	что он	10	9
43	в то	3	9
44	в его	5	9
45	что и	6	9
46	таким образом	8	9
47	перед нами	3	8
48	что в	12	8
49	а именно	4	8
50	того что	4	8
51	что мы	7	8
52	при помощи	2	8
53	но это	4	8
54	было бы	7	8
55	он не	2	8
56	что же	3	8
57	как раз	2	8
58	как мы	3	8
59	в себе	2	8
60	связи с	4	8
61	здесь не	4	8
62	с другой	6	7
63	не может	15	7
64	в связи	4	7
65	уже не	3	7
66	еще и	2	7
67	все эти	4	7
68	и что	10	7
69	мы должны	13	7
70	с ним	2	7
71	указывает на	2	7
72	и потому	2	7
73	мы не	10	7
74	никогда не	14	6
75	для этого	3	6
76	то ни	2	6
77	и если	2	6
78	но если	2	6
79	в целом	2	6
80	другими словами	4	6
81	и только	2	6
82	ясно что	2	6
83	о том	9	6
84	все же	10	6
85	в виде	2	6
86	или даже	3	5
87	а только	2	5
88	нас не	3	5
89	что они	5	5
90	с тем	4	5
91	как о	2	5
92	в ней	7	5
93	с той	2	5
94	другой стороны	5	5
95	все это	4	5
96	то и	2	5
97	в своем	5	5
98	а в	7	5
99	и здесь	7	5
100	что здесь	5	5
101	значение и	2	5
102	еще не	7	5
103	с ней	2	5
104	как в	2	5
105	так же	7	5
106	тоже не	2	5
107	и его	3	5
108	при этом	3	4
109	время как	3	4
110	всякого рода	2	4
111	есть только	3	4
112	могли бы	3	4
113	раз и	3	4
114	на первый	2	4
115	бы то	2	4
116	то время	3	4
117	мы в	2	4
118	в ее	2	4
119	только с	2	4
120	на этот	2	4
121	или в	5	4
122	можно было	5	4
123	нас в	2	4
124	тем что	3	4
125	дело в	3	4
126	же как	2	3
127	и другие	4	3
128	что это	8	3
129	точно так	3	3
130	прежде всего	10	3
131	на то	4	3
132	в тех	2	3
133	к тому	6	3
134	ни было	2	3
135	и как	2	3
136	но все	4	3
137	в этой	6	3
138	для него	2	3
139	образов и	2	3
140	отношения к	2	3
141	именно так	2	3
142	в чистом	2	3
143	не так	2	3
144	его в	6	3
145	бы быть	3	3
146	очень много	3	3
147	ни к	2	3
148	в мифе	2	3
149	если бы	8	3
150	само по	2	3
151	об этом	4	3
152	но не	5	3
153	в качестве	5	3
154	здесь в	2	3
155	там и	3	3
156	но оно	4	3
157	но уже	2	3
158	его как	2	3
159	из этого	2	3
160	во всей	2	3
161	и тогда	3	3
162	что такое	2	3
163	хотя бы	4	3
164	отличие от	2	3
165	этот вопрос	7	3
166	как будто	4	3
167	в таких	2	3
168	будто бы	3	3
169	как оно	2	3
170	это за	3	3
171	ничего не	2	3
172	что их	2	2
173	мы будем	5	2
174	именно в	3	2
175	в частности	2	2
176	в этих	7	2
177	никто не	2	2
178	это значение	2	2
179	всех этих	2	2
180	до сих	5	2
181	в котором	3	2
182	однако в	2	2
183	из них	3	2
184	в их	3	2
185	с одной	4	2
186	это так	4	2
187	и по	3	2
188	в основе	4	2
189	с этим	4	2
190	в начале	3	2
191	мы сейчас	2	2
192	бы в	2	2
193	как это	3	2
194	мы имеем	13	2
195	однако это	3	2
196	том как	2	2
197	нисколько не	2	2
198	бы мы	2	2
199	были бы	2	2
200	на котором	3	2
201	то он	2	2
202	рассматривать как	2	2
203	в некотором	2	2
204	таких случаях	2	2
205	очень мало	2	2
206	это тоже	6	2
207	по существу	5	2
208	мы видели	2	2
209	во всех	2	2
210	дело не	5	2
211	чистом виде	2	2
212	себя в	2	2
213	когда он	6	2
214	не будем	5	2
215	вместе с	6	2
216	сих пор	5	2
217	даже не	2	2
218	в отличие	2	2
219	а с	2	2
220	первый взгляд	2	2
221	героя в	5	2
222	из которых	3	2
223	целое и	2	2
224	и для	4	2
225	воздействовать на	2	2
226	он в	2	2
227	могут быть	4	2
228	не то	4	2
229	в другом	3	2
230	нечто целое	2	2
231	на ступени	2	2
232	же не	3	2
233	это было	2	2
