N	2gram	Vygotskiy__2	Problemy
1	и в	32	46
2	то есть	21	40
3	и не	10	27
4	может быть	18	23
5	как бы	6	19
6	не может	17	19
7	в нем	4	17
8	в этом	13	16
9	не только	12	14
10	слова в	2	13
11	но и	10	12
12	как и	10	12
13	и на	5	11
14	точки зрения	17	11
15	в одном	2	11
16	а не	7	11
17	не в	8	10
18	в том	37	9
19	в самом	12	9
20	и все	4	9
21	вовсе не	2	9
22	и к	3	9
23	в его	2	9
24	с точки	10	9
25	до сих	5	8
26	сих пор	5	8
27	и с	4	7
28	по себе	12	7
29	еще не	2	7
30	в сущности	7	7
31	как раз	5	7
32	в себе	2	7
33	никогда не	9	6
34	в каждом	2	6
35	ни в	2	6
36	но это	2	6
37	в него	2	6
38	к одному	4	6
39	но в	3	6
40	что он	13	6
41	в романе	2	6
42	то же	13	6
43	все это	5	6
44	и он	3	6
45	и его	7	6
46	только в	7	6
47	это не	2	5
48	же время	2	5
49	при этом	13	5
50	и сам	4	5
51	к нему	2	5
52	жизни и	4	5
53	мы находим	2	5
54	в самой	2	5
55	в то	5	5
56	так как	12	5
57	в жизни	4	5
58	с его	2	5
59	о том	6	5
60	если же	4	5
61	во всех	3	5
62	если мы	12	5
63	что в	20	4
64	в этих	2	4
65	до конца	3	4
66	например в	3	4
67	к ним	2	4
68	в виду	3	4
69	в их	3	4
70	таким образом	21	4
71	все эти	7	4
72	и других	3	4
73	потому что	21	4
74	и здесь	2	4
75	во всем	3	4
76	мы не	3	4
77	мы можем	3	4
78	как в	9	4
79	этих двух	2	4
80	том что	21	4
81	но не	2	4
82	совершенно не	4	4
83	том же	2	4
84	он не	6	4
85	все же	4	4
86	то что	21	4
87	в процессе	2	4
88	так и	3	4
89	самом деле	16	4
90	в отношении	3	3
91	с другой	3	3
92	не могут	3	3
93	на то	11	3
94	к своему	2	3
95	такой же	7	3
96	на этом	3	3
97	себе и	2	3
98	то это	3	3
99	и для	4	3
100	не к	3	3
101	отношение к	2	3
102	и их	3	3
103	и до	4	3
104	образом и	4	3
105	другой стороны	2	3
106	так же	18	3
107	и только	2	3
108	ни у	2	3
109	и даже	5	3
110	также и	2	3
111	но он	3	3
112	имеем в	2	3
113	в конце	3	3
114	как он	2	3
115	их в	2	3
116	мы имеем	4	3
117	если бы	6	3
118	не как	3	3
119	с ее	3	3
120	по существу	3	3
121	и при	2	3
122	даны в	2	3
123	того же	2	3
124	и что	22	3
125	она не	2	3
126	было бы	11	3
127	в своей	3	3
128	никак не	4	3
129	что и	17	3
130	на него	2	3
131	что же	3	3
132	только на	5	3
133	еще более	3	3
134	той же	8	3
135	отличается от	2	3
136	жизнь и	3	3
137	сам по	4	3
138	тем что	9	3
139	в этой	6	3
140	далеко не	5	3
141	и это	4	3
142	отличие от	2	3
143	не менее	8	2
144	для этого	3	2
145	на все	5	2
146	к тому	7	2
147	все время	6	2
148	для нас	2	2
149	мы будем	2	2
150	так что	3	2
151	и как	7	2
152	же как	4	2
153	в общем	3	2
154	к области	3	2
155	во сне	2	2
156	и следовательно	2	2
157	их как	2	2
158	если в	2	2
159	и тем	4	2
160	на том	2	2
161	значение в	2	2
162	целый ряд	6	2
163	того и	2	2
164	в других	2	2
165	не было	2	2
166	те же	6	2
167	и по	4	2
168	а в	4	2
169	увидим что	2	2
170	в которых	3	2
171	и совершенно	3	2
172	сказать что	7	2
173	в узком	2	2
174	и так	3	2
175	материал и	2	2
176	в руках	2	2
177	в художественном	6	2
178	в произведении	4	2
179	могло бы	2	2
180	между тем	4	2
181	с этим	4	2
182	и другого	3	2
183	сознании и	2	2
184	все что	2	2
185	и говорить	2	2
186	указывает на	3	2
187	об этом	3	2
188	в свое	2	2
189	сами по	3	2
190	если оно	3	2
191	когда он	10	2
192	вместе с	2	2
193	бы и	3	2
194	при всем	3	2
195	так в	2	2
196	в языке	4	2
197	бы не	2	2
198	на этот	2	2
199	хотя бы	3	2
200	можно было	7	2
201	ничего не	4	2
202	в данном	4	2
203	этот вопрос	3	2
204	во всяком	2	2
205	могут быть	4	2
206	ту же	4	2
207	в поэзии	3	2
208	отношении к	3	2
209	которые в	4	2
210	там где	2	2
211	не могли	3	2
212	того как	4	2
