N	2gram	Losev_Vlad_1	formyVre
1	и в	31	50
2	то есть	3	33
3	в этом	14	25
4	в нем	4	24
5	и его	7	16
6	и не	17	14
7	как мы	9	14
8	вовсе не	5	13
9	как раз	7	13
10	в его	12	13
11	по существу	2	12
12	так и	6	12
13	может быть	6	11
14	таким образом	3	11
15	мы уже	7	11
16	то же	6	11
17	и как	4	10
18	но в	12	10
19	в конце	9	9
20	в том	11	9
21	же время	4	9
22	в особенности	4	9
23	все эти	3	9
24	в то	8	9
25	не только	24	9
26	с его	11	9
27	ничего не	3	9
28	в самом	2	8
29	его жизни	6	8
30	и т	2	8
31	но и	19	8
32	и на	3	8
33	как и	4	8
34	того же	6	8
35	жизни и	5	8
36	ни в	2	8
37	не было	5	7
38	это время	3	7
39	для себя	2	7
40	времени в	2	7
41	все же	3	6
42	в частности	2	6
43	в дальнейшем	8	6
44	не может	6	6
45	лишь в	2	6
46	в результате	2	6
47	так как	8	6
48	у него	15	6
49	и все	4	6
50	в жизни	3	6
51	то что	18	6
52	как в	3	6
53	что в	14	5
54	не в	5	5
55	и до	2	5
56	в связи	3	5
57	точки зрения	2	5
58	отнюдь не	3	5
59	но не	3	5
60	еще не	2	5
61	он не	10	5
62	и речи	3	5
63	того чтобы	2	5
64	для того	2	5
65	и у	4	5
66	но на	3	4
67	время и	2	4
68	в своем	4	4
69	своей жизни	2	4
70	мы и	4	4
71	кроме того	7	4
72	в котором	6	4
73	все это	5	4
74	потому что	11	4
75	и с	14	4
76	к себе	2	4
77	в них	2	4
78	то время	2	4
79	конечно не	2	4
80	жизнь и	3	4
81	том что	14	4
82	и для	2	4
83	и то	10	4
84	только в	9	4
85	и это	2	4
86	здесь не	3	4
87	в отношении	3	3
88	к тому	3	3
89	да и	4	3
90	с тем	2	3
91	при этом	2	3
92	хотя и	4	3
93	один из	4	3
94	чем не	2	3
95	и других	2	3
96	а в	9	3
97	сказать что	7	3
98	в начале	3	3
99	к этому	6	3
100	к концу	2	3
101	в качестве	6	3
102	со своей	3	3
103	одной из	2	3
104	и потому	6	3
105	только к	3	3
106	что и	5	3
107	вместе с	3	3
108	только на	3	3
109	во всяком	2	3
110	в себе	4	3
111	место в	2	2
112	уже в	7	2
113	совсем не	4	2
114	мы будем	2	2
115	никогда не	9	2
116	в течение	9	2
117	в нашем	4	2
118	к своей	2	2
119	с другой	3	2
120	что все	2	2
121	жизнь в	2	2
122	для нас	4	2
123	тому же	2	2
124	для него	7	2
125	не без	6	2
126	к жизни	2	2
127	в целом	3	2
128	отношение к	3	2
129	ни с	4	2
130	еще и	7	2
131	к своему	3	2
132	была уже	2	2
133	всякого рода	2	2
134	того что	2	2
135	и даже	15	2
136	и по	8	2
137	также и	10	2
138	но он	5	2
139	и еще	2	2
140	во всем	4	2
141	в истории	4	2
142	что мы	2	2
143	мы должны	2	2
144	как он	4	2
145	тех же	2	2
146	с ним	5	2
147	всей жизни	3	2
148	во многом	2	2
149	часто и	2	2
150	раз и	3	2
151	ясно что	2	2
152	и к	6	2
153	об этом	7	2
154	в чем	2	2
155	и стал	3	2
156	с этими	3	2
157	не были	2	2
158	было бы	2	2
159	в это	2	2
160	уже сказали	2	2
161	к ней	4	2
162	а также	5	2
163	в этот	4	2
164	нет и	2	2
165	но она	3	2
166	характер но	2	2
167	в своей	4	2
168	несколько дней	2	2
169	даже не	2	2
170	совершенно не	2	2
171	разного рода	6	2
172	были в	2	2
173	уже не	3	2
174	хотя бы	2	2
175	в которой	4	2
176	той же	2	2
177	тем что	2	2
178	всей его	2	2
179	на себя	3	2
180	в каком	2	2
181	вера в	2	2
182	того и	2	2
183	и вообще	4	2
184	его на	2	2
185	дело в	4	2
186	по всем	2	2
