N	2gram	Bakhtin_Pr_1	Problema
1	и не	42	28
2	то есть	46	27
3	не только	9	24
4	только в	13	23
5	в виде	2	22
6	вовсе не	2	21
7	в том	8	20
8	и в	38	20
9	ни в	11	17
10	все эти	5	16
11	смысле слова	2	15
12	то что	8	15
13	у нас	2	14
14	было бы	8	14
15	той или	2	14
16	но и	9	14
17	точки зрения	8	14
18	или иной	2	13
19	не в	7	13
20	также и	3	13
21	в нашем	4	12
22	не есть	6	12
23	в себе	4	12
24	том что	3	12
25	прежде всего	13	11
26	с точки	6	11
27	не менее	4	10
28	тем не	3	10
29	отнюдь не	19	10
30	не является	3	10
31	так и	5	10
32	и его	16	10
33	едва ли	3	10
34	может быть	26	9
35	все это	3	9
36	и даже	3	9
37	в этом	15	9
38	если бы	3	8
39	что он	2	8
40	таким образом	10	8
41	и все	3	8
42	но в	4	8
43	с другой	7	7
44	это не	5	7
45	ясно что	3	7
46	еще не	7	7
47	и потому	4	7
48	и тем	3	7
49	то же	5	7
50	а не	5	7
51	сказать что	4	7
52	и с	17	7
53	в ней	4	7
54	здесь не	4	7
55	хотя бы	4	7
56	и от	3	6
57	а только	2	6
58	как и	7	6
59	но это	3	6
60	есть не	2	6
61	при этом	5	6
62	в виду	4	6
63	другой стороны	4	6
64	в таком	3	6
65	в данном	4	6
66	только при	2	6
67	и вообще	2	6
68	же самое	2	6
69	мы имеем	2	6
70	но не	12	5
71	на самом	4	5
72	хотя и	3	5
73	в нем	15	5
74	здесь в	2	5
75	можно сказать	2	5
76	в ее	4	5
77	да и	3	5
78	случае не	2	5
79	действительности и	3	5
80	и о	5	5
81	данном случае	4	5
82	как в	4	5
83	не может	27	5
84	в них	5	5
85	или в	2	5
86	в этих	2	5
87	о том	4	5
88	и есть	2	4
89	в какой	2	4
90	и для	11	4
91	и во	2	4
92	и ее	2	4
93	в самой	2	4
94	тем самым	4	4
95	кроме того	3	4
96	одной из	3	4
97	несмотря на	3	4
98	в своей	7	4
99	как бы	22	4
100	какой мере	2	4
101	не имеет	9	4
102	и т	14	4
103	во всех	11	4
104	ни с	2	4
105	отличается от	2	4
106	и только	4	4
107	а в	6	4
108	что не	4	4
109	и наконец	6	4
110	можно было	4	4
111	в то	4	4
112	в художественном	20	4
113	с ним	5	4
114	в связи	2	3
115	человека в	2	3
116	и весь	2	3
117	и более	2	3
118	независимо от	13	3
119	все они	5	3
120	вообще не	7	3
121	этом смысле	3	3
122	или иного	2	3
123	и к	3	3
124	слова но	3	3
125	как мы	7	3
126	здесь мы	2	3
127	и как	8	3
128	в начале	2	3
129	связи с	2	3
130	в истории	2	3
131	имеем дело	3	3
132	совершенно не	7	3
133	конечно не	5	3
134	в коем	2	3
135	в его	43	3
136	здесь нет	2	3
137	но она	2	3
138	что и	2	3
139	что в	7	3
140	другими словами	2	3
141	в своем	5	3
142	не было	2	3
143	самом деле	6	3
144	для того	2	3
145	из которых	2	3
146	к нему	10	3
147	коем случае	2	3
148	с другими	3	3
149	и на	3	3
150	тем что	2	3
151	к его	2	3
152	но как	2	3
153	в другом	2	3
154	мы должны	2	3
155	того или	2	3
156	не обходится	2	3
157	как это	2	3
158	в области	11	3
159	мы можем	6	3
160	но они	4	2
161	в частности	2	2
162	в корне	2	2
163	столь же	2	2
164	была бы	2	2
165	с его	2	2
166	нет и	3	2
167	о которых	2	2
168	в пределах	6	2
169	со всеми	3	2
170	том как	2	2
171	что это	2	2
172	в самом	7	2
173	за пределы	12	2
174	ни одна	2	2
175	он не	3	2
176	перестает быть	4	2
177	относится к	4	2
178	не вполне	2	2
179	в котором	2	2
180	не могли	2	2
181	все же	6	2
182	себя в	2	2
183	не к	6	2
184	не будем	3	2
185	без всякой	2	2
186	и прежде	5	2
187	дело с	6	2
188	можно только	6	2
189	и что	2	2
190	мы здесь	4	2
191	того чтобы	2	2
192	ни было	3	2
193	и он	2	2
194	есть только	2	2
195	ни к	2	2
196	в других	4	2
197	с ними	4	2
198	в значительной	2	2
199	для познания	5	2
200	говорить о	3	2
201	во всем	2	2
202	далеко не	5	2
203	его в	9	2
204	и это	3	2
205	дело в	2	2
206	к своему	2	2
207	в чем	2	2
