N	2gram	Trubetskoy_1	Vladivir
1	и в	14	30
2	то что	13	20
3	в этом	17	20
4	у него	2	19
5	в том	17	18
6	и не	19	18
7	и с	7	14
8	что он	6	13
9	в конце	3	13
10	том что	9	12
11	что в	4	12
12	не только	9	12
13	в его	4	11
14	а в	5	11
15	и даже	2	10
16	не было	3	10
17	не в	4	9
18	для него	6	9
19	было бы	5	9
20	все же	4	9
21	потому что	5	9
22	не может	22	9
23	в то	10	9
24	связи с	3	8
25	в своем	6	8
26	вместе с	4	8
27	но и	10	8
28	что же	4	8
29	но в	2	8
30	никогда не	5	7
31	точки зрения	11	7
32	ни в	2	7
33	может быть	9	7
34	для нас	2	7
35	а не	2	7
36	прежде всего	8	6
37	и к	6	6
38	только в	5	6
39	всяком случае	6	6
40	во всяком	9	6
41	в себе	9	6
42	жизни и	4	6
43	и то	4	5
44	по себе	2	5
45	как и	4	5
46	так что	2	5
47	то в	3	5
48	при этом	5	5
49	в своей	5	5
50	как бы	4	5
51	в котором	2	5
52	для себя	2	5
53	все это	6	5
54	с этим	2	5
55	в течение	2	5
56	и что	2	5
57	того что	3	5
58	в результате	2	5
59	все эти	2	5
60	так как	4	5
61	с ним	2	5
62	из этого	3	5
63	именно в	3	4
64	его в	4	4
65	в этой	4	4
66	и если	7	4
67	что это	3	4
68	конечно не	5	4
69	несмотря на	3	4
70	и о	2	4
71	в ней	2	4
72	он не	5	4
73	в нем	5	4
74	то это	3	4
75	не есть	3	4
76	в этих	2	4
77	время в	2	4
78	со стороны	4	4
79	то же	11	4
80	и наконец	2	4
81	так же	2	4
82	и на	5	4
83	но это	2	4
84	в начале	2	4
85	мы должны	7	4
86	о том	7	4
87	всех этих	3	3
88	хотя бы	5	3
89	из этих	3	3
90	точно так	2	3
91	это в	2	3
92	же время	10	3
93	что и	3	3
94	был и	3	3
95	вселенской церкви	3	3
96	к такому	2	3
97	да и	3	3
98	по существу	5	3
99	и как	3	3
100	более или	4	3
101	но не	4	3
102	в данном	7	3
103	и для	6	3
104	том же	2	3
105	с точки	9	3
106	во всех	5	3
107	или менее	4	3
108	отношения к	2	3
109	таким образом	11	3
110	и вот	2	3
111	уже не	2	3
112	должно быть	3	3
113	в таком	2	3
114	последние дни	5	3
115	в виде	3	3
116	даже и	2	3
117	говоря о	2	3
118	в россии	6	3
119	конце концов	3	3
120	в области	2	3
121	к нему	2	2
122	этого не	2	2
123	он сам	3	2
124	нисколько не	2	2
125	с тем	6	2
126	и есть	2	2
127	жизни в	5	2
128	бы его	2	2
129	и от	2	2
130	если не	2	2
131	тогда когда	4	2
132	к той	2	2
133	разумеется что	2	2
134	в настоящее	2	2
135	к тому	7	2
136	друг друга	3	2
137	церкви и	9	2
138	есть и	2	2
139	настоящее время	2	2
140	она не	2	2
141	мы уже	2	2
142	себе и	4	2
143	в самом	3	2
144	в будущем	3	2
145	в частности	2	2
146	том чтобы	3	2
147	на то	5	2
148	и потому	3	2
149	для того	6	2
150	себя в	4	2
151	его и	2	2
152	данном случае	3	2
153	в последние	5	2
154	в их	4	2
155	на земле	4	2
156	россии и	3	2
157	от нас	2	2
158	того чтобы	8	2
159	и по	3	2
160	что для	3	2
161	во многих	2	2
162	можно было	4	2
163	приходит к	3	2
164	в своих	6	2
165	их в	2	2
166	и при	6	2
167	и во	3	2
168	не о	2	2
169	народа и	2	2
170	последнее время	2	2
171	как будто	2	2
172	которой он	4	2
173	на эту	2	2
174	к этой	4	2
