N	2gram	Potebnia_M_4	FransuaR
1	и в	23	29
2	то есть	34	21
3	таким образом	24	20
4	и не	18	16
5	и все	4	13
6	как и	14	12
7	но в	8	12
8	так и	6	11
9	и на	3	11
10	в этом	23	11
11	то же	14	10
12	во время	2	10
13	как мы	2	10
14	мы уже	3	10
15	в то	4	10
16	не только	10	10
17	вовсе не	7	9
18	но и	11	9
19	все эти	3	9
20	и с	4	9
21	его в	4	9
22	же время	3	8
23	в его	5	8
24	и его	2	8
25	как бы	5	8
26	в них	3	7
27	так же	4	7
28	в том	23	7
29	так как	14	7
30	в большинстве	2	6
31	в сущности	2	6
32	что это	7	5
33	это не	7	5
34	и о	4	5
35	в нем	7	5
36	и до	3	5
37	большинстве случаев	2	5
38	и по	3	5
39	сказать что	8	5
40	только для	2	4
41	в нашем	2	4
42	в образе	2	4
43	что он	4	4
44	но это	3	4
45	по своему	2	4
46	есть и	2	4
47	еще не	3	4
48	и есть	3	4
49	и др	2	4
50	один из	2	4
51	то что	29	4
52	конечно не	2	4
53	все это	5	4
54	этот образ	2	4
55	на самом	3	4
56	с другой	2	4
57	тела и	2	4
58	тем что	10	4
59	точки зрения	4	4
60	в которой	6	4
61	тому как	2	3
62	в своем	8	3
63	превращается в	2	3
64	и так	3	3
65	в шахматы	2	3
66	самого начала	2	3
67	и здесь	2	3
68	что у	3	3
69	в ее	2	3
70	том что	12	3
71	и как	2	3
72	мы видим	2	3
73	то в	3	3
74	мы можем	10	3
75	тот же	2	3
76	того что	14	3
77	той же	3	3
78	и их	3	3
79	он не	2	3
80	к нему	5	3
81	в разных	3	3
82	при этом	15	3
83	и других	3	3
84	и они	2	3
85	там же	3	3
86	образом в	5	3
87	того чтобы	4	3
88	для того	6	3
89	и даже	2	3
90	что значит	2	3
91	и вполне	2	3
92	с ними	3	3
93	в ней	2	3
94	подобно тому	2	3
95	в себе	14	3
96	эти образы	2	3
97	там где	3	3
98	уже в	5	2
99	бы не	3	2
100	связи с	3	2
101	уже и	2	2
102	в другой	2	2
103	в этих	3	2
104	быть может	4	2
105	другими словами	8	2
106	но мы	2	2
107	его к	2	2
108	в различных	2	2
109	а как	2	2
110	к тому	3	2
111	и к	6	2
112	все в	2	2
113	да и	4	2
114	из этого	2	2
115	и тот	3	2
116	что я	11	2
117	есть в	5	2
118	именно в	3	2
119	кроме того	3	2
120	было в	3	2
121	не может	11	2
122	и мы	5	2
123	на его	3	2
124	может быть	26	2
125	между прочим	3	2
126	это значение	2	2
127	том же	2	2
128	хотя и	5	2
129	никогда не	3	2
130	уже не	3	2
131	в виду	3	2
132	в котором	4	2
133	со стороны	3	2
134	на котором	4	2
135	и для	2	2
136	как в	7	2
137	в ту	2	2
138	в других	2	2
139	в той	4	2
140	и у	2	2
141	с точки	3	2
142	с образами	2	2
143	между ними	4	2
144	друг друга	2	2
145	в слове	22	2
146	в своих	2	2
147	и то	5	2
148	то он	2	2
149	их в	3	2
150	и при	2	2
151	даже и	3	2
152	только в	15	2
153	один и	5	2
154	о том	8	2
155	если же	4	2
156	и это	2	2
157	нет ничего	3	2
158	так сказать	5	2
159	с ним	5	2
