N	2gram	Voloshinov_2	Vladivir
1	и в	19	30
2	то что	4	20
3	в этом	15	20
4	у него	2	19
5	в том	7	18
6	и не	19	18
7	и с	2	14
8	что он	4	13
9	том что	10	12
10	что в	2	12
11	не только	13	12
12	в его	5	11
13	а в	3	11
14	как мы	15	11
15	сказать что	4	11
16	и даже	2	10
17	не было	3	10
18	не в	10	9
19	для него	9	9
20	было бы	4	9
21	все же	5	9
22	не может	18	9
23	в то	8	9
24	связи с	13	8
25	в своем	2	8
26	вместе с	2	8
27	но и	10	8
28	в связи	7	8
29	но в	7	8
30	никогда не	7	7
31	точки зрения	17	7
32	и все	6	7
33	ни в	6	7
34	до конца	2	7
35	может быть	28	7
36	а не	9	7
37	то есть	2	7
38	к этому	5	6
39	прежде всего	7	6
40	он был	2	6
41	у нас	3	6
42	только в	8	6
43	всяком случае	2	6
44	во всяком	3	6
45	в себе	4	6
46	жизни и	2	6
47	и его	16	6
48	о чем	2	6
49	и то	3	5
50	по себе	3	5
51	как и	9	5
52	при этом	9	5
53	того же	5	5
54	но что	2	5
55	в своей	3	5
56	в основном	4	5
57	как бы	19	5
58	в котором	3	5
59	для себя	4	5
60	другими словами	2	5
61	так и	10	5
62	с этим	3	5
63	того что	4	5
64	все эти	3	5
65	так как	3	5
66	с его	8	4
67	именно в	2	4
68	эти последние	2	4
69	вовсе не	11	4
70	его в	7	4
71	мы знаем	2	4
72	в этой	3	4
73	что это	2	4
74	конечно не	4	4
75	и о	2	4
76	в ней	3	4
77	он не	3	4
78	в нем	11	4
79	не есть	3	4
80	крайней мере	2	4
81	в этих	3	4
82	то же	16	4
83	и он	2	4
84	так же	5	4
85	той же	3	4
86	и на	5	4
87	в начале	2	4
88	о том	3	4
89	по крайней	2	4
90	это было	2	4
91	учение о	3	3
92	уже в	2	3
93	французском языке	3	3
94	в отношении	4	3
95	хотя бы	6	3
96	же время	8	3
97	в свою	6	3
98	что и	3	3
99	да и	3	3
100	и как	6	3
101	сравнительно с	2	3
102	тем более	5	3
103	более или	2	3
104	но не	2	3
105	он и	2	3
106	в данном	5	3
107	и для	7	3
108	и особенно	2	3
109	еще более	2	3
110	с точки	13	3
111	во всех	6	3
112	или менее	2	3
113	в отличие	3	3
114	отношения к	2	3
115	таким образом	14	3
116	здесь мы	3	3
117	должно быть	3	3
118	отличие от	3	3
119	в таком	7	3
120	в виде	2	3
121	даже и	2	3
122	и это	3	3
123	в русском	4	2
124	к нему	5	2
125	но по	2	2
126	является как	2	2
127	это не	4	2
128	и от	3	2
129	на все	2	2
130	мы видели	4	2
131	здесь в	2	2
132	к тому	6	2
133	друг друга	2	2
134	которой мы	2	2
135	мы сказали	3	2
136	свою очередь	5	2
137	мы уже	6	2
138	в самом	6	2
139	в сущности	14	2
140	на то	4	2
141	и потому	2	2
142	для того	6	2
143	не имеет	3	2
144	себя в	2	2
145	и до	3	2
146	его и	3	2
147	бытия в	2	2
148	в их	5	2
149	не на	2	2
150	стремится к	2	2
151	в двух	3	2
152	в той	5	2
153	того чтобы	6	2
154	что не	2	2
155	и прежде	2	2
156	мысли и	3	2
157	в более	2	2
158	к его	2	2
159	или как	2	2
160	ничего не	4	2
161	мы не	2	2
