N	2gram	Vinokur_St_3	FransuaR
1	и в	25	40
2	то есть	2	18
3	и его	3	17
4	прежде всего	10	16
5	в этом	24	15
6	не только	12	13
7	и не	10	13
8	в его	12	13
9	что в	19	12
10	вовсе не	2	12
11	как и	4	11
12	но и	9	11
13	таким образом	10	10
14	как мы	2	10
15	в них	5	9
16	в сущности	2	9
17	может быть	19	9
18	он не	5	9
19	во время	3	8
20	отношение к	4	8
21	в том	20	8
22	у него	9	8
23	все эти	3	8
24	и с	4	8
25	той же	2	8
26	и на	6	8
27	но в	5	8
28	в духе	2	7
29	этот образ	2	7
30	и др	4	7
31	до нас	2	7
32	то же	5	7
33	он и	2	7
34	в виду	2	7
35	в этих	11	6
36	к этому	3	6
37	же время	3	6
38	в самом	2	6
39	во всех	2	6
40	в своей	4	6
41	связь с	4	6
42	и других	2	6
43	связи с	3	6
44	в то	7	6
45	до конца	3	6
46	он говорит	4	6
47	в году	5	5
48	мы видим	4	5
49	как раз	3	5
50	то что	12	5
51	в связи	3	5
52	не было	4	5
53	а не	5	5
54	и для	4	5
55	в своих	8	5
56	так сказать	2	5
57	в особенности	4	5
58	для него	3	5
59	и во	2	4
60	xix века	4	4
61	мировой литературе	4	4
62	у нас	4	4
63	том что	15	4
64	до сих	2	4
65	было бы	7	4
66	в ней	4	4
67	а также	4	4
68	ни в	5	4
69	один из	2	4
70	сих пор	2	4
71	в их	3	4
72	все это	8	4
73	о том	8	4
74	в мировой	3	4
75	и здесь	3	4
76	так как	3	4
77	в области	6	4
78	в эту	4	4
79	с его	3	3
80	всех этих	3	3
81	если бы	4	3
82	и к	4	3
83	об этом	5	3
84	он был	3	3
85	но это	4	3
86	в начале	4	3
87	в этой	14	3
88	для этого	2	3
89	одна из	2	3
90	кроме того	3	3
91	еще не	2	3
92	такого рода	5	3
93	xvii века	2	3
94	как бы	6	3
95	и наконец	3	3
96	вместе с	2	3
97	дело не	2	3
98	так и	5	3
99	как в	6	3
100	не может	7	3
101	а в	6	3
102	начиная с	2	3
103	мы находим	2	3
104	самом деле	2	3
105	слово в	2	3
106	для того	2	3
107	к этой	2	3
108	не так	3	3
109	но все	2	3
110	связан с	3	3
111	сказать что	4	3
112	между тем	6	3
113	тем что	19	3
114	одно из	2	3
115	в другом	3	3
116	только в	6	3
117	на протяжении	4	3
118	в конце	6	3
119	не менее	2	2
120	связана с	4	2
121	уже в	3	2
122	времени и	2	2
123	не был	2	2
124	в течение	4	2
125	с другой	5	2
126	это не	7	2
127	из этих	6	2
128	одного из	2	2
129	это в	4	2
130	работа над	3	2
131	что он	19	2
132	или иной	2	2
133	можно сказать	4	2
134	все же	4	2
135	это есть	4	2
136	на этом	3	2
137	но не	2	2
138	в последнем	2	2
139	он считает	2	2
140	и если	3	2
141	например в	4	2
142	на его	4	2
143	к нему	4	2
144	в следующих	2	2
145	считает что	2	2
146	из этого	4	2
147	его отношение	2	2
148	в котором	5	2
149	и такие	2	2
150	здесь нет	2	2
151	в целом	4	2
152	своего рода	3	2
153	здесь только	2	2
154	в форме	2	2
155	в языке	8	2
156	и далее	3	2
157	этом отношении	4	2
158	лишь в	4	2
159	в системе	3	2
160	и у	2	2
161	же к	2	2
162	что для	3	2
163	на основе	2	2
164	потому что	5	2
165	одной из	2	2
166	с этим	7	2
167	но он	3	2
168	точки зрения	7	2
169	и ее	2	2
170	но как	2	2
171	его к	2	2
172	этого слова	2	2
173	и это	5	2
174	на тему	3	2
175	в которой	4	2
176	того же	2	2
177	в плане	2	2
178	мы не	2	2
179	как о	2	2
