N	2gram	Bakhtin_Fr_5	DiskursI
1	в качестве	2	34
2	не только	14	28
3	в том	10	23
4	а не	4	22
5	то есть	25	20
6	том что	7	19
7	может быть	2	17
8	и в	45	16
9	как и	10	16
10	в этом	14	15
11	но и	10	14
12	при этом	2	13
13	и т.п	16	12
14	прежде всего	10	11
15	но не	4	11
16	и не	15	11
17	как в	3	10
18	в нем	10	9
19	не может	5	9
20	а также	4	8
21	своего рода	4	8
22	так и	6	8
23	о том	4	8
24	но в	14	8
25	в основе	4	7
26	в его	13	7
27	то же	11	7
28	не было	3	7
29	роль в	2	7
30	только в	4	7
31	не в	7	7
32	в своем	11	6
33	и как	5	6
34	к тому	2	5
35	можно сказать	2	5
36	тому же	4	5
37	как бы	12	5
38	в своей	3	5
39	то что	2	5
40	во всех	13	5
41	в отличие	2	5
42	а в	4	5
43	в себя	5	5
44	в их	4	5
45	в эпоху	7	5
46	отличие от	2	5
47	и на	5	5
48	в данном	2	5
49	с его	7	4
50	что в	12	4
51	в сторону	2	4
52	в них	6	4
53	и к	5	4
54	что он	6	4
55	для него	3	4
56	в истории	2	4
57	в целом	2	4
58	же время	9	4
59	одной из	5	4
60	связи с	6	4
61	и о	4	4
62	в особенности	2	4
63	лишь в	2	4
64	в которых	3	4
65	потому что	7	4
66	между тем	2	4
67	и т.д	2	4
68	перед нами	4	3
69	того же	3	3
70	это не	3	3
71	в одной	3	3
72	что и	7	3
73	в акте	5	3
74	по своему	4	3
75	они и	2	3
76	с этим	4	3
77	в самом	4	3
78	еще в	2	3
79	один из	2	3
80	хотя бы	2	3
81	все же	2	3
82	таким образом	8	3
83	именно в	3	3
84	того что	3	3
85	и даже	4	3
86	сказать что	4	3
87	точки зрения	4	3
88	в то	11	3
89	существенную роль	5	3
90	также и	7	3
91	зрения на	4	3
92	но они	3	2
93	известной степени	4	2
94	говорит и	2	2
95	не менее	3	2
96	и есть	2	2
97	одновременно и	2	2
98	и без	2	2
99	и одновременно	3	2
100	том числе	4	2
101	и во	4	2
102	и все	7	2
103	за его	2	2
104	в одном	3	2
105	в каждом	2	2
106	это в	2	2
107	к этому	2	2
108	в году	3	2
109	об этом	4	2
110	его как	4	2
111	в г	2	2
112	в пределах	2	2
113	в значительной	2	2
114	есть в	3	2
115	на этом	5	2
116	числе и	2	2
117	так например	2	2
118	в начале	2	2
119	в сущности	4	2
120	народного творчества	2	2
121	одним из	5	2
122	хотя и	5	2
123	и др	8	2
124	произведение в	2	2
125	например в	5	2
126	не могло	3	2
127	с ее	5	2
128	когда он	2	2
129	на том	2	2
130	в различных	2	2
131	данном случае	2	2
132	мысли и	6	2
133	жизни в	2	2
134	становления и	2	2
135	как мы	8	2
136	и что	2	2
137	и он	3	2
138	и его	13	2
139	здесь в	4	2
140	в другом	3	2
141	и вообще	2	2
142	же самое	2	2
143	в этой	6	2
144	заметить что	2	2
145	о чем	3	2
146	это было	4	2
