N	2gram	Bakhtin_KF_1	Problema
1	и в	24	30
2	в своей	10	22
3	то что	7	18
4	не только	5	18
5	том что	4	17
6	в этом	14	17
7	но и	9	13
8	людей и	2	13
9	потому что	2	13
10	в том	6	12
11	в его	40	12
12	и не	26	12
13	о том	3	12
14	в своем	16	11
15	в виде	2	10
16	для нас	4	10
17	точки зрения	12	10
18	в этой	2	10
19	все же	5	9
20	но в	5	9
21	только в	16	9
22	и все	7	9
23	вовсе не	7	8
24	с точки	9	8
25	никогда не	5	7
26	что он	2	7
27	как и	5	7
28	но не	12	7
29	может быть	45	7
30	так и	2	7
31	не в	12	7
32	здесь не	3	7
33	прежде всего	2	6
34	уже не	7	6
35	и как	2	6
36	и для	9	6
37	как бы	9	6
38	в нем	28	6
39	что и	7	6
40	а в	4	6
41	и его	17	6
42	и на	3	6
43	его в	5	6
44	не менее	3	5
45	нисколько не	4	5
46	с тем	2	5
47	что в	4	5
48	тем не	2	5
49	и их	6	5
50	для себя	5	5
51	не может	27	5
52	а не	17	5
53	что этот	3	5
54	и то	2	5
55	он и	2	5
56	если не	2	4
57	отнюдь не	6	4
58	жизни в	5	4
59	тогда когда	3	4
60	ни в	12	4
61	ясно что	3	4
62	в смысле	6	4
63	но все	5	4
64	при этом	4	4
65	было бы	8	4
66	в качестве	2	4
67	а с	2	4
68	в себе	21	4
69	в то	3	4
70	едва ли	2	4
71	именно в	5	3
72	еще более	2	3
73	в ее	16	3
74	совсем не	2	3
75	еще не	4	3
76	для того	3	3
77	он не	6	3
78	и тем	3	3
79	бы не	3	3
80	на первом	2	3
81	того что	3	3
82	к нему	12	3
83	жизнь и	2	3
84	от этого	2	3
85	быть только	8	3
86	в ней	3	3
87	в другом	3	3
88	первом плане	2	3
89	этом смысле	3	3
90	с ним	5	3
91	в одном	4	3
92	в виду	3	3
93	мира в	6	3
94	и ясно	2	2
95	я не	6	2
96	это уже	2	2
97	именно она	2	2
98	хотя бы	4	2
99	как в	2	2
100	это не	10	2
101	раз и	2	2
102	один из	2	2
103	к этому	2	2
104	по себе	2	2
105	то же	5	2
106	себе а	2	2
107	не будет	2	2
108	в свою	3	2
109	со всеми	2	2
110	в это	2	2
111	жизни и	8	2
112	в данном	2	2
113	что не	3	2
114	которого и	2	2
115	мы имеем	5	2
116	конечно не	7	2
117	но для	2	2
118	и делает	2	2
119	в котором	24	2
120	отношению к	22	2
121	бы то	2	2
122	и за	2	2
123	отношение к	5	2
124	по отношению	26	2
125	и только	6	2
126	то ни	2	2
127	все эти	10	2
128	мы не	3	2
129	самом деле	3	2
130	именно на	2	2
131	того чтобы	2	2
132	между тем	4	2
133	что только	2	2
134	тем что	3	2
135	и просто	2	2
136	всей своей	2	2
137	человека вообще	3	2
138	его на	2	2
139	дело в	2	2
140	тем как	3	2
141	мира и	4	2
142	в чем	4	2
143	в области	2	2
144	ничего не	3	2
