N	2gram	Bakhtin_Fr_5	Vladivir
1	и в	45	31
2	в году	3	30
3	не только	14	24
4	но и	10	19
5	то что	2	18
6	и не	15	17
7	у него	4	15
8	и даже	4	15
9	он был	7	14
10	том что	7	14
11	что в	12	14
12	в этом	14	14
13	и с	10	14
14	что он	6	12
15	по поводу	4	12
16	в его	13	12
17	но в	14	12
18	с его	7	11
19	в том	10	11
20	потому что	7	11
21	о том	4	11
22	также и	7	10
23	он не	6	10
24	как мы	8	9
25	а в	4	9
26	в течение	3	9
27	только в	4	9
28	в конце	7	9
29	в то	11	8
30	так как	6	8
31	для него	3	7
32	кроме того	4	7
33	в доме	4	7
34	об этом	4	7
35	в эти	2	7
36	как раз	5	7
37	тут же	2	7
38	и его	13	7
39	как это	4	7
40	сказать что	4	7
41	мы уже	4	7
42	еще и	3	7
43	он и	3	6
44	к этому	2	6
45	и к	5	6
46	можно сказать	2	6
47	в качестве	2	6
48	того же	3	6
49	может быть	2	6
50	так и	6	6
51	не может	5	6
52	то же	11	6
53	и что	2	6
54	на этот	3	6
55	это было	4	6
56	все это	7	5
57	вовсе не	8	5
58	в период	2	5
59	не в	7	5
60	и если	2	5
61	и от	4	5
62	а также	4	5
63	что и	7	5
64	жизни и	8	5
65	когда он	2	5
66	не было	3	5
67	но он	3	5
68	с ним	5	5
69	же время	9	4
70	в своем	11	4
71	и все	7	4
72	в нем	10	4
73	к ней	2	4
74	и вообще	2	4
75	как и	10	4
76	и как	5	4
77	в этой	6	4
78	хотя и	5	4
79	еще в	2	4
80	один из	2	4
81	в своей	3	4
82	в истории	2	4
83	в этот	2	4
84	мысли и	6	4
85	в особенности	2	4
86	и у	5	4
87	несмотря на	2	4
88	из его	2	4
89	как он	3	4
90	дело в	3	4
91	к нему	2	4
92	в общем	4	3
93	но на	3	3
94	к тому	2	3
95	как в	3	3
96	но не	4	3
97	но это	5	3
98	по своему	4	3
99	него не	2	3
100	ничего не	4	3
101	все же	2	3
102	в целом	2	3
103	вместе с	3	3
104	на него	2	3
105	в отношении	2	3
106	в связи	5	3
107	таким образом	8	3
108	все эти	5	3
109	и вот	3	3
110	не мог	4	3
111	и он	3	3
112	и притом	2	3
113	жизнь и	2	3
114	и на	5	3
115	он в	2	3
116	это время	2	3
117	и здесь	4	3
118	в начале	2	3
119	во время	12	3
120	но этот	3	3
121	здесь не	6	3
122	то есть	25	3
123	но она	3	3
124	нисколько не	3	2
125	с тем	2	2
126	уже и	2	2
127	эта книга	2	2
128	не менее	3	2
129	нет и	2	2
130	в них	6	2
131	хотя бы	2	2
132	по существу	3	2
133	не столько	2	2
134	кто не	2	2
135	что все	2	2
136	на все	2	2
137	но его	3	2
138	одной из	5	2
139	ни в	3	2
140	тому же	4	2
141	это и	5	2
142	несколько слов	2	2
143	этот момент	3	2
144	на этом	5	2
145	то время	3	2
146	при этом	2	2
147	того что	3	2
148	было бы	2	2
149	что на	3	2
150	в самом	4	2
151	конечно не	2	2
152	и о	4	2
153	одним из	5	2
154	даже в	2	2
155	и до	2	2
156	не будем	2	2
157	что она	3	2
158	а именно	2	2
159	так например	2	2
160	но мы	2	2
161	и для	3	2
162	начиная с	2	2
163	чем не	2	2
164	лишь в	2	2
165	и за	2	2
166	того чтобы	6	2
167	для того	6	2
168	как на	4	2
169	своей жизни	2	2
170	той же	4	2
171	больше чем	2	2
172	точки зрения	4	2
173	под названием	2	2
174	из этих	3	2
175	и это	4	2
176	и ни	3	2
177	всякого рода	2	2
178	в чем	2	2
179	почти не	2	2
