N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	49
2	и в	19	24
3	в душе	7	23
4	может быть	20	23
5	то что	14	20
6	и не	30	19
7	а не	16	18
8	в том	14	18
9	что в	7	16
10	по себе	18	15
11	не только	19	15
12	при этом	4	13
13	было бы	3	13
14	не в	8	13
15	но не	6	12
16	не может	9	12
17	то же	12	12
18	что мы	2	11
19	что и	5	11
20	вместе с	2	11
21	только в	5	11
22	таким образом	4	11
23	в себе	15	10
24	так что	7	10
25	как в	2	10
26	так как	14	10
27	тогда когда	6	10
28	независимо от	4	9
29	вовсе не	13	9
30	в нем	10	9
31	как бы	14	9
32	но и	12	9
33	а только	3	8
34	а в	4	8
35	том что	10	8
36	более или	2	8
37	или менее	2	8
38	в одно	5	8
39	в этом	8	8
40	могут быть	4	8
41	не могут	4	7
42	прежде всего	8	7
43	во всяком	2	7
44	всяком случае	2	7
45	сами по	3	7
46	во всех	2	7
47	как и	10	7
48	того что	6	7
49	между собою	3	7
50	тем что	2	7
51	с этим	3	7
52	в чем	3	7
53	того как	2	7
54	в состоянии	2	6
55	что если	3	6
56	связи с	4	6
57	с другой	5	6
58	в одном	4	6
59	не есть	47	6
60	и как	10	6
61	только как	3	6
62	тем не	2	6
63	и т	17	6
64	не было	3	6
65	есть только	4	6
66	между тем	2	6
67	в то	6	6
68	и только	4	6
69	уже в	4	5
70	и уже	3	5
71	не менее	3	5
72	по крайней	9	5
73	с ним	4	5
74	есть не	7	5
75	крайней мере	9	5
76	же в	2	5
77	что они	6	5
78	что не	6	5
79	о том	5	5
80	и их	3	5
81	так и	10	5
82	от того	4	5
83	а потому	2	5
84	или не	2	5
85	бы ни	2	5
86	из них	3	5
87	все же	4	5
88	в которой	2	5
89	сам по	3	4
90	во время	2	4
91	никогда не	9	4
92	от их	2	4
93	что он	6	4
94	уже не	3	4
95	одно время	3	4
96	до сих	2	4
97	еще не	4	4
98	и если	4	4
99	должны быть	3	4
100	в самом	5	4
101	время как	7	4
102	в некоторых	2	4
103	сих пор	2	4
104	с одной	2	4
105	что оно	4	4
106	и что	5	4
107	в таком	4	4
108	они не	3	4
109	себе не	3	4
110	как он	4	4
111	том смысле	4	4
112	души и	2	4
113	то время	4	4
114	с тем	2	4
115	но в	2	4
116	стало быть	10	4
117	что это	10	3
118	это не	10	3
119	не как	2	3
120	и от	3	3
121	и все	12	3
122	человека и	2	3
123	на все	2	3
124	но мы	2	3
125	то это	2	3
126	этого последнего	2	3
127	что на	2	3
128	и при	2	3
129	очевидно что	2	3
130	и может	6	3
131	но это	7	3
132	мы в	2	3
133	например в	2	3
134	в ней	2	3
135	или нет	3	3
136	оно должно	2	3
137	если в	2	3
138	его в	3	3
139	как не	2	3
140	на него	2	3
141	что она	14	3
142	только тогда	7	3
143	есть нечто	8	3
144	и тогда	3	3
145	только что	5	3
146	т п	2	3
147	мы говорим	3	3
148	т д	15	3
149	и притом	7	3
150	если мы	2	3
151	тем же	2	3
152	его не	2	3
153	с ними	2	3
154	и то	7	3
155	одно из	4	3
156	в каком	4	3
157	и вообще	6	3
158	в этих	3	3
159	то не	3	3
160	и человек	2	3
161	которые не	2	3
162	том как	2	3
163	в каждом	2	2
164	самого начала	2	2
165	всех этих	3	2
166	таком случае	3	2
167	другого рода	2	2
168	время и	2	2
169	и есть	4	2
170	этих последних	2	2
171	и его	5	2
172	что у	2	2
173	в какой	2	2
174	но он	4	2
175	хотя бы	4	2
176	и это	5	2
177	в жизни	2	2
178	с нею	3	2
179	вопрос о	3	2
180	зависит от	2	2
181	не должно	2	2
182	только потому	2	2
183	за пределы	4	2
184	но все	2	2
185	с первого	2	2
186	не понятно	3	2
187	все эти	2	2
188	есть в	2	2
189	ощущение боли	2	2
190	так же	2	2
191	же время	5	2
192	но что	7	2
193	одно и	4	2
194	что с	2	2
195	потом уже	2	2
196	в общем	2	2
197	сама по	7	2
198	она есть	9	2
199	и следовательно	5	2
200	и потому	5	2
201	его с	3	2
202	остается только	2	2
203	ни с	4	2
204	разница между	2	2
205	все это	4	2
206	во времени	4	2
207	другой стороны	4	2
208	что есть	2	2
209	не во	2	2
210	в связи	4	2
211	и они	2	2
212	на самом	2	2
213	мы находим	3	2
214	но только	3	2
215	самом деле	4	2
216	с самого	2	2
217	что такое	3	2
218	мы видим	2	2
219	и по	4	2
220	должно быть	7	2
221	как это	7	2
222	также что	2	2
223	или в	2	2
224	их в	2	2
225	сказать что	10	2
226	тому что	2	2
227	быть только	2	2
228	не на	2	2
229	само по	2	2
230	не то	5	2
231	в другом	4	2
232	о котором	3	2
233	во все	2	2
234	или по	2	2
235	мы должны	2	2
236	взгляда на	2	2
237	на этом	2	2
238	когда мы	3	2
239	это было	3	2
