N	2gram	Trubetskoy_1	Myshleni
1	то что	7	26
2	что он	4	25
3	в этом	15	25
4	потому что	7	21
5	таким образом	22	19
6	в том	11	18
7	не может	4	18
8	точки зрения	13	18
9	того чтобы	5	17
10	что в	9	16
11	и в	26	16
12	того что	3	16
13	так как	9	16
14	не только	10	16
15	так же	5	15
16	том что	7	15
17	для того	5	14
18	сказать что	2	13
19	в процессе	2	13
20	отношению к	3	12
21	и не	8	12
22	и что	4	12
23	в области	9	12
24	отношение к	5	11
25	в его	5	11
26	но не	8	10
27	а не	5	10
28	в силу	5	10
29	только в	4	10
30	в отношении	6	9
31	может быть	10	9
32	с точки	6	9
33	о том	6	8
34	если бы	3	8
35	мы должны	6	8
36	он не	4	8
37	то же	4	8
38	же как	3	7
39	друг с	5	7
40	в нем	4	7
41	того же	6	7
42	так и	6	7
43	представляет собой	3	7
44	приводит к	2	7
45	с другом	5	7
46	что все	4	6
47	не в	2	6
48	в этой	4	6
49	но если	2	6
50	но и	9	6
51	что оно	4	6
52	и на	2	6
53	но в	7	6
54	состоит в	2	6
55	связанные с	7	6
56	к тому	6	6
57	мы можем	2	6
58	самого начала	2	5
59	никогда не	5	5
60	в своем	3	5
61	на все	2	5
62	для него	3	5
63	как бы	12	5
64	хотя бы	3	5
65	этом отношении	2	5
66	в то	4	5
67	тогда когда	2	5
68	сравнению с	2	5
69	по сравнению	2	5
70	можно сказать	3	5
71	тот же	2	5
72	только что	2	5
73	с самого	3	5
74	в которой	3	5
75	не могут	2	4
76	все эти	6	4
77	с другой	8	4
78	с этой	3	4
79	так что	3	4
80	в свою	2	4
81	при этом	3	4
82	в самом	4	4
83	на этот	4	4
84	именно в	2	4
85	не имеет	5	4
86	и по	4	4
87	что мы	2	4
88	же самое	2	4
89	в результате	3	4
90	к которому	2	4
91	в качестве	3	4
92	еще не	2	4
93	вместе с	15	4
94	этой точки	2	4
95	и т.д	6	4
96	не менее	3	3
97	прежде всего	2	3
98	в смысле	4	3
99	оно является	2	3
100	и как	3	3
101	одной стороны	7	3
102	к нему	7	3
103	и является	2	3
104	если в	3	3
105	мы видели	2	3
106	с одной	7	3
107	как на	8	3
108	а в	4	3
109	больше чем	2	3
110	и с	10	3
111	к его	2	3
112	по своей	2	3
113	в этих	4	3
114	между тем	2	3
115	к жизни	5	3
116	с тем	18	3
117	только не	2	3
118	в одном	3	3
119	к этому	3	3
120	все же	6	3
121	по существу	2	3
122	требует от	2	3
123	по своему	2	3
124	одной из	5	3
125	что и	6	3
126	сих пор	5	3
127	из которых	4	3
128	он в	2	3
129	связи с	9	3
130	ничего общего	2	3
131	до сих	5	3
132	только для	2	2
133	и другие	3	2
134	может ли	2	2
135	и от	4	2
136	но все	7	2
137	этот период	2	2
138	вслед за	2	2
139	одним из	2	2
140	в виду	2	2
141	в котором	4	2
142	из них	7	2
143	все это	6	2
144	те же	2	2
145	образом в	5	2
146	и даже	3	2
147	к ним	3	2
148	и здесь	2	2
149	что эти	3	2
150	на нее	3	2
151	к которым	2	2
152	в них	2	2
153	но при	2	2
154	не с	2	2
155	и к	5	2
156	учение о	4	2
157	все что	2	2
158	со всеми	2	2
159	этот путь	2	2
160	жизни и	2	2
161	и из	2	2
162	когда он	3	2
163	общего с	2	2
164	и потому	6	2
165	благодаря этому	2	2
166	во всех	2	2
167	тому же	5	2
168	а с	7	2
169	но с	3	2
170	не должны	2	2
171	во всяком	6	2
172	всегда на	2	2
173	совершенно иной	2	2
174	из этого	2	2
175	этими двумя	2	2
