N	2gram	Bakhtin_Pr_1	Myshleni
1	то что	8	26
2	что он	2	25
3	в этом	15	25
4	таким образом	10	19
5	в том	8	18
6	не может	27	18
7	точки зрения	8	18
8	того чтобы	2	17
9	что в	7	16
10	и в	38	16
11	того что	2	16
12	не только	9	16
13	том что	3	15
14	понятий и	2	15
15	для того	2	14
16	сказать что	4	13
17	отношению к	19	12
18	по отношению	21	12
19	и не	42	12
20	и что	2	12
21	в области	11	12
22	отношение к	10	11
23	в его	43	11
24	но не	12	10
25	с помощью	7	10
26	было бы	8	10
27	как мы	7	10
28	а не	5	10
29	только в	13	10
30	может быть	26	9
31	с точки	6	9
32	точка зрения	3	8
33	должно быть	5	8
34	о том	4	8
35	как это	2	8
36	в основе	5	8
37	если бы	3	8
38	как и	7	8
39	мы должны	2	8
40	он не	3	8
41	то же	5	8
42	тем самым	4	8
43	и есть	2	7
44	в нем	15	7
45	так и	5	7
46	приводит к	3	7
47	в какой	2	6
48	что все	2	6
49	не в	7	6
50	но и	9	6
51	что оно	2	6
52	и на	3	6
53	но в	4	6
54	мы можем	6	6
55	в другом	2	6
56	должна быть	4	5
57	никогда не	5	5
58	в своем	5	5
59	как бы	22	5
60	не является	3	5
61	хотя бы	4	5
62	этом отношении	2	5
63	не знает	3	5
64	в то	4	5
65	с ним	5	5
66	он должен	2	5
67	можно сказать	2	5
68	как в	4	5
69	можно было	4	5
70	тем что	2	5
71	ничего не	6	5
72	не могут	2	4
73	все эти	5	4
74	с другой	7	4
75	это не	5	4
76	а только	2	4
77	в свою	2	4
78	в пределах	6	4
79	при этом	5	4
80	в самом	7	4
81	в целом	3	4
82	не имеет	9	4
83	же самое	2	4
84	к которому	4	4
85	вообще не	7	4
86	лучшем случае	2	4
87	еще не	7	4
88	за пределы	12	4
89	не есть	6	4
90	могут быть	5	4
91	не менее	4	3
92	в частности	2	3
93	прежде всего	13	3
94	в известной	3	3
95	и как	8	3
96	но это	3	3
97	самом деле	6	3
98	одной стороны	3	3
99	но как	2	3
100	к нему	10	3
101	и тем	3	3
102	в их	10	3
103	с одной	3	3
104	они не	3	3
105	а в	6	3
106	и с	17	3
107	к его	2	3
108	говорить о	3	3
109	в этих	2	3
110	между тем	7	3
111	и более	2	3
112	к этому	2	3
113	он может	2	3
114	все же	6	3
115	по существу	2	3
116	чем в	2	3
117	одной из	3	3
118	что и	2	3
119	не на	5	3
120	показать что	2	3
121	на этом	2	3
122	в себя	2	3
123	из которых	2	3
124	и его	16	3
125	в лучшем	2	3
126	связи с	2	3
127	вопроса о	3	3
128	что эта	2	3
129	в чем	2	3
130	как чисто	2	2
131	я не	2	2
132	мы будем	3	2
133	и другие	2	2
134	себя и	3	2
135	столь же	2	2
136	и от	3	2
137	отношения и	2	2
138	высшей степени	5	2
139	не дает	2	2
140	по поводу	2	2
141	не имеют	2	2
142	имеет место	5	2
143	к предметному	2	2
144	совпадает с	2	2
145	в ней	4	2
146	в виду	4	2
147	совершенно не	7	2
148	в котором	2	2
149	связи и	3	2
150	в своей	7	2
151	в отличие	5	2
152	все это	3	2
153	другой стороны	4	2
154	отношения к	6	2
155	форм и	2	2
156	которую мы	3	2
157	и даже	3	2
158	и другими	3	2
159	на основе	6	2
160	в своих	2	2
161	может иметь	5	2
162	и здесь	2	2
163	в истории	2	2
164	в более	4	2
165	том как	2	2
166	но они	4	2
167	в единстве	12	2
168	их и	2	2
169	в них	5	2
170	можем говорить	2	2
171	вовсе не	2	2
172	его в	9	2
173	есть не	2	2
174	не с	4	2
175	и к	3	2
176	не совпадает	2	2
177	отличие от	5	2
178	у нас	2	2
179	во всем	2	2
180	все что	3	2
181	со всеми	3	2
182	предмета и	2	2
183	в корне	2	2
184	в область	3	2
185	и потому	4	2
186	в высшей	5	2
187	во всех	11	2
188	нами в	2	2
189	но с	3	2
190	должны быть	4	2
191	значение для	3	2
