N	2gram	Losev_Prob_5	Myslijsy
1	потому что	13	46
2	то есть	21	34
3	в том	12	32
4	и в	30	30
5	может быть	7	28
6	то же	2	23
7	не только	18	21
8	только в	9	21
9	для нас	10	20
10	но и	13	19
11	том что	17	18
12	то что	18	18
13	того что	3	18
14	что в	5	17
15	по себе	2	16
16	в себе	4	16
17	не в	7	15
18	и не	12	15
19	а не	5	15
20	таким образом	13	14
21	что и	6	13
22	так как	6	13
23	точно так	3	12
24	вместе с	7	12
25	а в	6	12
26	так и	7	11
27	как и	7	10
28	как в	2	10
29	и что	6	10
30	в этом	17	10
31	в то	4	10
32	только тогда	3	9
33	было бы	4	9
34	в нем	6	9
35	мы не	2	9
36	между тем	2	9
37	тогда когда	4	9
38	в самом	5	8
39	в ней	3	8
40	что не	2	8
41	и то	5	8
42	и без	2	7
43	с другой	6	7
44	вовсе не	8	7
45	к тому	2	7
46	как мы	2	7
47	так что	11	7
48	с тем	5	7
49	но не	7	7
50	с одной	3	7
51	тем что	2	7
52	что только	2	6
53	что он	7	6
54	из них	2	6
55	указывает на	3	6
56	то и	2	6
57	не может	5	6
58	уже не	6	6
59	с ним	3	6
60	уже в	2	5
61	не могут	2	5
62	в них	2	5
63	по крайней	4	5
64	человека и	4	5
65	и как	6	5
66	в своем	11	5
67	еще не	3	5
68	крайней мере	4	5
69	и тем	3	5
70	отношению к	2	5
71	не менее	5	5
72	по отношению	2	5
73	есть только	3	5
74	сказать что	9	5
75	не дается	2	4
76	этот образ	2	4
77	что именно	2	4
78	в смысле	4	4
79	себе а	2	4
80	все что	2	4
81	то время	3	4
82	в его	12	4
83	была бы	2	4
84	в котором	2	4
85	не все	2	4
86	один из	2	4
87	не к	2	4
88	другой стороны	6	4
89	от своих	3	4
90	бы не	3	4
91	и его	6	4
92	или же	2	4
93	он не	3	4
94	если не	4	4
95	для того	3	4
96	тем же	3	4
97	по поводу	2	4
98	того как	5	4
99	быть только	3	4
100	далеко не	4	4
101	прежде всего	6	3
102	и все	9	3
103	к этому	2	3
104	тем не	5	3
105	именно в	3	3
106	есть в	2	3
107	не будет	2	3
108	мы можем	5	3
109	в свою	2	3
110	до сих	2	3
111	можно сказать	6	3
112	одной стороны	3	3
113	при этом	4	3
114	вслед за	2	3
115	никак не	8	3
116	как бы	6	3
117	для себя	5	3
118	на него	2	3
119	человеческой жизни	2	3
120	и тогда	2	3
121	на свое	2	3
122	того чтобы	2	3
123	к нему	3	3
124	в силу	5	3
125	так же	5	3
126	в таком	2	3
127	или в	4	3
128	и на	6	3
129	с d	2	3
130	в начале	3	3
131	и вообще	9	3
132	его в	6	3
133	здесь как	2	3
134	в чем	2	3
135	в которой	5	3
136	не то	2	3
137	сих пор	2	3
138	прежде чем	2	2
139	но все	4	2
140	об этом	4	2
141	связи с	7	2
142	в какой	2	2
143	в одном	3	2
144	находит в	3	2
145	не всегда	3	2
146	на то	2	2
147	от них	2	2
148	отношение к	2	2
149	все в	3	2
150	в ее	3	2
151	в этой	10	2
152	что они	3	2
153	как о	4	2
154	у него	11	2
155	но тем	2	2
156	в большей	2	2
157	несмотря на	6	2
158	на его	2	2
159	он говорит	2	2
160	и о	5	2
161	все же	9	2
162	человека то	2	2
163	же в	3	2
164	жизни и	2	2
165	в своей	22	2
166	и до	2	2
167	в других	3	2
168	в виде	10	2
169	и каждое	2	2
170	а с	4	2
171	но только	3	2
172	самом деле	2	2
173	и даже	14	2
174	и притом	5	2
175	тут же	6	2
176	с этой	2	2
177	ни в	4	2
178	от этого	3	2
179	людей и	13	2
180	точки зрения	10	2
181	во времена	2	2
182	и после	3	2
183	о том	12	2
184	таком случае	2	2
185	в области	2	2
186	и с	5	2
