N	2gram	Voloshinov_2	Myslijsy
1	то есть	2	34
2	то что	4	29
3	может быть	28	26
4	таким образом	14	24
5	в том	7	23
6	и в	19	23
7	в этом	15	23
8	в слове	4	22
9	и не	19	18
10	что в	2	17
11	в языке	7	16
12	при этом	9	15
13	только в	8	15
14	как и	9	14
15	в себе	4	14
16	то же	16	14
17	того что	4	14
18	так как	3	14
19	если бы	11	13
20	том что	10	12
21	не было	3	12
22	а не	9	12
23	по себе	3	11
24	но и	10	11
25	не в	10	11
26	не может	18	11
27	и потому	2	10
28	по отношению	8	10
29	не только	13	10
30	тем что	2	10
31	мы можем	6	10
32	не есть	3	9
33	между тем	6	9
34	в своем	2	8
35	было бы	4	8
36	отношению к	8	8
37	другими словами	2	8
38	мы не	2	8
39	сказать что	4	8
40	о том	3	8
41	но в	7	8
42	по мере	4	7
43	что это	2	7
44	это не	4	7
45	на то	4	7
46	в нем	11	7
47	что и	3	7
48	вовсе не	11	7
49	могут быть	3	7
50	мысли и	3	7
51	с этим	3	7
52	этого слова	5	7
53	независимо от	2	6
54	для того	6	6
55	вместе с	2	6
56	что не	2	6
57	так и	10	6
58	уже в	2	5
59	по крайней	2	5
60	для него	9	5
61	в его	5	5
62	как бы	19	5
63	к нему	5	5
64	крайней мере	2	5
65	допустим что	2	5
66	язык не	3	5
67	одно слово	2	5
68	должно быть	3	5
69	а в	3	5
70	во всяком	3	5
71	тем более	5	5
72	и то	3	5
73	слова и	6	5
74	так сказать	14	5
75	не имеет	3	5
76	и более	7	4
77	каждый раз	3	4
78	и все	6	4
79	что он	4	4
80	до сих	3	4
81	если б	3	4
82	и о	2	4
83	в котором	3	4
84	и тем	4	4
85	между ними	2	4
86	сих пор	3	4
87	да и	3	4
88	только на	4	4
89	и значением	6	4
90	слово в	3	4
91	в истории	3	4
92	в той	5	4
93	того чтобы	6	4
94	хотя бы	6	4
95	так же	5	4
96	с другими	3	4
97	в таком	7	4
98	точки зрения	17	4
99	в каком	3	4
100	в данном	5	4
101	в то	8	4
102	же самое	6	4
103	если же	2	4
104	его в	7	4
105	и с	2	4
106	слова в	8	3
107	все более	2	3
108	к которым	3	3
109	никогда не	7	3
110	связи с	13	3
111	в этих	3	3
112	из одного	4	3
113	в смысле	6	3
114	именно в	2	3
115	не будет	3	3
116	же время	8	3
117	еще не	3	3
118	мы уже	6	3
119	к тому	6	3
120	в самом	6	3
121	и следовательно	6	3
122	всяком случае	2	3
123	слово для	3	3
124	и их	4	3
125	в процессе	18	3
126	только что	3	3
127	языка и	15	3
128	бы не	2	3
129	той же	3	3
130	все эти	3	3
131	на самом	7	3
132	лишь в	14	3
133	самом деле	9	3
134	слово и	3	3
135	должны быть	2	3
136	в речи	2	3
137	ко всем	2	3
138	с ними	4	3
139	и на	5	3
140	и значение	6	3
141	и до	3	3
142	то мы	2	3
143	даже и	2	3
144	от одного	3	3
145	с точки	13	3
146	там где	2	3
147	не существует	3	2
148	самого начала	5	2
149	иное как	2	2
150	в двух	3	2
151	и как	6	2
152	в нашем	2	2
153	самого говорящего	2	2
154	тому что	4	2
155	столь же	3	2
156	с другой	3	2
157	не как	3	2
158	языка в	3	2
159	а как	4	2
160	вопрос о	2	2
161	значение и	2	2
162	для понимания	3	2
163	в различных	3	2
164	и здесь	5	2
165	в ее	3	2
166	говорящего и	2	2
167	у нас	3	2
168	чтобы понять	2	2
169	более и	2	2
170	от него	2	2
171	в большинстве	5	2
172	но что	2	2
173	в свою	6	2
174	данного слова	4	2
175	в сущности	14	2
176	значительной степени	2	2
177	они могут	2	2
178	в ней	3	2
179	он не	3	2
180	не с	2	2
181	и это	3	2
182	его значения	2	2
183	настоящего времени	2	2
184	конечно не	4	2
185	и прежде	2	2
186	стремится к	2	2
187	и для	7	2
188	если мы	6	2
189	выражения как	2	2
190	еще более	2	2
191	как мы	15	2
192	здесь мы	3	2
193	и у	2	2
194	и даже	2	2
195	можем сказать	2	2
196	не так	2	2
197	друг друга	2	2
198	и его	16	2
199	не следует	2	2
200	в более	2	2
201	в виде	2	2
202	влияние на	4	2
203	к его	2	2
204	бы в	4	2
205	его к	2	2
206	таком случае	3	2
207	большинстве случаев	5	2
208	быть и	6	2
209	из него	2	2
210	это было	2	2
