N	3gram	Losev_Dial_3	Problema
1	той или иной	2	11
2	с точки зрения	14	11
3	тем не менее	10	10
4	в том что	3	8
5	это значит что	21	7
6	по крайней мере	5	6
7	сам по себе	5	6
8	с другой стороны	2	6
9	ни в каком	3	5
10	но даже и	2	4
11	во всяком случае	2	4
12	не только не	7	4
13	о том что	5	3
14	и т д	23	3
15	точно так же	2	3
16	ни в коем	3	3
17	того или иного	2	3
18	и тем не	2	3
19	в зависимости от	2	3
20	в коем случае	3	3
21	в то время	4	2
22	хотя и не	2	2
23	даже и не	3	2
24	не говоря уже	2	2
25	уже по одному	2	2
26	тот или иной	2	2
27	сами по себе	3	2
28	в каком смысле	3	2
29	и больше ничего	4	2
30	сама по себе	4	2
31	есть не что	3	2
32	вовсе не есть	5	2
33	не что иное	6	2
34	что иное как	6	2
35	к тому же	2	2
36	и не просто	2	2
37	в сравнении с	3	2
38	и прежде всего	3	2
39	не есть ни	3	2
40	то время как	4	2
