N	2gram	Vygotskiy__5	Formalny
1	и в	30	24
2	художественного произведения	3	23
3	в его	4	23
4	прежде всего	4	22
5	и не	6	20
6	так и	3	18
7	не может	9	16
8	точки зрения	7	16
9	в этом	14	15
10	в нем	7	14
11	может быть	11	14
12	с точки	2	13
13	таким образом	20	13
14	и т	7	12
15	в своем	6	11
16	как и	6	11
17	должно быть	2	11
18	в своей	4	11
19	в их	3	11
20	вовсе не	3	10
21	то же	7	10
22	в ней	4	10
23	а не	8	10
24	и его	6	10
25	и потому	5	9
26	все это	2	9
27	в то	2	9
28	в ее	3	8
29	именно в	6	8
30	в свою	3	8
31	то что	37	8
32	как в	3	8
33	т д	3	8
34	и на	3	8
35	не в	8	8
36	и с	2	8
37	должна быть	2	7
38	до конца	2	7
39	не только	16	7
40	жизни и	6	7
41	но и	6	7
42	на самом	2	7
43	и все	4	6
44	и здесь	6	6
45	было бы	5	6
46	в том	27	6
47	в этой	5	6
48	самом деле	8	6
49	до сих	5	6
50	еще не	5	6
51	как бы	19	6
52	сих пор	5	6
53	в целом	5	6
54	художественное произведение	5	6
55	а в	4	6
56	отношения к	2	6
57	все эти	2	6
58	как это	7	6
59	хотя бы	3	5
60	формы и	3	5
61	должен быть	2	5
62	по себе	7	5
63	в искусстве	6	5
64	у нас	4	5
65	при этом	8	5
66	только на	4	5
67	во всех	2	5
68	в самом	14	5
69	и до	2	5
70	со стороны	3	5
71	как мы	5	5
72	искусства и	5	5
73	того что	8	5
74	с другой	9	5
75	но в	5	5
76	мы увидим	9	4
77	с его	2	4
78	искусства в	2	4
79	в частности	4	4
80	никогда не	9	4
81	не как	3	4
82	стороны и	4	4
83	и к	4	4
84	для этого	9	4
85	одной стороны	12	4
86	если бы	11	4
87	при таком	3	4
88	быть и	2	4
89	так же	13	4
90	по отношению	2	4
91	т п	3	4
92	что в	24	4
93	с одной	12	4
94	как на	11	4
95	в которой	3	4
96	с этой	2	4
97	но не	7	3
98	в отношении	2	3
99	связи с	2	3
100	материала и	5	3
101	и читатель	2	3
102	в них	4	3
103	он должен	8	3
104	ясно что	6	3
105	что он	17	3
106	с помощью	2	3
107	к тому	8	3
108	художественном произведении	2	3
109	для него	3	3
110	это и	2	3
111	и как	7	3
112	зависимости от	7	3
113	в каждом	2	3
114	так например	3	3
115	он не	3	3
116	лучшем случае	3	3
117	один из	5	3
118	все же	7	3
119	же в	2	3
120	когда он	5	3
121	отличается от	2	3
122	сводится к	5	3
123	мы не	3	3
124	и наконец	3	3
125	и даже	2	3
126	между ними	2	3
127	целый ряд	3	3
128	в лучшем	3	3
129	в основе	7	3
130	как она	4	3
131	в себе	5	3
132	произведения искусства	2	3
133	бы в	5	3
134	говорит он	2	3
135	под влиянием	3	2
136	художественной формы	3	2
137	а как	2	2
138	в душе	2	2
139	же как	2	2
140	с тем	8	2
141	искусства как	4	2
142	в нашем	2	2
143	в зависимости	6	2
144	учения о	3	2
145	каждый элемент	2	2
146	сами по	2	2
147	его с	2	2
148	это не	3	2
149	с этим	2	2
150	произведение искусства	6	2
151	страх и	2	2
152	в одном	2	2
153	вопрос о	3	2
154	не можем	4	2
155	том чтобы	2	2
156	и заключается	4	2
157	все время	20	2
158	ни в	3	2
159	нас не	2	2
160	по существу	2	2
161	но все	2	2
162	одна из	3	2
163	если мы	16	2
164	во внешнем	2	2
165	только в	5	2
166	и если	6	2
167	от друга	2	2
168	от того	4	2
169	как раз	13	2
170	в него	4	2
171	только не	5	2
172	еще в	2	2
173	была бы	3	2
174	не с	2	2
175	что и	3	2
176	не есть	4	2
177	друг от	2	2
178	вместе с	12	2
179	не дает	2	2
180	он в	2	2
181	искусства не	2	2
182	и вот	2	2
183	прав когда	5	2
184	и что	23	2
185	приводит к	2	2
186	ни одного	2	2
187	не найдем	2	2
188	в результате	4	2
189	и самый	2	2
190	даже и	2	2
191	или на	2	2
192	в своих	5	2
193	на его	3	2
194	ничего не	2	2
195	если же	2	2
196	и это	8	2
197	во всем	2	2
198	почти не	2	2
199	совершенно справедливо	3	2
