N	2gram	Bakhtin_fo_2	Literetu
1	не только	11	24
2	при этом	6	19
3	в качестве	3	17
4	но и	9	17
5	а не	4	16
6	в том	10	16
7	в частности	5	15
8	том что	4	14
9	может быть	7	13
10	и не	9	12
11	в этом	22	12
12	прежде всего	14	11
13	в своем	5	11
14	то что	7	10
15	не в	9	8
16	и в	46	8
17	только в	11	8
18	как это	2	8
19	в его	8	7
20	как бы	10	7
21	уже не	3	7
22	в себе	4	7
23	как и	8	6
24	связи с	8	6
25	того что	3	6
26	точки зрения	10	6
27	то есть	10	6
28	с этой	4	5
29	что он	3	5
30	же в	4	5
31	же время	4	5
32	а также	3	5
33	как в	4	5
34	не может	2	5
35	то же	8	5
36	уже в	4	5
37	в данном	2	5
38	в то	5	5
39	перестает быть	2	4
40	это не	2	4
41	в конце	2	4
42	но не	5	4
43	еще не	6	4
44	все же	6	4
45	из них	8	4
46	так и	7	4
47	и т.п	2	4
48	никогда не	6	4
49	в связи	8	4
50	лишь в	2	4
51	и его	12	4
52	в этой	2	4
53	мир в	4	4
54	в основе	6	3
55	не было	3	3
56	что в	5	3
57	и есть	2	3
58	с другой	2	3
59	в пределах	5	3
60	и прежде	3	3
61	не мог	2	3
62	у него	9	3
63	том же	4	3
64	один из	2	3
65	и др	5	3
66	жизни и	8	3
67	всего в	3	3
68	в их	3	3
69	по аналогии	2	3
70	а в	3	3
71	таким образом	3	3
72	тем же	2	3
73	и даже	3	3
74	потому что	8	3
75	во всяком	2	3
76	к себе	4	3
77	но в	10	3
78	также и	4	3
79	далеко не	2	3
80	его в	6	3
81	мыслится как	2	3
82	в виду	3	3
83	мира в	3	3
84	на этом	2	2
85	отнюдь не	4	2
86	все они	3	2
87	та же	3	2
88	из этих	4	2
89	их не	2	2
90	человека и	4	2
91	в себя	2	2
92	в индивидуальном	2	2
93	в мире	4	2
94	к тому	3	2
95	в другом	3	2
96	или иной	2	2
97	того же	3	2
98	для него	3	2
99	было бы	2	2
100	вплоть до	2	2
101	не является	3	2
102	в нем	5	2
103	в сущности	2	2
104	жизни с	2	2
105	не на	3	2
106	и только	2	2
107	сказано в	2	2
108	этом отношении	2	2
109	с одной	2	2
110	все эти	5	2
111	с точки	8	2
112	к смерти	4	2
113	роль в	3	2
114	тем более	3	2
115	тем что	3	2
116	могут быть	2	2
117	самим собою	2	2
118	ту же	2	2
119	о том	4	2
120	как он	2	2
