N	2gram	Vygotskiy__6	Analitik
1	не только	16	22
2	и в	28	18
3	как и	6	14
4	так и	6	14
5	в этом	27	14
6	но и	10	13
7	и его	3	13
8	в частности	4	12
9	том что	19	12
10	в качестве	4	12
11	и не	11	12
12	при этом	3	11
13	а в	2	10
14	как бы	11	10
15	может быть	13	9
16	что в	17	9
17	а не	3	9
18	в том	28	9
19	с его	3	8
20	с другой	2	7
21	но не	10	7
22	в его	3	7
23	отношению к	10	7
24	во второй	2	7
25	как раз	6	7
26	по отношению	10	7
27	к тому	10	6
28	не в	4	6
29	для него	6	6
30	еще не	8	6
31	в этой	5	6
32	он не	7	6
33	в их	3	6
34	никогда не	8	5
35	в случае	3	5
36	в конце	2	5
37	прежде всего	2	5
38	того же	7	5
39	в самом	8	5
40	что и	4	5
41	другой стороны	2	5
42	в сущности	7	5
43	той же	4	5
44	мы имеем	4	5
45	представляет собой	3	5
46	не менее	2	4
47	в своем	7	4
48	в одном	2	4
49	состоит в	2	4
50	по себе	3	4
51	что он	18	4
52	можно сказать	6	4
53	и к	6	4
54	и как	6	4
55	во втором	3	4
56	имеем дело	2	4
57	в пределах	5	4
58	все же	2	4
59	принадлежит к	2	4
60	приводит к	6	4
61	внимание на	2	4
62	а и	2	4
63	таким образом	18	4
64	тем самым	8	4
65	и на	5	4
66	в данном	2	4
67	в каждом	3	3
68	были бы	2	3
69	из этих	3	3
70	ключ к	2	3
71	и того	4	3
72	что они	2	3
73	было бы	9	3
74	только не	3	3
75	известной степени	2	3
76	к жизни	4	3
77	в целом	3	3
78	как в	3	3
79	все это	2	3
80	дело с	2	3
81	то же	7	3
82	этом отношении	3	3
83	именно в	4	3
84	до известной	3	3
85	мы не	6	3
86	с этим	4	3
87	точки зрения	13	3
88	одного и	4	3
89	но как	3	3
90	в то	6	3
91	его в	6	3
92	как это	3	3
93	могут быть	5	2
94	для всех	2	2
95	все эти	2	2
96	в них	3	2
97	это не	5	2
98	и от	2	2
99	совершенно очевидно	3	2
100	в нем	7	2
101	несмотря на	2	2
102	то в	5	2
103	с тем	5	2
104	по своему	2	2
105	очевидно что	3	2
106	это и	3	2
107	например в	4	2
108	на его	3	2
109	могли бы	9	2
110	иначе говоря	3	2
111	и той	3	2
112	хотя и	3	2
113	по своей	3	2
114	только к	3	2
115	один из	3	2
116	не с	2	2
117	то что	28	2
118	в первом	4	2
119	когда он	2	2
120	во всех	4	2
121	вместе с	7	2
122	не может	19	2
123	отношения к	3	2
124	на примере	3	2
125	но с	2	2
126	те же	3	2
127	одной и	3	2
128	в себя	3	2
129	в той	4	2
130	самом деле	2	2
131	в значительной	2	2
132	в новую	2	2
133	с точки	10	2
134	и по	3	2
135	в иной	2	2
136	сказать что	13	2
137	мы можем	9	2
138	тем что	8	2
139	как показывает	7	2
140	нуждается в	3	2
141	в себе	4	2
142	и здесь	3	2
143	что мы	11	2
144	только в	18	2
145	и т.д	3	2
146	этого слова	2	2
147	и все	5	2
148	хотя в	2	2
149	там где	7	2
150	когда мы	6	2
151	но в	5	2
152	в новом	2	2
