N	3gram	Tiupa_Hudo_1	Myshleni
1	с точки зрения	3	18
2	в том что	6	15
3	по отношению к	8	7
4	о том что	9	6
5	не может быть	2	5
6	в этом отношении	3	4
7	до сих пор	2	4
8	к тому что	4	3
9	на то что	2	3
10	можно было бы	4	3
11	в первую очередь	2	3
12	такой же мере	2	3
13	в такой же	2	3
14	в равной мере	2	2
15	в значительной степени	2	2
16	в самом деле	4	2
17	том что в	2	2
18	по своей природе	2	2
19	в то же	8	2
20	то же время	8	2
21	вместо того чтобы	2	2
22	в заключительной главе	2	2
23	речь идет о	2	2
