N	2gram	Bakhtin_Fr_6	Myshleni
1	в том	2	33
2	том что	7	27
3	точки зрения	2	26
4	в развитии	2	26
5	то что	10	20
6	в этом	12	19
7	с точки	2	18
8	того что	3	17
9	и в	41	15
10	не только	10	15
11	что в	7	14
12	таким образом	17	14
13	говорит он	2	12
14	что он	6	12
15	того чтобы	4	12
16	в самом	10	11
17	но и	13	10
18	было бы	3	10
19	мы не	2	10
20	в своем	5	9
21	может быть	2	9
22	не может	4	9
23	что мы	2	9
24	о том	9	9
25	в сущности	8	9
26	связи с	2	9
27	так и	5	8
28	никогда не	8	8
29	не в	4	8
30	заключается в	2	8
31	и что	5	8
32	одной стороны	4	7
33	с одной	4	7
34	и не	3	7
35	потому что	3	7
36	как бы	7	7
37	тот же	4	7
38	он не	2	7
39	и т.п	19	7
40	что это	5	6
41	в частности	2	6
42	как мы	12	6
43	в этой	8	6
44	мы уже	18	6
45	мы видели	2	6
46	мы находим	2	6
47	с другой	4	6
48	сказать что	6	6
49	в истории	2	6
50	как он	2	6
51	как это	2	6
52	но в	8	6
53	вовсе не	7	6
54	как и	7	6
55	как известно	2	6
56	вместе с	6	6
57	если мы	2	6
58	самом деле	4	6
59	там где	5	6
60	уже в	4	5
61	представление о	2	5
62	и др	10	5
63	и их	3	5
64	с помощью	6	5
65	и даже	4	5
66	тогда когда	2	5
67	все что	4	5
68	то же	5	5
69	связана с	2	4
70	прежде всего	10	4
71	из этих	2	4
72	что все	2	4
73	для нас	2	4
74	все это	11	4
75	в них	7	4
76	так же	5	4
77	а в	4	4
78	их в	2	4
79	и с	16	4
80	в начале	3	4
81	так как	10	4
82	с его	5	4
83	все же	4	4
84	мы видим	6	4
85	в своей	2	4
86	даже в	4	4
87	как в	4	4
88	как раз	2	4
89	из того	2	4
90	и его	13	4
91	только в	3	4
92	в эту	2	4
93	он сам	3	3
94	все время	4	3
95	мы будем	3	3
96	для этого	2	3
97	во время	9	3
98	человека и	2	3
99	что именно	2	3
100	что они	2	3
101	и сам	3	3
102	при этом	3	3
103	из них	5	3
104	и до	7	3
105	данном случае	2	3
106	этом отношении	3	3
107	все эти	11	3
108	те же	3	3
109	но эта	2	3
110	они не	3	3
111	лишь в	2	3
112	с другими	3	3
113	в результате	4	3
114	в основе	4	3
115	с ним	4	3
116	и все	9	3
117	здесь и	8	3
118	и особенно	3	3
119	с этим	3	3
120	тем более	2	3
121	уже говорили	11	3
122	но не	2	3
123	того же	4	3
124	одной из	3	3
125	а не	2	3
126	или в	6	3
127	значение в	2	3
128	в данном	3	3
129	он в	2	3
130	он является	2	2
131	не могут	2	2
132	что если	2	2
133	в этих	2	2
134	понятно что	2	2
135	перед нами	3	2
136	с этой	3	2
137	на все	3	2
138	и как	4	2
139	как у	3	2
140	и само	2	2
141	только его	2	2
142	в котором	4	2
143	в первой	3	2
144	есть нечто	2	2
145	то он	2	2
146	к себе	2	2
147	но если	2	2
148	говорить о	2	2
149	также и	6	2
150	во всем	5	2
151	мира и	2	2
152	а также	5	2
153	в одном	5	2
154	в книге	3	2
155	у него	7	2
156	для всего	2	2
157	и различные	2	2
158	стороны и	2	2
159	именно в	4	2
160	мы увидим	3	2
161	за пределы	2	2
162	в его	7	2
163	должен быть	2	2
164	раз в	2	2
165	во всех	17	2
166	и самый	3	2
167	и для	3	2
168	но с	2	2
169	той же	5	2
170	другом месте	4	2
171	на которой	2	2
172	тем что	5	2
173	в себе	5	2
174	в другом	4	2
175	и вообще	4	2
176	это все	2	2
