N	2gram	Vygotskiy__1	Istorich
1	и в	23	22
2	в этом	17	17
3	что в	14	15
4	не только	16	14
5	мы видели	2	13
6	но и	14	12
7	и не	9	12
8	и пр	2	11
9	может быть	14	11
10	в этих	2	11
11	таким образом	26	10
12	но в	5	10
13	что он	7	9
14	вместе с	9	9
15	в том	24	9
16	что они	3	8
17	с этим	6	8
18	том что	21	8
19	мы видим	4	8
20	как мы	5	8
21	другой стороны	9	7
22	с другой	10	7
23	к этому	4	7
24	но не	4	7
25	то что	17	7
26	уже не	2	7
27	мы должны	5	7
28	так как	7	7
29	там где	2	7
30	связи с	3	6
31	в них	2	6
32	с ней	2	6
33	то и	3	6
34	а в	2	6
35	то же	8	6
36	в течение	2	6
37	а не	3	6
38	мы можем	6	6
39	ничего не	3	6
40	если бы	5	6
41	в частности	2	5
42	показывает что	3	5
43	до сих	4	5
44	один из	2	5
45	все же	3	5
46	что она	4	5
47	в свете	4	5
48	он не	5	5
49	того что	15	5
50	сих пор	4	5
51	могут быть	3	5
52	в этой	7	5
53	как это	2	4
54	не в	4	4
55	только в	6	4
56	на этом	2	4
57	в свою	4	4
58	она не	3	4
59	связано с	2	4
60	и его	6	4
61	и на	8	4
62	в данном	2	4
63	не может	12	4
64	тем что	6	4
65	представляют собой	2	4
66	все эти	4	4
67	и с	9	4
68	должны были	3	3
69	связана с	2	3
70	я не	3	3
71	что у	2	3
72	превращается в	3	3
73	целый ряд	4	3
74	в одной	3	3
75	и от	3	3
76	и все	5	3
77	представление о	2	3
78	прежде всего	10	3
79	от них	2	3
80	к тому	4	3
81	и к	4	3
82	и эти	2	3
83	а затем	5	3
84	как и	14	3
85	и как	5	3
86	представляет собой	11	3
87	было бы	4	3
88	в его	14	3
89	никогда не	2	3
90	в целом	20	3
91	ее в	2	3
92	данном случае	2	3
93	на нее	2	3
94	так же	16	3
95	его не	3	3
96	сказать что	11	3
97	потому что	6	3
98	и ее	7	3
99	из этих	3	3
100	о том	6	3
101	их в	4	3
102	в чем	4	3
103	если это	2	3
104	одном из	2	3
105	в самых	3	2
106	все время	6	2
107	всех этих	2	2
108	с тем	7	2
109	независимо от	6	2
110	друг другу	3	2
111	но тем	2	2
112	в одном	4	2
113	на все	3	2
114	вовсе не	3	2
115	вопрос о	7	2
116	можно сказать	5	2
117	во всяком	3	2
118	как таковой	2	2
119	ни в	4	2
120	но все	2	2
121	в силу	6	2
122	такой же	3	2
123	и более	5	2
124	об этой	3	2
125	с одной	8	2
126	как в	4	2
127	при этом	4	2
128	в качестве	9	2
129	то время	5	2
130	одной стороны	9	2
131	одного из	3	2
132	себе и	2	2
133	же как	6	2
134	хотя и	2	2
135	его на	2	2
136	и потому	2	2
137	но этот	2	2
138	всяком случае	3	2
139	в котором	4	2
140	даже в	2	2
141	не имеет	2	2
142	не с	2	2
143	отношению к	7	2
144	и это	3	2
145	жизни и	2	2
146	связан с	5	2
147	образом и	3	2
148	так и	5	2
149	по отношению	7	2
150	в своем	3	2
151	той же	2	2
152	если не	3	2
153	этот вопрос	3	2
154	из того	5	2
155	и вот	2	2
156	из этой	2	2
157	и что	5	2
158	и даже	2	2
159	вот почему	2	2
160	время как	4	2
161	в которых	3	2
162	и то	3	2
163	между тем	9	2
164	в виде	2	2
165	точки зрения	26	2
166	в другом	7	2
167	в то	7	2
168	детей в	3	2
169	в наших	3	2
170	с собой	2	2
