N	2gram	Voloshinov_1	Problemy
1	и в	13	46
2	и не	8	27
3	может быть	8	23
4	как бы	6	19
5	не может	8	19
6	в нем	2	17
7	в этом	2	16
8	не только	6	14
9	и т.п	7	14
10	но и	3	12
11	как и	3	12
12	точки зрения	7	11
13	в одном	3	11
14	а не	2	11
15	не в	3	10
16	в пределах	3	10
17	прежде всего	9	9
18	в том	2	9
19	в самом	2	9
20	и все	3	9
21	вовсе не	2	9
22	и к	2	9
23	в его	7	9
24	с точки	5	9
25	в себе	3	7
26	слова и	2	7
27	никогда не	3	6
28	в каждом	4	6
29	к одному	3	6
30	слово в	3	6
31	но в	4	6
32	на фоне	4	6
33	то же	4	6
34	все это	4	6
35	и его	12	6
36	только в	6	6
37	при этом	2	5
38	по отношению	3	5
39	в структуре	2	5
40	так как	3	5
41	за пределы	3	5
42	отношению к	3	5
43	уже в	2	4
44	что в	3	4
45	да и	3	4
46	в их	3	4
47	таким образом	6	4
48	еще и	4	4
49	все эти	2	4
50	и наконец	5	4
51	во всем	2	4
52	мы не	4	4
53	мы можем	4	4
54	превращается в	3	4
55	как в	2	4
56	том что	2	4
57	все же	5	4
58	то что	6	4
59	своего рода	2	4
60	в процессе	5	4
61	так и	3	4
62	самом деле	3	4
63	героя и	2	4
64	в отношении	2	3
65	с другой	2	3
66	но для	3	3
67	и для	3	3
68	и их	7	3
69	другой стороны	2	3
70	так же	2	3
71	с помощью	2	3
72	бы в	2	3
73	если бы	2	3
74	не как	3	3
75	более того	2	3
76	и при	2	3
77	слов и	4	3
78	было бы	4	3
79	кажется что	2	3
80	мы уже	2	3
81	в своей	4	3
82	что же	3	3
83	тем что	2	3
84	и т.д	5	3
85	не менее	2	2
86	только и	4	2
87	к тому	2	2
88	смысле слова	2	2
89	для него	2	2
90	в общем	2	2
91	и следовательно	2	2
92	и является	2	2
93	себе что	2	2
94	и тем	2	2
95	он только	2	2
96	языка и	5	2
97	те же	2	2
98	лишь в	4	2
99	а в	2	2
100	в руках	2	2
101	представим себе	2	2
102	в произведении	2	2
103	между тем	2	2
104	а как	2	2
105	сознания и	2	2
106	с этим	3	2
107	но ведь	5	2
108	и пр	7	2
109	в языке	2	2
110	хотя бы	5	2
111	в данном	2	2
112	от этого	2	2
113	могут быть	2	2
114	в другом	2	2
115	может стать	2	2
116	в поэзии	5	2
117	там где	2	2
118	двух разных	2	2
