N	2gram	Bakhtin_sl_1	Problemy
1	и в	41	34
2	и не	16	29
3	как бы	12	27
4	в его	13	22
5	может быть	14	19
6	в нем	30	19
7	не может	14	19
8	и все	4	19
9	как и	4	18
10	но в	8	16
11	все это	5	16
12	и его	14	16
13	в этом	12	16
14	и с	4	15
15	прежде всего	8	15
16	он не	3	15
17	то же	14	14
18	к нему	5	14
19	для него	3	13
20	но и	16	12
21	же время	12	12
22	и к	5	12
23	потому что	2	12
24	в то	14	12
25	вовсе не	7	11
26	в сущности	13	11
27	на самом	2	11
28	не только	16	10
29	слова и	13	10
30	в отношении	6	9
31	не в	7	9
32	а не	15	9
33	никогда не	3	8
34	в самом	5	8
35	и т	28	8
36	так же	2	8
37	в речах	2	8
38	точки зрения	16	8
39	с ним	7	8
40	и слово	2	8
41	и для	4	8
42	в другом	2	8
43	слова в	8	7
44	и даже	6	7
45	отношении к	6	7
46	все же	7	7
47	с которым	2	7
48	как мы	8	7
49	там где	4	7
50	своему предмету	2	6
51	что они	2	6
52	в пределах	14	6
53	отношение к	7	6
54	и на	14	6
55	с ними	3	6
56	с его	4	6
57	мы уже	2	6
58	так и	11	6
59	т п	23	6
60	в плане	6	6
61	в себе	3	6
62	только в	6	6
63	все время	3	5
64	это не	6	5
65	и от	4	5
66	к тому	3	5
67	так что	2	5
68	того что	3	5
69	и сам	3	5
70	всяком случае	5	5
71	в целом	2	5
72	из них	3	5
73	таким образом	9	5
74	лишь в	4	5
75	а в	6	5
76	чужого слова	2	5
77	и наконец	4	5
78	в одном	2	5
79	на протяжении	2	5
80	даже в	2	5
81	к своему	6	5
82	и у	2	5
83	хотя бы	3	5
84	в слове	7	5
85	во всяком	7	5
86	друг другу	2	4
87	с другой	5	4
88	что все	2	4
89	ни было	2	4
90	на этом	2	4
91	у него	3	4
92	при этом	6	4
93	на его	8	4
94	как к	2	4
95	все эти	9	4
96	рядом с	4	4
97	его слово	2	4
98	к чужому	6	4
99	его в	3	4
100	так как	3	4
101	как раз	2	4
102	бы его	2	4
103	но не	2	4
104	еще не	4	4
105	внутренней речи	3	4
106	бы и	3	4
107	как в	8	4
108	только на	2	4
109	с точки	8	4
110	с другими	5	4
111	он в	5	4
112	в виде	2	4
113	ничего не	4	4
114	в чужих	3	3
115	два голоса	2	3
116	в каждом	4	3
117	своего слова	2	3
118	словом и	3	3
119	в том	3	3
120	сливается с	2	3
121	стиля в	2	3
122	до конца	12	3
123	хотя и	2	3
124	в него	3	3
125	в котором	2	3
126	с ее	4	3
127	другой стороны	4	3
128	его и	3	3
129	как такового	3	3
130	должно быть	2	3
131	в ней	4	3
132	но он	2	3
133	большинстве случаев	6	3
134	в романах	2	3
135	не как	4	3
136	и во	3	3
137	в ее	2	3
138	том что	2	3
139	по своему	2	3
140	между тем	2	3
141	его слова	2	3
142	наконец в	2	3
143	в своей	7	3
144	а с	2	3
145	и то	2	3
146	эти слова	2	3
147	далеко не	5	3
148	а между	2	3
149	голосов и	2	2
150	не было	3	2
151	в роман	19	2
152	свой предмет	2	2
153	тому что	2	2
154	а вовсе	2	2
155	столь же	2	2
156	вообще не	3	2
157	с этой	3	2
158	переходит в	3	2
159	речи героя	2	2
160	на всю	3	2
161	этом случае	2	2
162	или иной	9	2
163	мы и	2	2
164	в большинстве	10	2
165	прямо и	4	2
166	ибо он	2	2
167	друг с	2	2
168	в другой	2	2
169	например в	2	2
170	же и	2	2
171	со всею	2	2
172	был бы	2	2
173	не является	2	2
174	один из	4	2
175	он может	2	2
176	от этой	2	2
177	этого диалога	3	2
178	на слушателя	5	2
179	друг друга	3	2
180	в своем	3	2
181	т д	5	2
182	те же	2	2
183	этот стиль	2	2
184	того или	2	2
185	и мир	5	2
186	с этим	3	2
187	той или	9	2
188	о том	3	2
189	рассказ в	2	2
190	с которыми	2	2
191	сказать что	2	2
192	слово в	10	2
193	вне себя	3	2
194	а как	2	2
195	нисколько не	2	2
196	всех этих	4	2
197	в них	6	2
198	лежит в	4	2
199	выходит за	3	2
200	не с	2	2
201	авторское слово	3	2
202	точек зрения	5	2
203	слово не	2	2
204	как его	5	2
205	более того	3	2
206	то в	2	2
207	того же	6	2
208	с другом	2	2
209	но именно	4	2
210	было бы	3	2
211	конечно не	3	2
212	за пределы	4	2
213	во всех	17	2
214	и потому	4	2
215	о нем	4	2
216	лишь на	3	2
217	войти в	2	2
218	среди других	2	2
219	быть и	4	2
220	так в	2	2
221	слова как	6	2
222	входит в	4	2
223	свои собственные	2	2
224	еще более	5	2
225	в той	10	2
226	уже не	2	2
227	каждое слово	4	2
228	речи в	4	2
229	в которой	4	2
230	той же	2	2
231	такая же	2	2
232	и почти	3	2
233	и ее	3	2
234	и вообще	2	2
235	которые в	3	2
236	так сказать	5	2
237	голоса в	2	2
238	все его	4	2
