N	2gram	Losev_Dial_4	Marksizm
1	может быть	17	28
2	и пр	9	25
3	и в	15	19
4	как бы	14	19
5	и не	30	19
6	не может	11	18
7	точки зрения	14	17
8	то же	9	16
9	и его	7	16
10	в этом	11	15
11	таким образом	5	14
12	лишь в	2	14
13	в сущности	5	14
14	не только	8	13
15	с точки	9	13
16	в нем	5	11
17	если бы	6	11
18	вовсе не	6	11
19	не в	8	10
20	но и	4	10
21	том что	10	10
22	так и	5	10
23	при этом	2	9
24	в основе	10	9
25	как и	7	9
26	это –	25	9
27	а не	18	9
28	отнюдь не	4	8
29	же время	6	8
30	в то	6	8
31	с его	5	8
32	только в	7	8
33	никогда не	2	7
34	в том	11	7
35	но в	3	7
36	прежде всего	11	7
37	и для	5	7
38	в смысле	5	6
39	ни в	8	6
40	и как	4	6
41	в свою	3	6
42	того чтобы	5	6
43	в самом	2	6
44	и следовательно	3	6
45	и все	11	6
46	мы уже	3	6
47	во всех	2	6
48	быть и	3	6
49	если мы	5	6
50	– не	5	6
51	для того	5	6
52	хотя бы	4	6
53	мы можем	3	6
54	свою очередь	2	5
55	– как	5	5
56	слово –	2	5
57	то ни	4	5
58	в их	3	5
59	так же	4	5
60	и на	5	5
61	к этому	3	5
62	– и	4	5
63	– вот	2	5
64	совершенно не	3	5
65	в его	4	5
66	все же	2	5
67	в данном	3	5
68	тем более	6	5
69	отношении к	2	5
70	должна быть	7	4
71	в отношении	2	4
72	это не	12	4
73	на то	5	4
74	той или	4	4
75	то что	16	4
76	и тем	6	4
77	и их	2	4
78	того что	13	4
79	с ними	4	4
80	сказать что	6	4
81	бы в	4	4
82	а как	2	4
83	как раз	4	4
84	– в	15	4
85	что он	7	4
86	было бы	9	4
87	конечно не	2	4
88	– это	5	4
89	и ее	8	4
90	в себе	8	4
91	категории и	2	4
92	ничего не	17	4
93	учение о	5	3
94	перед нами	6	3
95	она является	2	3
96	именно для	2	3
97	да и	2	3
98	в этой	4	3
99	в ней	5	3
100	за пределы	3	3
101	в котором	2	3
102	в каком	5	3
103	с этим	3	3
104	что оно	7	3
105	все эти	3	3
106	не имеет	14	3
107	должно быть	2	3
108	от одного	2	3
109	чем же	2	3
110	не было	2	3
111	в истории	3	3
112	о том	5	3
113	так как	14	3
114	сознания и	3	3
115	не как	4	3
116	по себе	13	3
117	в ее	2	3
118	у нас	3	3
119	самом же	2	3
120	в качестве	2	3
121	еще не	4	3
122	одной из	2	3
123	что и	6	3
124	не есть	40	3
125	не будет	2	3
126	в своей	3	3
127	мы только	2	3
128	только что	2	3
129	той же	5	3
130	и то	3	3
131	во всяком	2	3
132	могут быть	3	3
133	и это	8	3
134	отличие от	2	3
135	что в	7	2
136	что это	13	2
137	иное как	8	2
138	на все	2	2
139	вопрос о	2	2
140	в собственном	3	2
141	они –	5	2
142	теперь мы	7	2
143	лишь как	4	2
144	что они	4	2
145	как о	2	2
146	такое понимание	2	2
147	но что	5	2
148	другими словами	5	2
149	жизни и	4	2
150	в своем	5	2
151	в особенности	4	2
152	отношения к	3	2
153	всегда и	3	2
154	именно в	5	2
155	и даже	6	2
156	можем сказать	2	2
157	коем случае	2	2
158	но для	2	2
159	и с	4	2
160	по крайней	7	2
161	даже и	3	2
162	допустим что	2	2
163	но как	2	2
164	того или	2	2
165	это будет	3	2
166	но они	2	2
167	от этого	3	2
168	лежит в	3	2
169	в жизни	5	2
170	в коем	2	2
171	будет ли	3	2
172	– то	3	2
173	и о	8	2
174	и потому	3	2
175	крайней мере	7	2
176	себя в	2	2
177	нем нет	2	2
178	и именно	2	2
179	собственном смысле	2	2
180	и тогда	2	2
181	– так	2	2
182	бы не	2	2
183	– мы	5	2
184	что не	3	2
185	должны быть	4	2
186	мы не	9	2
187	или в	7	2
188	то мы	3	2
189	тем что	2	2
190	в виде	3	2
191	от него	3	2
192	это было	2	2
193	вместе с	2	2
