N	2gram	Bakhtin_sl_1	Vladivir
1	и в	41	40
2	и не	16	25
3	не только	16	25
4	то есть	26	24
5	у него	3	24
6	но и	16	18
7	в том	3	18
8	том что	2	18
9	также и	3	17
10	в этом	12	16
11	так что	2	14
12	в его	13	14
13	не может	14	14
14	точки зрения	16	13
15	вовсе не	7	13
16	в виде	2	13
17	только в	6	13
18	сказать что	2	12
19	никогда не	3	11
20	таким образом	9	11
21	потому что	2	11
22	о том	3	11
23	прежде всего	8	10
24	и потому	4	10
25	не есть	2	10
26	как раз	2	10
27	и его	14	10
28	уже не	2	9
29	и с	4	9
30	и то	2	9
31	в своей	7	9
32	в себе	3	9
33	в своем	3	8
34	для него	3	8
35	может быть	14	8
36	так же	2	8
37	он не	3	8
38	а также	2	8
39	как мы	8	8
40	а не	15	8
41	что все	2	7
42	к тому	3	7
43	хотя и	2	7
44	а в	6	7
45	так как	3	7
46	того что	3	7
47	в то	14	7
48	как и	4	7
49	и здесь	3	6
50	смысле слова	2	6
51	кроме того	4	6
52	и даже	6	6
53	и на	14	6
54	и от	4	6
55	то в	2	6
56	в смысле	4	6
57	так и	11	6
58	хотя бы	3	6
59	с точки	8	6
60	с другой	5	5
61	для нас	2	5
62	должно быть	2	5
63	в отношении	6	5
64	не было	3	5
65	все эти	9	5
66	в ней	4	5
67	в истории	3	5
68	в одном	2	5
69	у нас	2	5
70	мы уже	2	5
71	или менее	3	5
72	только на	2	5
73	можно было	2	5
74	в данном	3	5
75	более или	3	5
76	ничего не	4	5
77	тому что	2	4
78	до конца	12	4
79	такого рода	2	4
80	в самом	5	4
81	в котором	2	4
82	бы и	3	4
83	в результате	3	4
84	и все	4	4
85	не с	2	4
86	по существу	3	4
87	но не	2	4
88	то время	2	4
89	здесь в	4	4
90	еще не	4	4
91	было бы	3	4
92	и о	2	4
93	в основном	3	4
94	даже в	2	4
95	то же	14	4
96	а с	2	4
97	если мы	2	4
98	все же	7	4
99	но в	8	4
100	перед нами	4	3
101	же как	2	3
102	в качестве	3	3
103	это не	6	3
104	из этих	3	3
105	одной стороны	4	3
106	при этом	6	3
107	как бы	12	3
108	всяком случае	5	3
109	был бы	2	3
110	и тем	2	3
111	в нем	30	3
112	к нему	5	3
113	с одной	4	3
114	именно в	3	3
115	нисколько не	2	3
116	в духе	2	3
117	и чисто	3	3
118	за пределы	4	3
119	оно не	6	3
120	на самом	2	3
121	и у	2	3
122	и эта	2	3
123	не в	7	3
124	и для	4	3
125	во всяком	7	3
126	и вообще	2	3
127	далеко не	5	3
128	здесь не	2	3
129	не могут	3	2
130	в тонах	3	2
131	в этих	2	2
132	все они	7	2
133	с этой	3	2
134	для понимания	2	2
135	к своему	6	2
136	мы и	2	2
137	те или	3	2
138	же время	12	2
139	и наконец	4	2
140	же и	2	2
141	той или	9	2
142	не является	2	2
143	в целом	2	2
144	в их	4	2
145	другой стороны	4	2
146	в разных	3	2
147	точке зрения	2	2
148	и по	2	2
149	друг друга	3	2
150	время как	2	2
151	его в	3	2
152	с его	4	2
153	тем чем	3	2
154	не как	4	2
155	с этим	3	2
156	к этому	2	2
157	и к	5	2
158	того же	6	2
159	одно и	2	2
160	она не	3	2
161	из них	3	2
162	одной из	3	2
163	совершенно не	2	2
164	в сущности	13	2
165	по преимуществу	4	2
166	но оно	3	2
167	на почве	4	2
168	данном случае	3	2
169	быть и	4	2
170	из этого	3	2
171	и речи	2	2
172	при всем	3	2
173	не на	5	2
174	или иные	3	2
175	всех своих	2	2
176	для того	2	2
177	роль в	2	2
178	мы не	2	2
179	от этого	2	2
180	и самая	2	2
181	в другом	2	2
182	связи с	2	2
183	в которой	4	2
