N	2gram	Potebnia_M_2	FransuaR
1	и в	24	65
2	то есть	30	45
3	как бы	9	22
4	и не	19	22
5	вовсе не	9	18
6	в том	18	16
7	в этом	8	15
8	но в	4	14
9	в нем	9	13
10	прежде всего	7	11
11	и на	8	11
12	и его	2	10
13	и потому	2	10
14	не только	15	10
15	но и	9	10
16	так и	5	10
17	все эти	2	10
18	в его	2	9
19	во всех	7	9
20	все это	2	9
21	всех этих	2	8
22	за пределы	2	8
23	его в	3	7
24	влияние на	4	7
25	только в	11	7
26	главным образом	4	6
27	никогда не	4	6
28	том что	8	6
29	все же	5	6
30	еще не	4	6
31	при этом	13	6
32	может быть	23	6
33	в ней	3	6
34	на самом	2	6
35	и у	3	6
36	сказать что	2	6
37	одно из	3	6
38	так как	10	6
39	с его	2	5
40	в одном	6	5
41	в них	5	5
42	превращается в	2	5
43	потому что	49	5
44	есть в	2	5
45	рядом с	3	5
46	для него	10	5
47	как в	10	5
48	как и	7	5
49	между тем	6	5
50	и все	3	5
51	в общем	2	4
52	связи с	6	4
53	не в	13	4
54	в самом	4	4
55	из них	5	4
56	сих пор	4	4
57	до сих	4	4
58	для нас	31	4
59	между ними	2	4
60	во время	4	4
61	так сказать	4	4
62	в жизни	2	4
63	не могут	7	3
64	но на	2	3
65	что в	16	3
66	перестает быть	2	3
67	в состоянии	6	3
68	это не	3	3
69	и во	3	3
70	что он	4	3
71	но все	2	3
72	но это	3	3
73	в самой	3	3
74	самом деле	2	3
75	в ряду	6	3
76	то что	20	3
77	и их	5	3
78	не может	12	3
79	и других	2	3
80	в себя	2	3
81	уже не	4	3
82	с другой	6	3
83	друг друга	2	3
84	в других	4	3
85	даже и	2	3
86	в себе	10	3
87	и вообще	3	3
88	далеко не	3	3
89	и здесь	2	3
90	с ним	5	3
91	но не	12	2
92	и от	3	2
93	из этих	4	2
94	стремление к	2	2
95	во многих	3	2
96	на все	3	2
97	значение и	2	2
98	ни с	2	2
99	бы ни	5	2
100	так например	3	2
101	нам кажется	4	2
102	же в	5	2
103	мы видим	2	2
104	от него	4	2
105	одной стороны	3	2
106	например в	3	2
107	между прочим	4	2
108	от того	5	2
109	хотя и	3	2
110	его на	2	2
111	это определение	2	2
112	и для	3	2
113	в целом	3	2
114	в некоторых	4	2
115	на него	3	2
116	отношения к	2	2
117	с одной	4	2
118	того что	7	2
119	что не	5	2
120	что мы	11	2
121	и по	2	2
122	есть только	6	2
123	в таком	4	2
124	или в	2	2
125	образом в	4	2
126	их в	2	2
127	в этих	3	2
128	быть только	2	2
129	могут быть	8	2
130	во всем	2	2
131	о том	5	2
132	и это	2	2
133	бы быть	3	2
134	в чем	7	2
135	это было	2	2
