N	2gram	Bakhtin_fo_1	Myslijsy
1	то есть	33	34
2	потому что	4	33
3	то что	6	29
4	может быть	11	26
5	таким образом	11	24
6	в том	9	23
7	и в	50	23
8	в этом	25	23
9	и проч	4	18
10	и не	14	18
11	что в	5	17
12	при этом	3	15
13	только в	4	15
14	для нас	2	14
15	как и	8	14
16	в себе	3	14
17	то же	11	14
18	того что	2	14
19	так как	6	14
20	если бы	5	13
21	том что	4	12
22	не было	7	12
23	а не	3	12
24	по себе	2	11
25	но и	8	11
26	не в	5	11
27	не может	6	11
28	и потому	3	10
29	что мы	2	10
30	по отношению	3	10
31	не только	9	10
32	тем что	2	10
33	в своем	4	8
34	было бы	2	8
35	тогда когда	2	8
36	отношению к	5	8
37	мы не	3	8
38	сказать что	3	8
39	но в	10	8
40	с тем	3	7
41	это не	6	7
42	в нем	24	7
43	что и	3	7
44	вовсе не	13	7
45	и т	8	7
46	могут быть	5	7
47	как в	6	7
48	с этим	6	7
49	и к	2	6
50	для того	5	6
51	вместе с	3	6
52	что не	3	6
53	в которой	2	6
54	так и	12	6
55	уже в	2	5
56	есть только	2	5
57	для него	2	5
58	хотя и	3	5
59	в его	13	5
60	как бы	2	5
61	все это	4	5
62	а в	3	5
63	с ним	2	5
64	во всяком	3	5
65	и то	4	5
66	слова и	2	5
67	есть в	2	5
68	так сказать	7	5
69	не имеет	4	5
70	и все	6	4
71	что все	2	4
72	есть не	3	4
73	до сих	3	4
74	и может	2	4
75	в одном	3	4
76	в котором	4	4
77	между ними	3	4
78	сих пор	3	4
79	да и	3	4
80	только на	3	4
81	в истории	2	4
82	в той	4	4
83	того чтобы	5	4
84	хотя бы	2	4
85	так же	6	4
86	с другими	3	4
87	в таком	3	4
88	точки зрения	5	4
89	в каком	2	4
90	в данном	2	4
91	т п	8	4
92	в то	9	4
93	его в	3	4
94	и с	4	4
95	никогда не	2	3
96	связи с	6	3
97	в этих	3	3
98	в них	4	3
99	человека и	11	3
100	как человек	4	3
101	именно в	3	3
102	же время	9	3
103	кроме того	4	3
104	еще не	5	3
105	мы уже	11	3
106	к тому	3	3
107	например в	6	3
108	в самом	8	3
109	и следовательно	4	3
110	в виду	3	3
111	и их	8	3
112	нет ничего	4	3
113	в процессе	4	3
114	связь между	2	3
115	той же	2	3
116	в разных	5	3
117	все эти	9	3
118	и других	3	3
119	те же	2	3
120	уже не	2	3
121	лишь в	6	3
122	и по	2	3
123	а мы	2	3
124	и на	8	3
125	и до	5	3
126	в которых	2	3
127	их в	3	3
128	ту же	2	3
129	с точки	2	3
130	там где	2	3
131	можно только	2	2
132	не могут	3	2
133	самого начала	2	2
134	не были	2	2
135	том же	2	2
136	и как	10	2
137	в нашем	2	2
138	из нее	2	2
139	с другой	2	2
140	оно не	2	2
141	не как	2	2
142	же что	2	2
143	в образе	5	2
144	а как	3	2
145	вопрос о	2	2
146	значение и	3	2
147	в различных	2	2
148	отношение к	2	2
149	в ее	6	2
150	в самой	2	2
151	было и	4	2
152	об этом	2	2
153	мы и	4	2
154	чем в	2	2
155	лишь один	2	2
156	равно как	2	2
157	в свою	2	2
158	в греческом	24	2
159	в это	2	2
160	в сущности	3	2
161	к ним	2	2
162	в ней	4	2
163	он не	5	2
164	никто не	2	2
165	и др	9	2
166	как оно	2	2
167	один из	3	2
168	и это	4	2
169	можно назвать	2	2
170	конечно не	4	2
171	природы и	2	2
172	даже не	2	2
173	и прежде	2	2
174	как она	2	2
175	этот образ	2	2
176	мы видим	3	2
177	происходит в	2	2
178	и для	4	2
179	если мы	2	2
180	в течение	2	2
181	еще более	3	2
182	человека в	17	2
183	но эта	3	2
184	как мы	14	2
185	и у	5	2
186	и даже	2	2
187	друг друга	3	2
188	и его	16	2
189	в других	9	2
190	нас в	3	2
191	в более	2	2
192	к ней	2	2
193	влияние на	4	2
194	и вообще	2	2
195	мы должны	2	2
196	быть и	2	2
197	ни к	3	2
198	имеет в	2	2
