N	2gram	Trubetskoy_1	FransuaR
1	и в	14	49
2	прежде всего	8	19
3	в его	4	18
4	не только	9	17
5	и на	5	17
6	и не	19	15
7	в этом	17	15
8	только в	5	13
9	но и	10	13
10	во время	2	12
11	как и	4	11
12	как бы	4	11
13	в этой	4	10
14	все это	6	9
15	для него	6	9
16	в нем	5	9
17	все же	4	7
18	жизни и	4	7
19	не может	22	7
20	таким образом	11	7
21	то же	11	7
22	все эти	2	7
23	именно в	3	6
24	то что	13	6
25	же время	10	6
26	мы уже	2	6
27	во всех	5	6
28	и с	7	6
29	точки зрения	11	6
30	в то	10	6
31	так как	4	6
32	никогда не	5	5
33	в своем	6	5
34	из этих	3	5
35	в начале	2	5
36	но не	4	5
37	при этом	5	5
38	может быть	9	5
39	и потому	3	5
40	в своей	5	5
41	с точки	9	5
42	и более	2	4
43	и во	3	4
44	и к	6	4
45	в себе	9	4
46	том что	9	4
47	одна из	3	4
48	и о	2	4
49	в своих	6	4
50	благодаря этому	2	4
51	в этих	2	4
52	сих пор	5	4
53	до сих	5	4
54	отношения к	2	4
55	не было	3	4
56	а в	5	4
57	лишь в	3	4
58	как на	8	4
59	в области	2	4
60	тем что	3	4
61	с ним	2	4
62	но в	2	4
63	место в	2	3
64	всех этих	3	3
65	в течение	2	3
66	жизни в	5	3
67	что он	6	3
68	был и	3	3
69	в том	17	3
70	да и	3	3
71	во всем	4	3
72	в значительной	3	3
73	было бы	5	3
74	из них	3	3
75	несмотря на	3	3
76	в самом	3	3
77	ни в	2	3
78	на земле	4	3
79	что для	3	3
80	культуры и	2	3
81	и вот	2	3
82	только с	2	3
83	к нему	2	3
84	можно было	4	3
85	их в	2	3
86	о том	7	3
87	связи с	3	2
88	что в	4	2
89	для них	3	2
90	в меру	2	2
91	но даже	2	2
92	в качестве	3	2
93	точку зрения	4	2
94	не подлежит	2	2
95	этой культуры	2	2
96	даже и	2	2
97	это в	2	2
98	на то	5	2
99	по существу	5	2
100	но это	2	2
101	что они	3	2
102	все что	4	2
103	еще не	3	2
104	совершенно не	2	2
105	видеть в	2	2
106	у него	2	2
107	в ней	2	2
108	себе и	4	2
109	на этой	2	2
110	в мире	4	2
111	вместе с	4	2
112	на совершенно	2	2
113	ее в	2	2
114	в их	4	2
115	целый ряд	2	2
116	вряд ли	3	2
117	на самом	6	2
118	именно на	2	2
119	того чтобы	8	2
120	и даже	2	2
121	так же	2	2
122	во всяком	9	2
123	одной из	3	2
124	что только	2	2
125	в другом	3	2
126	мы должны	7	2
127	на эту	2	2
128	и т.д	4	2
129	в конце	3	2
130	всяком случае	6	2
131	мы можем	2	2
