N	2gram	Vinokur_Ku_1	Psycholo
1	то что	9	44
2	и в	24	33
3	в этом	14	28
4	как бы	7	25
5	и что	5	25
6	потому что	23	24
7	для того	16	23
8	может быть	13	22
9	том что	21	22
10	того чтобы	17	22
11	что в	17	21
12	в том	30	21
13	о том	9	20
14	что он	6	20
15	и мы	2	15
16	как это	3	14
17	что это	5	13
18	таким образом	12	13
19	и не	12	13
20	так же	4	13
21	все это	6	13
22	к тому	5	12
23	в самом	10	12
24	и все	2	12
25	так как	9	12
26	было бы	15	12
27	если мы	2	12
28	самом деле	9	12
29	что все	2	11
30	он не	2	11
31	на то	4	10
32	что она	3	10
33	не может	7	10
34	в его	12	10
35	если бы	9	10
36	в этой	3	9
37	и если	3	9
38	по себе	2	9
39	как раз	8	9
40	то же	8	9
41	для этого	3	8
42	в каком	2	8
43	вместе с	7	8
44	в своем	3	7
45	для нас	2	7
46	до конца	2	7
47	так что	4	7
48	в нем	4	7
49	не только	10	7
50	когда он	3	7
51	тому что	3	6
52	это не	7	6
53	в самой	4	6
54	что они	4	6
55	в ней	6	6
56	и т	33	6
57	все эти	6	6
58	точки зрения	14	6
59	когда мы	2	6
60	как на	3	6
61	в сущности	3	6
62	никак не	2	6
63	на самом	2	6
64	а не	8	6
65	в себе	3	6
66	казалось бы	3	5
67	никогда не	2	5
68	в какой	6	5
69	нисколько не	3	5
70	и как	2	5
71	в целом	4	5
72	целый ряд	5	5
73	и на	4	5
74	вовсе не	10	5
75	с ним	5	5
76	ясно что	3	5
77	с этим	4	5
78	это и	4	5
79	как и	2	5
80	и может	3	5
81	и его	5	5
82	все же	12	5
83	заключается в	2	5
84	я не	2	4
85	и есть	2	4
86	в частности	4	4
87	так например	2	4
88	том чтобы	8	4
89	из них	4	4
90	смысл и	2	4
91	а в	5	4
92	не просто	5	4
93	того что	9	4
94	с этой	2	4
95	с тем	5	4
96	у нас	10	4
97	о нем	2	4
98	в своей	2	4
99	ее в	2	4
100	что не	5	4
101	с точки	9	4
102	той же	3	4
103	в таком	3	4
104	можно было	6	4
105	только в	11	4
106	слова и	4	4
107	в которой	6	4
108	это было	2	4
109	что если	2	3
110	в сторону	2	3
111	что оно	3	3
112	и говорит	2	3
113	ни в	2	3
114	что его	2	3
115	тот же	2	3
116	должно быть	3	3
117	в пределах	4	3
118	например в	5	3
119	но если	2	3
120	всяком случае	5	3
121	был бы	2	3
122	то это	3	3
123	но и	6	3
124	конечно не	2	3
125	не было	3	3
126	увидим что	2	3
127	в которых	6	3
128	и здесь	3	3
129	в то	2	3
130	во все	2	3
131	том как	3	3
132	смысле этого	3	3
133	в одном	3	3
134	идет о	2	3
135	но не	5	3
136	ли это	2	3
137	до сих	4	3
138	речь идет	2	3
139	что и	4	3
140	сих пор	4	3
141	так и	7	3
142	как в	4	3
143	слова как	3	3
144	как я	2	3
145	тем самым	4	3
146	и он	3	3
147	и для	2	3
148	во всяком	5	3
149	от этого	2	3
150	тем что	8	3
151	т п	18	3
152	этого слова	3	3
153	в той	5	3
154	на этот	2	3
155	уже в	3	2
156	бы и	2	2
157	ему нужно	3	2
158	с другой	7	2
159	из этих	4	2
160	была бы	3	2
161	прежде всего	9	2
162	вопрос о	2	2
163	в тех	4	2
164	но все	2	2
165	же время	2	2
166	при этом	6	2
167	себе и	2	2
168	и является	4	2
169	в виду	5	2
170	все те	2	2
171	в котором	3	2
172	не является	2	2
173	один из	4	2
174	в их	3	2
175	другой стороны	6	2
176	действия и	2	2
177	т д	14	2
178	свидетельствуют о	2	2
179	именно в	6	2
180	не имеет	2	2
181	в результате	5	2
182	и с	5	2
183	одно из	2	2
184	могли бы	2	2
185	также и	2	2
186	не в	11	2
187	и потому	4	2
188	на примере	2	2
189	мы имеем	6	2
190	но в	2	2
191	с его	4	2
192	в них	7	2
193	что касается	2	2
194	и эти	3	2
195	меньше всего	2	2
196	по существу	4	2
197	а на	2	2
198	можно сказать	3	2
199	мы увидим	3	2
200	в это	2	2
201	иначе говоря	2	2
202	однако не	6	2
203	даже в	3	2
204	не все	2	2
205	что эти	4	2
206	и именно	2	2
207	со стороны	4	2
208	внимание на	4	2
209	не на	4	2
210	а с	3	2
211	прав когда	2	2
212	сводится к	3	2
213	ни одного	2	2
214	хотя бы	10	2
215	слов в	2	2
216	и то	3	2
217	связи с	7	2
218	не потому	5	2
219	ничего не	2	2
