N	2gram	Trubetskoy_1	Myshleni
1	в этом	15	29
2	точки зрения	13	28
3	и в	26	26
4	не только	10	24
5	то что	7	24
6	таким образом	22	23
7	с точки	6	21
8	представляет собой	3	19
9	того чтобы	5	19
10	в том	11	18
11	и не	8	18
12	для того	5	18
13	том что	7	17
14	потому что	7	16
15	того что	3	14
16	так же	5	14
17	так как	9	14
18	что в	9	12
19	вместе с	15	12
20	в которой	3	11
21	но и	9	11
22	только не	2	11
23	не может	4	11
24	по своей	2	10
25	по своему	2	9
26	в самом	4	9
27	по сравнению	2	9
28	что мы	2	9
29	в себе	6	9
30	же как	3	8
31	то же	4	8
32	сказать что	2	8
33	сравнению с	2	8
34	что он	4	8
35	только в	4	8
36	самого начала	2	7
37	к тому	6	7
38	представление о	6	7
39	прежде всего	2	7
40	с самого	3	7
41	может быть	10	7
42	и к	5	7
43	в смысле	4	6
44	именно в	2	6
45	как на	8	6
46	мы должны	6	6
47	как бы	12	6
48	все что	2	6
49	и что	4	6
50	во всех	2	6
51	все эти	6	6
52	все же	6	6
53	а не	5	6
54	что это	3	6
55	с этой	3	5
56	можно сказать	3	5
57	одной стороны	7	5
58	если бы	3	5
59	в виду	2	5
60	с одной	7	5
61	и с	10	5
62	одно из	2	5
63	в начале	2	5
64	же самое	2	5
65	с тем	18	5
66	тогда когда	2	5
67	из всех	3	5
68	в силу	5	5
69	в качестве	3	5
70	отношению к	3	5
71	в процессе	2	5
72	только что	2	5
73	и для	5	5
74	не менее	3	4
75	не могут	2	4
76	никогда не	5	4
77	с другой	8	4
78	и от	4	4
79	в конце	6	4
80	на то	2	4
81	в пользу	2	4
82	так что	3	4
83	в котором	4	4
84	если в	3	4
85	целый ряд	4	4
86	этой точки	2	4
87	и наконец	2	4
88	в его	5	4
89	о том	6	4
90	но в	7	4
91	связи с	9	4
92	еще не	2	4
93	одной из	5	4
94	приводит к	2	4
95	что оно	4	4
96	не в	2	4
97	и только	4	4
98	в области	9	4
99	связана с	2	3
100	учение о	4	3
101	для этого	2	3
102	все это	6	3
103	из этих	10	3
104	исторического развития	2	3
105	тем не	3	3
106	для него	3	3
107	и является	2	3
108	мы видели	2	3
109	этом отношении	2	3
110	в самой	2	3
111	и по	4	3
112	он не	4	3
113	что эти	3	3
114	состоит в	2	3
115	в то	4	3
116	но не	8	3
117	и другой	2	3
118	до сих	5	3
119	и о	3	3
120	и потому	6	3
121	что и	6	3
122	сих пор	5	3
123	так и	6	3
124	к нему	7	3
125	отличается от	2	3
126	с другими	4	3
127	мы можем	2	3
128	в этой	4	3
129	уже в	2	2
130	в этих	4	2
131	друг с	5	2
132	точно так	3	2
133	что все	4	2
134	и вместе	4	2
135	его от	2	2
136	этот период	2	2
137	в свою	2	2
138	случае не	3	2
139	несмотря на	6	2
140	одним из	2	2
141	но если	2	2
142	один из	2	2
143	в нем	4	2
144	отношение к	5	2
145	одновременно и	2	2
146	образом в	5	2
147	лишь в	5	2
148	и больше	2	2
149	не имеет	5	2
150	а в	4	2
151	в которых	4	2
152	к его	2	2
153	признать что	2	2
154	во время	4	2
155	к этому	3	2
156	и здесь	2	2
157	и при	3	2
158	со всеми	2	2
159	этот факт	2	2
160	никем не	2	2
161	наконец в	2	2
162	должно было	2	2
163	относится к	2	2
164	с ней	3	2
165	благодаря этому	2	2
166	к другу	2	2
167	из этого	2	2
168	по своим	2	2
169	оказывается что	3	2
170	в отношении	6	2
171	но с	3	2
172	ко всему	2	2
173	из которых	4	2
174	во всяком	6	2
175	не могла	2	2
176	с другом	5	2
177	которые в	2	2
