N	2gram	Losev_Prob_2	Psycholo
1	то что	38	44
2	и в	35	33
3	в этом	17	28
4	как бы	4	25
5	и что	13	25
6	потому что	13	24
7	для того	3	23
8	может быть	18	22
9	том что	19	22
10	того чтобы	2	22
11	что в	11	21
12	в том	12	21
13	о том	18	20
14	что он	4	20
15	и мы	2	15
16	таким образом	4	13
17	и не	37	13
18	так же	5	13
19	сказать что	24	13
20	то есть	39	13
21	все это	4	13
22	к тому	3	12
23	в самом	5	12
24	и все	5	12
25	так как	7	12
26	было бы	8	12
27	если мы	9	12
28	самом деле	4	12
29	что все	6	11
30	он не	2	11
31	на то	6	10
32	что она	4	10
33	не может	13	10
34	в его	7	10
35	если бы	4	10
36	в этой	9	9
37	и если	3	9
38	по себе	8	9
39	как раз	8	9
40	то же	5	9
41	в конце	7	8
42	для этого	3	8
43	в каком	4	8
44	вместе с	2	8
45	как будто	6	8
46	в своем	4	7
47	для нас	9	7
48	так что	11	7
49	и только	4	7
50	не только	24	7
51	перед нами	2	6
52	тому что	3	6
53	что они	3	6
54	в ней	2	6
55	и т	6	6
56	все эти	7	6
57	точки зрения	2	6
58	что мы	14	6
59	же самое	6	6
60	когда мы	6	6
61	как на	2	6
62	мы должны	3	6
63	никак не	11	6
64	на самом	4	6
65	а не	10	6
66	в себе	5	6
67	самого начала	2	5
68	казалось бы	7	5
69	с самого	3	5
70	и как	4	5
71	в целом	3	5
72	мы не	7	5
73	что для	3	5
74	и на	5	5
75	вовсе не	37	5
76	мы можем	6	5
77	ясно что	8	5
78	с этим	5	5
79	это и	3	5
80	как и	5	5
81	мы уже	3	5
82	все же	8	5
83	заключается в	4	5
84	и это	5	5
85	из этого	2	5
86	смысла и	2	4
87	и есть	4	4
88	в частности	5	4
89	это в	2	4
90	совершенно не	2	4
91	а в	4	4
92	не просто	11	4
93	того что	12	4
94	при помощи	8	4
95	с тем	3	4
96	об этом	2	4
97	у нас	18	4
98	одна из	3	4
99	никто не	3	4
100	и о	4	4
101	о нем	2	4
102	не будет	11	4
103	на него	2	4
104	как мы	5	4
105	что не	5	4
106	той же	2	4
107	в таком	11	4
108	можно было	5	4
109	по поводу	2	4
110	только в	14	4
111	слова и	4	4
112	не то	2	4
113	это было	2	4
114	сама по	4	3
115	что если	4	3
116	с одной	5	3
117	что оно	2	3
118	это то	5	3
119	точно так	3	3
120	что может	2	3
121	ни в	6	3
122	тот же	4	3
123	должно быть	2	3
124	не можем	4	3
125	одной стороны	5	3
126	но если	4	3
127	всяком случае	10	3
128	был бы	6	3
129	то это	3	3
130	но и	16	3
131	конечно не	2	3
132	не было	3	3
133	здесь мы	3	3
134	в своих	3	3
135	их в	4	3
136	и здесь	4	3
137	в то	6	3
138	во все	2	3
139	его в	3	3
140	в основе	3	3
141	всех этих	4	3
142	бы мы	2	3
143	при таком	2	3
144	бы его	2	3
145	говорить о	10	3
146	но не	4	3
147	указывает на	5	3
148	ли это	2	3
149	до сих	4	3
150	она не	3	3
151	мы в	3	3
152	это совершенно	2	3
153	конце концов	7	3
154	говоря мы	2	3
155	и этот	3	3
156	речь идет	2	3
157	сами по	2	3
158	что и	2	3
159	или его	2	3
160	сих пор	4	3
161	так и	7	3
162	да и	10	3
163	слова как	3	3
164	тем самым	7	3
165	из которых	2	3
166	и для	6	3
167	во всяком	13	3
168	тем что	4	3
169	мы все	3	3
170	в виде	6	3
171	далеко не	4	3
172	в той	2	3
173	как только	3	2
174	уже в	3	2
175	не был	4	2
176	бы и	7	2
177	с другой	6	2
178	основана на	2	2
179	в каком-то	3	2
180	и от	3	2
181	из этих	3	2
182	прежде всего	11	2
183	вопрос о	3	2
184	в такой	2	2
185	уже с	2	2
186	мы могли	2	2
187	в тех	2	2
188	оно является	2	2
189	без всякого	4	2
190	и конечно	2	2
191	в нее	2	2
192	но все	2	2
193	нет никакой	2	2
194	и всякий	3	2
195	знает что	2	2
196	никак нельзя	3	2
197	в нашей	3	2
198	при этом	3	2
199	в действительности	2	2
200	себе и	2	2
201	и той	4	2
202	и является	3	2
203	в виду	8	2
204	не является	7	2
205	один из	3	2
206	но мы	3	2
207	нам кажется	2	2
208	о них	2	2
209	в их	3	2
210	допустим что	2	2
211	другой стороны	5	2
212	т д	6	2
213	и наконец	3	2
214	не имеет	7	2
215	есть только	8	2
216	нам в	2	2
217	в результате	4	2
218	и с	10	2
219	именно как	4	2
220	могли бы	3	2
221	также и	12	2
222	не в	2	2
223	который он	2	2
224	бы не	3	2
225	слово в	2	2
226	но в	6	2
227	же мы	2	2
228	только не	3	2
229	до тех	4	2
230	в них	2	2
231	заставляет нас	2	2
232	что всякий	5	2
233	и к	3	2
234	о которых	3	2
235	ли он	3	2
236	для нашей	3	2
237	представляет собой	2	2
238	что при	4	2
239	тех пор	4	2
240	можно сказать	6	2
241	во всех	2	2
242	большей частью	3	2
243	точном смысле	2	2
244	даже в	2	2
245	бы то	2	2
246	не все	4	2
247	всей этой	3	2
248	даже не	3	2
249	оказывается что	3	2
250	внимание на	3	2
251	нами в	2	2
252	одной и	2	2
253	сводится к	2	2
254	хотя бы	12	2
255	тому как	3	2
256	и то	10	2
257	ничем не	2	2
258	и ее	2	2
259	связи с	5	2
260	просто на	2	2
261	только с	2	2
262	едва ли	9	2
263	ничего не	10	2
264	то чтобы	2	2
