N	2gram	Voloshinov_1	SlovoVZh
1	не может	12	16
2	точки зрения	10	14
3	может быть	13	14
4	и его	7	13
5	как бы	28	13
6	таким образом	7	12
7	и в	38	12
8	в нашем	5	11
9	и не	14	10
10	если бы	4	9
11	так как	7	9
12	прежде всего	21	8
13	для нас	3	7
14	сказать что	3	7
15	в нем	4	6
16	все время	5	6
17	в процессе	6	6
18	при этом	9	6
19	с помощью	6	6
20	в том	2	6
21	только в	6	6
22	слова и	5	6
23	в ней	8	6
24	в жизни	2	5
25	то что	8	5
26	никогда не	7	5
27	а не	6	5
28	можно сказать	4	5
29	то же	14	5
30	хотя бы	18	5
31	как и	10	5
32	том что	3	5
33	отнюдь не	10	5
34	как в	2	5
35	что мы	11	5
36	и следовательно	5	5
37	но в	5	5
38	мы ни	3	5
39	в виду	3	5
40	и к	4	4
41	все же	7	4
42	отношение к	2	4
43	жизни и	3	4
44	высказывания как	3	4
45	так и	6	4
46	от того	3	4
47	жизненное высказывание	2	4
48	на самом	3	4
49	уже не	4	4
50	социального общения	14	4
51	зависимости от	5	4
52	не в	6	4
53	в этом	10	4
54	и на	6	4
55	его в	4	4
56	в самом	4	4
57	к нему	2	4
58	свое выражение	2	4
59	и является	5	4
60	не только	27	4
61	в котором	3	3
62	и уже	3	3
63	находит свое	2	3
64	не к	3	3
65	в своей	2	3
66	бы мы	3	3
67	сих пор	2	3
68	все это	4	3
69	социальной группы	3	3
70	жизненной речи	2	3
71	и вообще	2	3
72	все эти	2	3
73	так называемой	4	3
74	ясно что	2	3
75	слово в	2	3
76	но и	13	3
77	и пр	4	3
78	того что	4	3
79	и наконец	5	3
80	точек зрения	4	3
81	да и	4	3
82	он должен	3	3
83	так же	4	3
84	самом деле	4	3
85	мы не	9	3
86	ведь и	2	3
87	жизненного высказывания	4	3
88	и с	5	3
89	о том	4	3
90	художественного творчества	5	3
91	нуждается в	2	3
92	в каком	2	3
93	в себе	9	3
94	для него	3	3
95	еще не	3	3
96	только на	3	3
97	и для	3	3
98	конечно не	3	3
99	внутренней речи	18	3
100	здесь не	2	3
101	с ним	2	3
102	но для	3	3
103	между тем	3	3
104	как только	4	2
105	место в	2	2
106	уже в	5	2
107	зависит от	2	2
108	но мы	2	2
109	с его	7	2
110	что и	3	2
111	в душе	2	2
112	независимо от	5	2
113	но все	4	2
114	не поймем	2	2
115	как не	2	2
116	вместе с	5	2
117	и так	6	2
118	а к	2	2
119	в зависимости	5	2
120	в этих	2	2
121	на него	4	2
122	между собой	2	2
123	в форме	6	2
124	в отношении	2	2
125	социальной жизни	2	2
126	точку зрения	3	2
127	той социальной	2	2
128	в какой	2	2
129	допустим что	2	2
130	нет ничего	2	2
131	это не	3	2
132	влияние на	4	2
133	мы имеем	2	2
134	и все	4	2
135	бы не	2	2
136	тому же	2	2
137	к этому	2	2
138	связь с	2	2
139	же социальная	2	2
140	те же	4	2
141	слово это	2	2
142	и слово	3	2
143	слова но	3	2
144	словом и	3	2
145	в материале	2	2
146	не так	3	2
147	с точки	5	2
148	и здесь	3	2
149	высказывания и	3	2
150	же самое	5	2
151	форма высказывания	3	2
152	с другими	2	2
153	но это	2	2
154	и то	3	2
155	мы можем	7	2
156	общения не	2	2
157	но не	2	2
158	высказывание как	2	2
159	нашего сознания	2	2
160	но что	3	2
161	одно и	4	2
162	выражение в	3	2
163	высказывания с	3	2
164	кроме того	2	2
165	в то	9	2
166	ни на	3	2
167	может стать	2	2
168	на это	4	2
169	общения и	4	2
170	мы в	3	2
171	как уже	2	2
172	со всех	2	2
173	как это	5	2
174	ничего не	8	2
175	он не	2	2
176	мы никогда	5	2
177	в его	6	2
178	и потому	2	2
179	относится к	2	2
180	между ними	3	2
