N	2gram	Bakhtin_sl_2	Psycholo
1	то что	2	37
2	и в	39	30
3	в том	5	27
4	что в	3	24
5	том что	5	21
6	для того	2	20
7	таким образом	8	20
8	того чтобы	2	20
9	как бы	7	19
10	что он	2	17
11	не только	24	16
12	в этом	16	14
13	то есть	26	13
14	одной стороны	5	12
15	в сущности	6	12
16	вместе с	2	12
17	с одной	5	12
18	может быть	37	11
19	о том	2	10
20	никогда не	7	9
21	с другой	5	9
22	для этого	4	9
23	мы увидим	2	9
24	не может	20	9
25	сказать что	3	9
26	так как	4	9
27	не в	9	8
28	а не	14	8
29	при этом	7	8
30	могут быть	7	8
31	по себе	5	7
32	в нем	19	7
33	и как	3	7
34	зависимости от	4	7
35	но не	6	7
36	все же	6	7
37	и т	35	7
38	то же	4	7
39	действующих лиц	2	7
40	точки зрения	8	7
41	героя и	5	7
42	как это	3	7
43	в основе	4	7
44	уже в	2	6
45	в зависимости	4	6
46	в своем	6	6
47	кажется нам	2	6
48	именно в	2	6
49	как и	6	6
50	и для	5	6
51	но и	21	6
52	что оно	4	6
53	и не	22	6
54	жизни и	6	6
55	факт что	2	6
56	и его	33	6
57	или в	2	6
58	и здесь	2	6
59	мы уже	2	6
60	на этом	3	6
61	дело с	4	5
62	как мы	7	5
63	и потому	7	5
64	еще не	7	5
65	до сих	2	5
66	один из	5	5
67	сих пор	2	5
68	именно на	2	5
69	рядом с	3	5
70	в себе	2	5
71	но в	6	5
72	только в	5	5
73	материала и	3	5
74	в результате	2	4
75	от него	5	4
76	и все	5	4
77	тот факт	2	4
78	прежде всего	8	4
79	стороны и	3	4
80	и к	6	4
81	в ней	3	4
82	в его	7	4
83	в него	7	4
84	в них	6	4
85	имеет дело	2	4
86	а в	4	4
87	которых мы	2	4
88	там где	6	4
89	не могут	5	3
90	и другие	2	3
91	у него	3	3
92	обстоит дело	2	3
93	хотя бы	3	3
94	это не	5	3
95	вовсе не	10	3
96	для нас	5	3
97	одна из	4	3
98	очень легко	2	3
99	в свою	3	3
100	для него	7	3
101	он не	2	3
102	и между	2	3
103	что и	3	3
104	на его	2	3
105	ни в	4	3
106	так и	15	3
107	как в	13	3
108	в их	2	3
109	так в	2	3
110	т д	2	3
111	этом отношении	3	3
112	в той	4	3
113	героя в	3	3
114	и наконец	5	3
115	в таком	4	3
116	с которым	2	3
117	той же	3	3
118	мы не	2	3
119	человека в	5	3
120	но он	2	3
121	и на	4	3
122	в данном	2	3
123	т п	33	3
124	в другом	2	3
125	в этих	7	3
126	в состав	3	3
127	перед нами	3	2
128	в отношении	4	2
129	с его	7	2
130	связи с	3	2
131	себя и	4	2
132	чем не	2	2
133	с этим	2	2
134	в одном	2	2
135	или иной	5	2
136	с помощью	4	2
137	материал для	2	2
138	этом случае	6	2
139	до конца	17	2
140	в романе	46	2
141	но все	5	2
142	и при	2	2
143	чем в	2	2
144	должна быть	3	2
145	слов и	3	2
146	со своим	9	2
147	или на	2	2
148	как вещь	2	2
149	это очень	2	2
150	той или	5	2
151	должен быть	2	2
152	с таким	2	2
153	но мы	2	2
154	не с	3	2
155	во всех	12	2
156	входят в	2	2
157	быть и	3	2
158	в нее	2	2
159	отношения к	4	2
160	и дальше	3	2
161	в эпосе	4	2
162	в форме	2	2
163	все это	16	2
164	отличается от	2	2
165	по отношению	4	2
166	в отличие	12	2
167	того как	2	2
168	от нас	2	2
169	это и	2	2
170	в себя	2	2
171	с точки	3	2
172	и даже	7	2
173	отличие от	13	2
174	и с	9	2
175	в нашем	2	2
176	даже и	4	2
177	как например	2	2
178	во всем	4	2
179	в то	4	2
180	ту же	3	2
181	не знает	2	2
182	как он	2	2
183	все эти	6	2
184	дело в	2	2
185	и ни	2	2
186	только о	2	2
187	но она	2	2
