N	2gram	Potebnia_M_4	Istorich
1	и т	7	27
2	и в	23	26
3	т д	3	24
4	так же	4	18
5	то что	29	16
6	не только	10	15
7	что в	17	14
8	может быть	26	14
9	но и	11	12
10	что он	4	10
11	так и	6	10
12	таким образом	24	10
13	и его	2	10
14	при помощи	3	10
15	что и	7	9
16	и не	18	9
17	его в	4	9
18	так как	14	9
19	то же	14	8
20	этих случаях	2	8
21	а в	5	8
22	в этих	3	7
23	превращается в	2	7
24	во время	2	7
25	об этом	2	7
26	как и	14	7
27	он не	2	7
28	как в	7	7
29	их в	3	7
30	в этом	23	7
31	мы имеем	4	7
32	не всегда	3	6
33	таким же	5	6
34	мы видим	2	6
35	предположить что	4	6
36	еще не	3	6
37	вместе с	6	6
38	не может	11	6
39	а не	12	6
40	к нему	5	6
41	и то	5	6
42	потому что	33	6
43	мы можем	10	6
44	могут быть	7	6
45	к которым	3	5
46	и как	2	5
47	это не	7	5
48	точно так	2	5
49	в одном	4	5
50	в силу	7	5
51	и только	3	5
52	в его	5	5
53	и у	2	5
54	мы уже	3	5
55	до сих	4	5
56	и др	2	5
57	то это	8	5
58	сих пор	4	5
59	как мы	2	5
60	эта связь	2	5
61	и что	7	5
62	из которых	2	5
63	уже не	3	5
64	и по	3	5
65	не в	11	5
66	с ними	3	5
67	и с	4	5
68	тем что	10	5
69	и здесь	2	5
70	мы должны	2	5
71	но в	8	5
72	с другой	2	4
73	вовсе не	7	4
74	вопрос о	2	4
75	такое же	2	4
76	более позднее	2	4
77	все что	2	4
78	указывает на	2	4
79	даже в	2	4
80	так в	3	4
81	тогда как	4	4
82	того как	6	4
83	но эта	2	4
84	и даже	2	4
85	в которых	3	4
86	о том	8	4
87	только что	3	3
88	на вопрос	4	3
89	и более	4	3
90	в другой	2	3
91	что у	3	3
92	из этих	2	3
93	в образе	2	3
94	на котором	4	3
95	этом случае	5	3
96	для нас	14	3
97	в том	23	3
98	том что	12	3
99	и других	3	3
100	его к	2	3
101	но это	3	3
102	и при	2	3
103	при этом	15	3
104	не что	2	3
105	она не	2	3
106	в лес	6	3
107	и если	3	3
108	например в	3	3
109	на его	3	3
110	как бы	5	3
111	все эти	3	3
112	на то	7	3
113	но мы	2	3
114	данном случае	2	3
115	что она	2	3
116	а именно	4	3
117	только тогда	5	3
118	те же	3	3
119	между ними	4	3
120	не имеет	5	3
121	есть только	5	3
122	в данном	4	3
123	что иное	2	3
124	связи с	3	3
125	что мы	10	3
126	только в	15	3
127	там где	3	3
128	иное как	2	3
129	уже в	5	2
130	можно считать	2	2
131	не могут	2	2
132	с тем	7	2
133	не менее	5	2
134	и есть	3	2
135	никогда не	3	2
136	в греческом	2	2
137	в своем	8	2
138	с этим	7	2
139	и все	4	2
140	а как	2	2
141	по себе	11	2
142	и тем	4	2
143	тем не	4	2
144	так что	5	2
145	что я	11	2
146	есть в	5	2
147	в истории	4	2
148	от него	2	2
149	есть и	2	2
150	после того	2	2
151	и тот	3	2
152	было бы	8	2
153	но есть	4	2
154	если бы	13	2
155	конечно не	2	2
156	между прочим	3	2
157	у нас	2	2
158	к ним	2	2
159	хотя и	5	2
160	общих чертах	2	2
161	что на	2	2
162	хотя бы	4	2
163	в нем	7	2
164	не есть	9	2
165	отношение к	2	2
166	другими словами	8	2
167	выше мы	2	2
168	на том	2	2
169	дело не	2	2
170	от того	4	2
171	и их	3	2
172	все это	5	2
173	что это	7	2
174	в языке	16	2
175	что есть	3	2
176	связь между	3	2
177	происходит в	2	2
178	в других	2	2
179	и они	2	2
180	этот вопрос	3	2
181	здесь мы	2	2
182	лишь в	3	2
183	того что	14	2
184	на этот	2	2
185	в таких	2	2
186	и на	3	2
187	сказать что	8	2
188	или от	3	2
189	в виде	2	2
190	даже и	3	2
191	известно что	6	2
192	в себе	14	2
193	же самое	4	2
194	этого слова	7	2
195	в области	2	2
196	позднее явление	2	2
197	то мы	3	2
