N	2gram	Vygotskiy__5	Hudozhes
1	том что	21	16
2	и в	30	14
3	так и	3	13
4	а не	8	12
5	в том	27	12
6	не только	16	12
7	при этом	8	12
8	о том	10	12
9	прежде всего	4	11
10	и т	7	11
11	в этом	14	11
12	в себе	5	11
13	в рассказе	2	11
14	для него	3	10
15	в своей	4	10
16	у него	3	9
17	что он	17	9
18	как и	6	9
19	в качестве	2	9
20	то же	7	9
21	как в	3	8
22	то что	37	8
23	по отношению	2	8
24	т п	3	8
25	в этой	5	8
26	в то	2	8
27	в его	4	8
28	ничего не	2	8
29	казалось бы	4	7
30	это не	3	7
31	к тому	8	7
32	не в	8	7
33	еще не	5	7
34	как бы	19	7
35	не может	9	7
36	именно в	6	7
37	а в	4	7
38	никогда не	9	6
39	что в	24	6
40	было бы	5	6
41	человека в	3	6
42	в глазах	2	6
43	перед нами	2	5
44	с его	2	5
45	в частности	4	5
46	в этих	3	5
47	об этом	3	5
48	может быть	11	5
49	только в	5	5
50	и он	2	5
51	но и	6	5
52	жизни и	6	5
53	по мнению	6	5
54	самом деле	8	5
55	и его	6	5
56	можно было	3	5
57	потому что	23	5
58	ни в	3	5
59	точки зрения	7	5
60	героя и	7	5
61	но в	5	5
62	связи с	2	4
63	тому что	8	4
64	в своем	6	4
65	к другому	2	4
66	и все	4	4
67	на то	17	4
68	можно сказать	2	4
69	и к	4	4
70	несмотря на	5	4
71	мы уже	6	4
72	в самом	14	4
73	и о	3	4
74	в ней	4	4
75	один из	5	4
76	что она	6	4
77	из них	2	4
78	как раз	13	4
79	в центре	2	4
80	того что	8	4
81	только что	4	4
82	он не	3	4
83	как будто	6	4
84	в конце	4	4
85	и это	8	4
86	и с	2	4
87	но не	7	3
88	если бы	11	3
89	что у	3	3
90	но он	3	3
91	с этим	2	3
92	же в	2	3
93	это в	3	3
94	как мы	5	3
95	в ее	3	3
96	от него	4	3
97	на этом	6	3
98	что при	3	3
99	по преимуществу	2	3
100	и когда	9	3
101	еще в	2	3
102	в нем	7	3
103	все же	7	3
104	со стороны	3	3
105	приводит к	2	3
106	т д	3	3
107	и для	6	3
108	этом отношении	3	3
109	все эти	2	3
110	того чтобы	20	3
111	и даже	2	3
112	с точки	2	3
113	в таком	3	3
114	в своих	5	3
115	тем что	6	3
116	и на	3	3
117	едва ли	2	3
118	как все	2	2
119	в ответ	2	2
120	и другое	2	2
121	себя и	2	2
122	так в	3	2
123	и так	2	2
124	в одной	2	2
125	и потому	5	2
126	в себя	2	2
127	ясно что	6	2
128	вопрос о	3	2
129	то о	2	2
130	по себе	7	2
131	характеры действующих	2	2
132	что на	3	2
133	мы знаем	2	2
134	состоит в	3	2
135	остановимся на	3	2
136	или с	2	2
137	так что	3	2
138	в другом	3	2
139	с той	2	2
140	же как	2	2
141	одна из	3	2
142	и что	23	2
143	в целом	5	2
144	до конца	2	2
145	со своим	2	2
146	себе и	2	2
147	на его	3	2
148	только на	4	2
149	никак не	6	2
150	наше внимание	2	2
151	в него	4	2
152	характера и	2	2
153	как он	2	2
154	на том	2	2
155	сих пор	5	2
156	что когда	2	2
157	в форме	2	2
158	но еще	2	2
159	в их	3	2
160	все это	2	2
161	заключает в	4	2
162	внимание на	4	2
163	а с	5	2
164	не знает	2	2
165	все равно	2	2
166	с и	5	2
167	и не	6	2
168	на самом	2	2
169	героя в	3	2
170	и герой	2	2
171	бы на	2	2
172	должно быть	2	2
173	речь в	2	2
174	той же	3	2
175	действующие лица	4	2
176	с этой	2	2
177	в результате	4	2
178	действующих лиц	7	2
179	о котором	6	2
180	представляют собой	2	2
181	говорится о	2	2
182	как она	4	2
183	и поэтому	3	2
184	мы не	3	2
185	до сих	5	2
